CCA_1,ID_1,ADM1_EN,LATITUDE,LONGITIDE,Month,Year,Population
52.0,19.0,Lampang,18.29155662,99.48125565,9,2017,747146.0
52.0,19.0,Lampang,18.29155662,99.48125565,10,2017,747041.0
52.0,19.0,Lampang,18.29155662,99.48125565,11,2017,746855.0
52.0,19.0,Lampang,18.29155662,99.48125565,12,2017,746547.0
52.0,19.0,Lampang,18.29155662,99.48125565,1,2018,746176.0
52.0,19.0,Lampang,18.29155662,99.48125565,2,2018,745846.0
52.0,19.0,Lampang,18.29155662,99.48125565,3,2018,745557.0
52.0,19.0,Lampang,18.29155662,99.48125565,4,2018,745302.0
52.0,19.0,Lampang,18.29155662,99.48125565,5,2018,745181.0
52.0,19.0,Lampang,18.29155662,99.48125565,6,2018,744812.0
52.0,19.0,Lampang,18.29155662,99.48125565,7,2018,744541.0
52.0,19.0,Lampang,18.29155662,99.48125565,8,2018,744142.0
52.0,19.0,Lampang,18.29155662,99.48125565,9,2018,743967.0
52.0,19.0,Lampang,18.29155662,99.48125565,10,2018,743724.0
52.0,19.0,Lampang,18.29155662,99.48125565,11,2018,743142.0
52.0,19.0,Lampang,18.29155662,99.48125565,12,2018,742883.0
52.0,19.0,Lampang,18.29155662,99.48125565,1,2019,742421.0
52.0,19.0,Lampang,18.29155662,99.48125565,2,2019,742065.0
52.0,19.0,Lampang,18.29155662,99.48125565,3,2019,741681.0
52.0,19.0,Lampang,18.29155662,99.48125565,4,2019,741373.0
52.0,19.0,Lampang,18.29155662,99.48125565,5,2019,741080.0
52.0,19.0,Lampang,18.29155662,99.48125565,6,2019,740721.0
52.0,19.0,Lampang,18.29155662,99.48125565,7,2019,740166.0
52.0,19.0,Lampang,18.29155662,99.48125565,8,2019,739827.0
52.0,19.0,Lampang,18.29155662,99.48125565,9,2019,739722.0
52.0,19.0,Lampang,18.29155662,99.48125565,10,2019,739417.0
52.0,19.0,Lampang,18.29155662,99.48125565,11,2019,739168.0
52.0,19.0,Lampang,18.29155662,99.48125565,12,2019,738316.0
52.0,19.0,Lampang,18.29155662,99.48125565,1,2020,737715.0
52.0,19.0,Lampang,18.29155662,99.48125565,2,2020,737264.0
52.0,19.0,Lampang,18.29155662,99.48125565,3,2020,737346.0
52.0,19.0,Lampang,18.29155662,99.48125565,4,2020,737022.0
52.0,19.0,Lampang,18.29155662,99.48125565,5,2020,736753.0
52.0,19.0,Lampang,18.29155662,99.48125565,6,2020,736372.0
52.0,19.0,Lampang,18.29155662,99.48125565,7,2020,736026.0
52.0,19.0,Lampang,18.29155662,99.48125565,8,2020,733526.0
52.0,19.0,Lampang,18.29155662,99.48125565,9,2020,730161.0
52.0,19.0,Lampang,18.29155662,99.48125565,10,2020,729854.0
52.0,19.0,Lampang,18.29155662,99.48125565,11,2020,729445.0
52.0,19.0,Lampang,18.29155662,99.48125565,12,2020,728964.0
52.0,19.0,Lampang,18.29155662,99.48125565,1,2021,728508.0
52.0,19.0,Lampang,18.29155662,99.48125565,2,2021,728131.0
52.0,19.0,Lampang,18.29155662,99.48125565,3,2021,727451.0
52.0,19.0,Lampang,18.29155662,99.48125565,4,2021,727166.0
52.0,19.0,Lampang,18.29155662,99.48125565,5,2021,727262.0
52.0,19.0,Lampang,18.29155662,99.48125565,6,2021,726902.0
52.0,19.0,Lampang,18.29155662,99.48125565,7,2021,726701.0
52.0,19.0,Lampang,18.29155662,99.48125565,8,2021,726261.0
52.0,19.0,Lampang,18.29155662,99.48125565,9,2021,725923.0
52.0,19.0,Lampang,18.29155662,99.48125565,10,2021,725564.0
52.0,19.0,Lampang,18.29155662,99.48125565,11,2021,725197.0
52.0,19.0,Lampang,18.29155662,99.48125565,12,2021,724678.0
52.0,19.0,Lampang,18.29155662,99.48125565,1,2022,724210.0
52.0,19.0,Lampang,18.29155662,99.48125565,2,2022,723597.0
52.0,19.0,Lampang,18.29155662,99.48125565,3,2022,722963.0
52.0,19.0,Lampang,18.29155662,99.48125565,4,2022,722579.0
52.0,19.0,Lampang,18.29155662,99.48125565,5,2022,722025.0
52.0,19.0,Lampang,18.29155662,99.48125565,6,2022,721432.0
52.0,19.0,Lampang,18.29155662,99.48125565,7,2022,721218.0
52.0,19.0,Lampang,18.29155662,99.48125565,8,2022,721235.0
52.0,19.0,Lampang,18.29155662,99.48125565,9,2022,720881.0
52.0,19.0,Lampang,18.29155662,99.48125565,10,2022,720239.0
52.0,19.0,Lampang,18.29155662,99.48125565,11,2022,719507.0
52.0,19.0,Lampang,18.29155662,99.48125565,12,2022,718790.0
51.0,20.0,Lamphun,18.50300114,99.07399856,1,2002,406057.0
51.0,20.0,Lamphun,18.50300114,99.07399856,2,2002,406185.0
51.0,20.0,Lamphun,18.50300114,99.07399856,3,2002,406105.0
51.0,20.0,Lamphun,18.50300114,99.07399856,4,2002,406451.0
51.0,20.0,Lamphun,18.50300114,99.07399856,5,2002,406112.0
51.0,20.0,Lamphun,18.50300114,99.07399856,6,2002,406334.0
51.0,20.0,Lamphun,18.50300114,99.07399856,7,2002,406445.0
51.0,20.0,Lamphun,18.50300114,99.07399856,8,2002,406389.0
51.0,20.0,Lamphun,18.50300114,99.07399856,9,2002,406502.0
51.0,20.0,Lamphun,18.50300114,99.07399856,10,2002,406836.0
51.0,20.0,Lamphun,18.50300114,99.07399856,11,2002,407025.0
51.0,20.0,Lamphun,18.50300114,99.07399856,12,2002,407202.0
51.0,20.0,Lamphun,18.50300114,99.07399856,1,2003,407256.0
51.0,20.0,Lamphun,18.50300114,99.07399856,2,2003,407344.0
51.0,20.0,Lamphun,18.50300114,99.07399856,3,2003,407414.0
51.0,20.0,Lamphun,18.50300114,99.07399856,4,2003,407758.0
51.0,20.0,Lamphun,18.50300114,99.07399856,5,2003,407780.0
51.0,20.0,Lamphun,18.50300114,99.07399856,6,2003,407817.0
51.0,20.0,Lamphun,18.50300114,99.07399856,7,2003,407653.0
51.0,20.0,Lamphun,18.50300114,99.07399856,8,2003,407683.0
51.0,20.0,Lamphun,18.50300114,99.07399856,9,2003,407875.0
51.0,20.0,Lamphun,18.50300114,99.07399856,10,2003,408165.0
51.0,20.0,Lamphun,18.50300114,99.07399856,11,2003,408239.0
51.0,20.0,Lamphun,18.50300114,99.07399856,12,2003,409046.0
51.0,20.0,Lamphun,18.50300114,99.07399856,1,2004,410989.0
51.0,20.0,Lamphun,18.50300114,99.07399856,2,2004,411380.0
51.0,20.0,Lamphun,18.50300114,99.07399856,3,2004,411238.0
51.0,20.0,Lamphun,18.50300114,99.07399856,4,2004,411365.0
51.0,20.0,Lamphun,18.50300114,99.07399856,5,2004,411254.0
51.0,20.0,Lamphun,18.50300114,99.07399856,6,2004,410653.0
51.0,20.0,Lamphun,18.50300114,99.07399856,7,2004,410481.0
51.0,20.0,Lamphun,18.50300114,99.07399856,8,2004,410613.0
51.0,20.0,Lamphun,18.50300114,99.07399856,9,2004,410739.0
51.0,20.0,Lamphun,18.50300114,99.07399856,10,2004,405279.0
51.0,20.0,Lamphun,18.50300114,99.07399856,11,2004,404806.0
51.0,20.0,Lamphun,18.50300114,99.07399856,12,2004,404774.0
51.0,20.0,Lamphun,18.50300114,99.07399856,1,2005,404208.0
51.0,20.0,Lamphun,18.50300114,99.07399856,2,2005,404196.0
51.0,20.0,Lamphun,18.50300114,99.07399856,3,2005,404353.0
51.0,20.0,Lamphun,18.50300114,99.07399856,4,2005,404590.0
51.0,20.0,Lamphun,18.50300114,99.07399856,5,2005,404703.0
51.0,20.0,Lamphun,18.50300114,99.07399856,6,2005,404269.0
51.0,20.0,Lamphun,18.50300114,99.07399856,7,2005,404235.0
51.0,20.0,Lamphun,18.50300114,99.07399856,8,2005,404286.0
51.0,20.0,Lamphun,18.50300114,99.07399856,9,2005,404390.0
51.0,20.0,Lamphun,18.50300114,99.07399856,10,2005,404652.0
51.0,20.0,Lamphun,18.50300114,99.07399856,11,2005,404799.0
51.0,20.0,Lamphun,18.50300114,99.07399856,12,2005,404727.0
51.0,20.0,Lamphun,18.50300114,99.07399856,1,2006,404719.0
51.0,20.0,Lamphun,18.50300114,99.07399856,2,2006,404625.0
51.0,20.0,Lamphun,18.50300114,99.07399856,3,2006,404770.0
51.0,20.0,Lamphun,18.50300114,99.07399856,4,2006,405031.0
51.0,20.0,Lamphun,18.50300114,99.07399856,5,2006,405270.0
51.0,20.0,Lamphun,18.50300114,99.07399856,6,2006,405120.0
51.0,20.0,Lamphun,18.50300114,99.07399856,7,2006,405045.0
51.0,20.0,Lamphun,18.50300114,99.07399856,8,2006,405117.0
51.0,20.0,Lamphun,18.50300114,99.07399856,9,2006,405228.0
51.0,20.0,Lamphun,18.50300114,99.07399856,10,2006,405442.0
51.0,20.0,Lamphun,18.50300114,99.07399856,11,2006,405658.0
51.0,20.0,Lamphun,18.50300114,99.07399856,12,2006,405564.0
51.0,20.0,Lamphun,18.50300114,99.07399856,1,2007,405519.0
51.0,20.0,Lamphun,18.50300114,99.07399856,2,2007,405551.0
51.0,20.0,Lamphun,18.50300114,99.07399856,3,2007,405692.0
51.0,20.0,Lamphun,18.50300114,99.07399856,4,2007,405815.0
51.0,20.0,Lamphun,18.50300114,99.07399856,5,2007,405855.0
51.0,20.0,Lamphun,18.50300114,99.07399856,6,2007,405596.0
51.0,20.0,Lamphun,18.50300114,99.07399856,7,2007,405379.0
51.0,20.0,Lamphun,18.50300114,99.07399856,8,2007,405363.0
51.0,20.0,Lamphun,18.50300114,99.07399856,9,2007,405356.0
51.0,20.0,Lamphun,18.50300114,99.07399856,10,2007,405505.0
51.0,20.0,Lamphun,18.50300114,99.07399856,11,2007,405250.0
51.0,20.0,Lamphun,18.50300114,99.07399856,12,2007,405157.0
51.0,20.0,Lamphun,18.50300114,99.07399856,1,2008,405217.0
51.0,20.0,Lamphun,18.50300114,99.07399856,2,2008,405252.0
51.0,20.0,Lamphun,18.50300114,99.07399856,3,2008,405286.0
51.0,20.0,Lamphun,18.50300114,99.07399856,4,2008,405383.0
51.0,20.0,Lamphun,18.50300114,99.07399856,5,2008,405414.0
51.0,20.0,Lamphun,18.50300114,99.07399856,6,2008,405068.0
51.0,20.0,Lamphun,18.50300114,99.07399856,7,2008,404917.0
51.0,20.0,Lamphun,18.50300114,99.07399856,8,2008,404914.0
51.0,20.0,Lamphun,18.50300114,99.07399856,9,2008,404996.0
51.0,20.0,Lamphun,18.50300114,99.07399856,10,2008,405225.0
51.0,20.0,Lamphun,18.50300114,99.07399856,11,2008,405256.0
51.0,20.0,Lamphun,18.50300114,99.07399856,12,2008,405125.0
51.0,20.0,Lamphun,18.50300114,99.07399856,1,2009,404946.0
51.0,20.0,Lamphun,18.50300114,99.07399856,2,2009,404917.0
51.0,20.0,Lamphun,18.50300114,99.07399856,3,2009,404900.0
51.0,20.0,Lamphun,18.50300114,99.07399856,4,2009,405043.0
51.0,20.0,Lamphun,18.50300114,99.07399856,5,2009,404851.0
51.0,20.0,Lamphun,18.50300114,99.07399856,6,2009,404672.0
51.0,20.0,Lamphun,18.50300114,99.07399856,7,2009,404510.0
51.0,20.0,Lamphun,18.50300114,99.07399856,8,2009,404535.0
51.0,20.0,Lamphun,18.50300114,99.07399856,9,2009,404624.0
51.0,20.0,Lamphun,18.50300114,99.07399856,10,2009,404805.0
51.0,20.0,Lamphun,18.50300114,99.07399856,11,2009,404776.0
51.0,20.0,Lamphun,18.50300114,99.07399856,12,2009,404693.0
51.0,20.0,Lamphun,18.50300114,99.07399856,1,2010,404734.0
51.0,20.0,Lamphun,18.50300114,99.07399856,2,2010,404704.0
51.0,20.0,Lamphun,18.50300114,99.07399856,3,2010,404851.0
51.0,20.0,Lamphun,18.50300114,99.07399856,4,2010,404846.0
51.0,20.0,Lamphun,18.50300114,99.07399856,5,2010,404426.0
51.0,20.0,Lamphun,18.50300114,99.07399856,6,2010,404376.0
51.0,20.0,Lamphun,18.50300114,99.07399856,7,2010,404212.0
51.0,20.0,Lamphun,18.50300114,99.07399856,8,2010,404231.0
51.0,20.0,Lamphun,18.50300114,99.07399856,9,2010,404263.0
51.0,20.0,Lamphun,18.50300114,99.07399856,10,2010,404456.0
51.0,20.0,Lamphun,18.50300114,99.07399856,11,2010,404465.0
51.0,20.0,Lamphun,18.50300114,99.07399856,12,2010,404560.0
51.0,20.0,Lamphun,18.50300114,99.07399856,1,2011,404504.0
51.0,20.0,Lamphun,18.50300114,99.07399856,2,2011,404563.0
51.0,20.0,Lamphun,18.50300114,99.07399856,3,2011,404597.0
51.0,20.0,Lamphun,18.50300114,99.07399856,4,2011,404607.0
51.0,20.0,Lamphun,18.50300114,99.07399856,5,2011,403639.0
51.0,20.0,Lamphun,18.50300114,99.07399856,6,2011,403612.0
51.0,20.0,Lamphun,18.50300114,99.07399856,7,2011,403631.0
51.0,20.0,Lamphun,18.50300114,99.07399856,8,2011,403638.0
51.0,20.0,Lamphun,18.50300114,99.07399856,9,2011,403784.0
51.0,20.0,Lamphun,18.50300114,99.07399856,10,2011,404008.0
51.0,20.0,Lamphun,18.50300114,99.07399856,11,2011,404019.0
51.0,20.0,Lamphun,18.50300114,99.07399856,12,2011,403952.0
51.0,20.0,Lamphun,18.50300114,99.07399856,1,2012,403983.0
51.0,20.0,Lamphun,18.50300114,99.07399856,2,2012,404013.0
51.0,20.0,Lamphun,18.50300114,99.07399856,3,2012,404188.0
51.0,20.0,Lamphun,18.50300114,99.07399856,4,2012,404327.0
51.0,20.0,Lamphun,18.50300114,99.07399856,5,2012,404405.0
51.0,20.0,Lamphun,18.50300114,99.07399856,6,2012,404053.0
51.0,20.0,Lamphun,18.50300114,99.07399856,7,2012,404109.0
51.0,20.0,Lamphun,18.50300114,99.07399856,8,2012,404277.0
51.0,20.0,Lamphun,18.50300114,99.07399856,9,2012,404354.0
51.0,20.0,Lamphun,18.50300114,99.07399856,10,2012,404603.0
51.0,20.0,Lamphun,18.50300114,99.07399856,11,2012,404658.0
51.0,20.0,Lamphun,18.50300114,99.07399856,12,2012,404673.0
51.0,20.0,Lamphun,18.50300114,99.07399856,1,2013,404706.0
51.0,20.0,Lamphun,18.50300114,99.07399856,2,2013,404613.0
51.0,20.0,Lamphun,18.50300114,99.07399856,3,2013,404752.0
51.0,20.0,Lamphun,18.50300114,99.07399856,4,2013,404921.0
51.0,20.0,Lamphun,18.50300114,99.07399856,5,2013,404870.0
51.0,20.0,Lamphun,18.50300114,99.07399856,6,2013,404787.0
51.0,20.0,Lamphun,18.50300114,99.07399856,7,2013,404824.0
51.0,20.0,Lamphun,18.50300114,99.07399856,8,2013,404880.0
51.0,20.0,Lamphun,18.50300114,99.07399856,9,2013,404942.0
51.0,20.0,Lamphun,18.50300114,99.07399856,10,2013,405137.0
51.0,20.0,Lamphun,18.50300114,99.07399856,11,2013,405292.0
51.0,20.0,Lamphun,18.50300114,99.07399856,12,2013,405268.0
51.0,20.0,Lamphun,18.50300114,99.07399856,1,2014,405219.0
51.0,20.0,Lamphun,18.50300114,99.07399856,2,2014,405124.0
51.0,20.0,Lamphun,18.50300114,99.07399856,3,2014,405155.0
51.0,20.0,Lamphun,18.50300114,99.07399856,4,2014,405260.0
51.0,20.0,Lamphun,18.50300114,99.07399856,5,2014,405523.0
51.0,20.0,Lamphun,18.50300114,99.07399856,6,2014,405542.0
51.0,20.0,Lamphun,18.50300114,99.07399856,7,2014,405498.0
51.0,20.0,Lamphun,18.50300114,99.07399856,8,2014,405331.0
51.0,20.0,Lamphun,18.50300114,99.07399856,9,2014,405347.0
51.0,20.0,Lamphun,18.50300114,99.07399856,10,2014,405461.0
51.0,20.0,Lamphun,18.50300114,99.07399856,11,2014,405522.0
51.0,20.0,Lamphun,18.50300114,99.07399856,12,2014,405468.0
51.0,20.0,Lamphun,18.50300114,99.07399856,1,2015,405512.0
51.0,20.0,Lamphun,18.50300114,99.07399856,2,2015,405473.0
51.0,20.0,Lamphun,18.50300114,99.07399856,3,2015,405420.0
51.0,20.0,Lamphun,18.50300114,99.07399856,4,2015,405487.0
51.0,20.0,Lamphun,18.50300114,99.07399856,5,2015,405473.0
51.0,20.0,Lamphun,18.50300114,99.07399856,6,2015,405412.0
51.0,20.0,Lamphun,18.50300114,99.07399856,7,2015,405551.0
51.0,20.0,Lamphun,18.50300114,99.07399856,8,2015,405367.0
51.0,20.0,Lamphun,18.50300114,99.07399856,9,2015,405301.0
51.0,20.0,Lamphun,18.50300114,99.07399856,10,2015,406324.0
51.0,20.0,Lamphun,18.50300114,99.07399856,11,2015,406412.0
51.0,20.0,Lamphun,18.50300114,99.07399856,12,2015,406385.0
51.0,20.0,Lamphun,18.50300114,99.07399856,1,2016,406328.0
51.0,20.0,Lamphun,18.50300114,99.07399856,2,2016,406349.0
51.0,20.0,Lamphun,18.50300114,99.07399856,3,2016,406250.0
51.0,20.0,Lamphun,18.50300114,99.07399856,4,2016,406146.0
51.0,20.0,Lamphun,18.50300114,99.07399856,5,2016,406067.0
51.0,20.0,Lamphun,18.50300114,99.07399856,6,2016,405979.0
51.0,20.0,Lamphun,18.50300114,99.07399856,7,2016,405931.0
51.0,20.0,Lamphun,18.50300114,99.07399856,8,2016,405761.0
51.0,20.0,Lamphun,18.50300114,99.07399856,9,2016,405699.0
51.0,20.0,Lamphun,18.50300114,99.07399856,10,2016,405769.0
51.0,20.0,Lamphun,18.50300114,99.07399856,11,2016,405928.0
51.0,20.0,Lamphun,18.50300114,99.07399856,12,2016,405999.0
51.0,20.0,Lamphun,18.50300114,99.07399856,1,2017,406007.0
51.0,20.0,Lamphun,18.50300114,99.07399856,2,2017,405960.0
51.0,20.0,Lamphun,18.50300114,99.07399856,3,2017,405962.0
51.0,20.0,Lamphun,18.50300114,99.07399856,4,2017,405980.0
51.0,20.0,Lamphun,18.50300114,99.07399856,5,2017,406043.0
51.0,20.0,Lamphun,18.50300114,99.07399856,6,2017,406041.0
51.0,20.0,Lamphun,18.50300114,99.07399856,7,2017,406051.0
51.0,20.0,Lamphun,18.50300114,99.07399856,8,2017,405990.0
51.0,20.0,Lamphun,18.50300114,99.07399856,9,2017,406008.0
51.0,20.0,Lamphun,18.50300114,99.07399856,10,2017,405949.0
51.0,20.0,Lamphun,18.50300114,99.07399856,11,2017,406002.0
51.0,20.0,Lamphun,18.50300114,99.07399856,12,2017,405918.0
51.0,20.0,Lamphun,18.50300114,99.07399856,1,2018,406024.0
51.0,20.0,Lamphun,18.50300114,99.07399856,2,2018,406076.0
51.0,20.0,Lamphun,18.50300114,99.07399856,3,2018,406209.0
51.0,20.0,Lamphun,18.50300114,99.07399856,4,2018,406227.0
51.0,20.0,Lamphun,18.50300114,99.07399856,5,2018,406202.0
51.0,20.0,Lamphun,18.50300114,99.07399856,6,2018,406164.0
51.0,20.0,Lamphun,18.50300114,99.07399856,7,2018,406157.0
51.0,20.0,Lamphun,18.50300114,99.07399856,8,2018,406122.0
51.0,20.0,Lamphun,18.50300114,99.07399856,9,2018,406180.0
51.0,20.0,Lamphun,18.50300114,99.07399856,10,2018,406168.0
51.0,20.0,Lamphun,18.50300114,99.07399856,11,2018,405947.0
51.0,20.0,Lamphun,18.50300114,99.07399856,12,2018,405955.0
51.0,20.0,Lamphun,18.50300114,99.07399856,1,2019,405856.0
51.0,20.0,Lamphun,18.50300114,99.07399856,2,2019,405792.0
51.0,20.0,Lamphun,18.50300114,99.07399856,3,2019,405703.0
51.0,20.0,Lamphun,18.50300114,99.07399856,4,2019,405724.0
51.0,20.0,Lamphun,18.50300114,99.07399856,5,2019,405663.0
51.0,20.0,Lamphun,18.50300114,99.07399856,6,2019,405640.0
51.0,20.0,Lamphun,18.50300114,99.07399856,7,2019,405554.0
51.0,20.0,Lamphun,18.50300114,99.07399856,8,2019,405504.0
51.0,20.0,Lamphun,18.50300114,99.07399856,9,2019,405415.0
51.0,20.0,Lamphun,18.50300114,99.07399856,10,2019,405396.0
51.0,20.0,Lamphun,18.50300114,99.07399856,11,2019,405380.0
51.0,20.0,Lamphun,18.50300114,99.07399856,12,2019,405075.0
51.0,20.0,Lamphun,18.50300114,99.07399856,1,2020,404860.0
51.0,20.0,Lamphun,18.50300114,99.07399856,2,2020,404733.0
51.0,20.0,Lamphun,18.50300114,99.07399856,3,2020,404620.0
51.0,20.0,Lamphun,18.50300114,99.07399856,4,2020,404623.0
51.0,20.0,Lamphun,18.50300114,99.07399856,5,2020,404742.0
51.0,20.0,Lamphun,18.50300114,99.07399856,6,2020,404724.0
51.0,20.0,Lamphun,18.50300114,99.07399856,7,2020,404557.0
51.0,20.0,Lamphun,18.50300114,99.07399856,8,2020,403829.0
51.0,20.0,Lamphun,18.50300114,99.07399856,9,2020,402345.0
51.0,20.0,Lamphun,18.50300114,99.07399856,10,2020,402181.0
51.0,20.0,Lamphun,18.50300114,99.07399856,11,2020,402127.0
51.0,20.0,Lamphun,18.50300114,99.07399856,12,2020,402011.0
51.0,20.0,Lamphun,18.50300114,99.07399856,1,2021,401929.0
51.0,20.0,Lamphun,18.50300114,99.07399856,2,2021,401835.0
51.0,20.0,Lamphun,18.50300114,99.07399856,3,2021,401758.0
51.0,20.0,Lamphun,18.50300114,99.07399856,4,2021,401750.0
51.0,20.0,Lamphun,18.50300114,99.07399856,5,2021,401851.0
51.0,20.0,Lamphun,18.50300114,99.07399856,6,2021,401818.0
51.0,20.0,Lamphun,18.50300114,99.07399856,7,2021,401619.0
51.0,20.0,Lamphun,18.50300114,99.07399856,8,2021,401525.0
51.0,20.0,Lamphun,18.50300114,99.07399856,9,2021,401450.0
51.0,20.0,Lamphun,18.50300114,99.07399856,10,2021,401381.0
51.0,20.0,Lamphun,18.50300114,99.07399856,11,2021,401266.0
51.0,20.0,Lamphun,18.50300114,99.07399856,12,2021,401139.0
51.0,20.0,Lamphun,18.50300114,99.07399856,1,2022,401048.0
51.0,20.0,Lamphun,18.50300114,99.07399856,2,2022,400950.0
51.0,20.0,Lamphun,18.50300114,99.07399856,3,2022,400869.0
51.0,20.0,Lamphun,18.50300114,99.07399856,4,2022,400639.0
51.0,20.0,Lamphun,18.50300114,99.07399856,5,2022,400368.0
51.0,20.0,Lamphun,18.50300114,99.07399856,6,2022,400164.0
51.0,20.0,Lamphun,18.50300114,99.07399856,7,2022,399971.0
51.0,20.0,Lamphun,18.50300114,99.07399856,8,2022,399814.0
51.0,20.0,Lamphun,18.50300114,99.07399856,9,2022,399816.0
51.0,20.0,Lamphun,18.50300114,99.07399856,10,2022,399770.0
51.0,20.0,Lamphun,18.50300114,99.07399856,11,2022,399658.0
51.0,20.0,Lamphun,18.50300114,99.07399856,12,2022,399557.0
42.0,21.0,Loei,17.49188967,101.7315059,1,2002,633075.0
42.0,21.0,Loei,17.49188967,101.7315059,2,2002,633175.0
42.0,21.0,Loei,17.49188967,101.7315059,3,2002,633453.0
42.0,21.0,Loei,17.49188967,101.7315059,4,2002,633108.0
42.0,21.0,Loei,17.49188967,101.7315059,5,2002,633582.0
42.0,21.0,Loei,17.49188967,101.7315059,6,2002,634053.0
42.0,21.0,Loei,17.49188967,101.7315059,7,2002,634402.0
42.0,21.0,Loei,17.49188967,101.7315059,8,2002,634328.0
42.0,21.0,Loei,17.49188967,101.7315059,9,2002,634707.0
42.0,21.0,Loei,17.49188967,101.7315059,10,2002,634857.0
42.0,21.0,Loei,17.49188967,101.7315059,11,2002,635334.0
42.0,21.0,Loei,17.49188967,101.7315059,12,2002,635587.0
42.0,21.0,Loei,17.49188967,101.7315059,1,2003,635691.0
42.0,21.0,Loei,17.49188967,101.7315059,2,2003,635902.0
42.0,21.0,Loei,17.49188967,101.7315059,3,2003,635921.0
42.0,21.0,Loei,17.49188967,101.7315059,4,2003,636179.0
42.0,21.0,Loei,17.49188967,101.7315059,5,2003,636798.0
42.0,21.0,Loei,17.49188967,101.7315059,6,2003,636765.0
42.0,21.0,Loei,17.49188967,101.7315059,7,2003,637048.0
42.0,21.0,Loei,17.49188967,101.7315059,8,2003,637118.0
42.0,21.0,Loei,17.49188967,101.7315059,9,2003,637484.0
42.0,21.0,Loei,17.49188967,101.7315059,10,2003,637298.0
42.0,21.0,Loei,17.49188967,101.7315059,11,2003,638165.0
42.0,21.0,Loei,17.49188967,101.7315059,12,2003,627941.0
42.0,21.0,Loei,17.49188967,101.7315059,1,2004,625692.0
42.0,21.0,Loei,17.49188967,101.7315059,2,2004,625971.0
42.0,21.0,Loei,17.49188967,101.7315059,3,2004,626353.0
42.0,21.0,Loei,17.49188967,101.7315059,4,2004,626250.0
42.0,21.0,Loei,17.49188967,101.7315059,5,2004,626171.0
42.0,21.0,Loei,17.49188967,101.7315059,6,2004,628121.0
42.0,21.0,Loei,17.49188967,101.7315059,7,2004,628180.0
42.0,21.0,Loei,17.49188967,101.7315059,8,2004,628580.0
42.0,21.0,Loei,17.49188967,101.7315059,9,2004,629022.0
42.0,21.0,Loei,17.49188967,101.7315059,10,2004,610104.0
42.0,21.0,Loei,17.49188967,101.7315059,11,2004,610373.0
42.0,21.0,Loei,17.49188967,101.7315059,12,2004,610517.0
42.0,21.0,Loei,17.49188967,101.7315059,1,2005,609672.0
42.0,21.0,Loei,17.49188967,101.7315059,2,2005,609788.0
42.0,21.0,Loei,17.49188967,101.7315059,3,2005,609957.0
42.0,21.0,Loei,17.49188967,101.7315059,4,2005,610347.0
42.0,21.0,Loei,17.49188967,101.7315059,5,2005,610554.0
42.0,21.0,Loei,17.49188967,101.7315059,6,2005,610582.0
42.0,21.0,Loei,17.49188967,101.7315059,7,2005,610688.0
42.0,21.0,Loei,17.49188967,101.7315059,8,2005,611254.0
42.0,21.0,Loei,17.49188967,101.7315059,9,2005,611478.0
42.0,21.0,Loei,17.49188967,101.7315059,10,2005,611913.0
42.0,21.0,Loei,17.49188967,101.7315059,11,2005,612126.0
42.0,21.0,Loei,17.49188967,101.7315059,12,2005,612422.0
42.0,21.0,Loei,17.49188967,101.7315059,1,2006,612541.0
42.0,21.0,Loei,17.49188967,101.7315059,2,2006,610967.0
42.0,21.0,Loei,17.49188967,101.7315059,3,2006,611110.0
42.0,21.0,Loei,17.49188967,101.7315059,4,2006,611603.0
42.0,21.0,Loei,17.49188967,101.7315059,5,2006,611842.0
42.0,21.0,Loei,17.49188967,101.7315059,6,2006,611903.0
42.0,21.0,Loei,17.49188967,101.7315059,7,2006,612134.0
42.0,21.0,Loei,17.49188967,101.7315059,8,2006,611794.0
42.0,21.0,Loei,17.49188967,101.7315059,9,2006,612248.0
42.0,21.0,Loei,17.49188967,101.7315059,10,2006,612748.0
42.0,21.0,Loei,17.49188967,101.7315059,11,2006,613149.0
42.0,21.0,Loei,17.49188967,101.7315059,12,2006,613303.0
42.0,21.0,Loei,17.49188967,101.7315059,1,2007,613548.0
42.0,21.0,Loei,17.49188967,101.7315059,2,2007,613659.0
42.0,21.0,Loei,17.49188967,101.7315059,3,2007,613916.0
42.0,21.0,Loei,17.49188967,101.7315059,4,2007,614156.0
42.0,21.0,Loei,17.49188967,101.7315059,5,2007,614646.0
42.0,21.0,Loei,17.49188967,101.7315059,6,2007,614723.0
42.0,21.0,Loei,17.49188967,101.7315059,7,2007,614741.0
42.0,21.0,Loei,17.49188967,101.7315059,8,2007,614906.0
42.0,21.0,Loei,17.49188967,101.7315059,9,2007,614657.0
42.0,21.0,Loei,17.49188967,101.7315059,10,2007,615096.0
42.0,21.0,Loei,17.49188967,101.7315059,11,2007,615322.0
42.0,21.0,Loei,17.49188967,101.7315059,12,2007,615538.0
42.0,21.0,Loei,17.49188967,101.7315059,1,2008,615619.0
42.0,21.0,Loei,17.49188967,101.7315059,2,2008,615873.0
42.0,21.0,Loei,17.49188967,101.7315059,3,2008,615978.0
42.0,21.0,Loei,17.49188967,101.7315059,4,2008,616293.0
42.0,21.0,Loei,17.49188967,101.7315059,5,2008,616699.0
