year,month,province,soil
2023,1,Amnat Charoen,97.6553459119497
2023,2,Amnat Charoen,68.25345911949687
2023,3,Amnat Charoen,53.16981132075472
2023,4,Amnat Charoen,43.79685534591196
2023,5,Amnat Charoen,41.030188679245285
2023,6,Amnat Charoen,104.27232704402516
2023,7,Amnat Charoen,235.1094339622641
2023,8,Amnat Charoen,272.2012578616352
2023,9,Amnat Charoen,275.1182389937107
2023,10,Amnat Charoen,263.7974842767296
2023,11,Amnat Charoen,190.17798742138368
2023,12,Amnat Charoen,127.50314465408805
2023,1,Ang Thong,94.09772727272728
2023,2,Ang Thong,67.06136363636364
2023,3,Ang Thong,52.47727272727273
2023,4,Ang Thong,43.31818181818182
2023,5,Ang Thong,36.98181818181818
2023,6,Ang Thong,32.315909090909095
2023,7,Ang Thong,28.88181818181818
2023,8,Ang Thong,25.988636363636363
2023,9,Ang Thong,124.55909090909093
2023,10,Ang Thong,178.87500000000003
2023,11,Ang Thong,148.09545454545457
2023,12,Ang Thong,103.37727272727274
2023,1,Bangkok,149.2671052631579
2023,2,Bangkok,115.575
2023,3,Bangkok,77.8171052631579
2023,4,Bangkok,59.58815789473684
2023,5,Bangkok,48.588157894736845
2023,6,Bangkok,44.61052631578948
2023,7,Bangkok,64.41578947368421
2023,8,Bangkok,55.4671052631579
2023,9,Bangkok,202.67105263157896
2023,10,Bangkok,261.53684210526313
2023,11,Bangkok,226.8421052631579
2023,12,Bangkok,168.36052631578949
2023,1,Bueng Kan,158.65846153846155
2023,2,Bueng Kan,122.41076923076923
2023,3,Bueng Kan,85.1251282051282
2023,4,Bueng Kan,65.42871794871795
2023,5,Bueng Kan,55.36358974358975
2023,6,Bueng Kan,307.6071794871795
2023,7,Bueng Kan,326.428717948718
2023,8,Bueng Kan,326.428717948718
2023,9,Bueng Kan,326.428717948718
2023,10,Bueng Kan,319.6748717948718
2023,11,Bueng Kan,255.51538461538465
2023,12,Bueng Kan,205.11589743589744
2023,1,Buri Ram,96.84607438016528
2023,2,Buri Ram,67.15599173553719
2023,3,Buri Ram,51.61425619834712
2023,4,Buri Ram,42.20123966942149
2023,5,Buri Ram,40.44194214876033
2023,6,Buri Ram,40.96342975206611
2023,7,Buri Ram,88.24628099173555
2023,8,Buri Ram,81.07995867768597
2023,9,Buri Ram,220.9462809917356
2023,10,Buri Ram,226.64772727272728
2023,11,Buri Ram,167.20929752066115
2023,12,Buri Ram,112.69090909090907
2023,1,Chachoengsao,141.14520000000002
2023,2,Chachoengsao,101.2864
2023,3,Chachoengsao,71.24680000000001
2023,4,Chachoengsao,55.612
2023,5,Chachoengsao,47.894400000000005
2023,6,Chachoengsao,47.67360000000001
2023,7,Chachoengsao,99.0024
2023,8,Chachoengsao,96.532
2023,9,Chachoengsao,220.57040000000003
2023,10,Chachoengsao,255.2532
2023,11,Chachoengsao,219.1248
2023,12,Chachoengsao,160.3292
2023,1,Chai Nat,133.0949152542373
2023,2,Chai Nat,101.27118644067797
2023,3,Chai Nat,70.10593220338983
2023,4,Chai Nat,54.51525423728814
2023,5,Chai Nat,44.87457627118645
2023,6,Chai Nat,38.23644067796611
