year,month,province,ppt
2024,1,Amnat Charoen,0.0226415094339622
2024,2,Amnat Charoen,2.8408805031446542
2024,3,Amnat Charoen,25.42830188679245
2024,4,Amnat Charoen,2.0446540880503146
2024,5,Amnat Charoen,258.6012578616352
2024,6,Amnat Charoen,136.10754716981134
2024,7,Amnat Charoen,334.8308176100629
2024,8,Amnat Charoen,158.1301886792453
2024,9,Amnat Charoen,314.90000000000003
2024,10,Amnat Charoen,92.55471698113207
2024,11,Amnat Charoen,7.819496855345913
2024,12,Amnat Charoen,0.0918238993710691
2024,1,Ang Thong,4.043181818181818
2024,2,Ang Thong,3.6181818181818186
2024,3,Ang Thong,34.41590909090909
2024,4,Ang Thong,2.6295454545454544
2024,5,Ang Thong,119.4068181818182
2024,6,Ang Thong,82.90454545454546
2024,7,Ang Thong,115.2159090909091
2024,8,Ang Thong,152.4568181818182
2024,9,Ang Thong,189.2227272727273
2024,10,Ang Thong,182.22045454545457
2024,11,Ang Thong,20.356818181818184
2024,12,Ang Thong,7.945454545454546
2024,1,Bangkok,5.292105263157896
2024,2,Bangkok,7.239473684210527
2024,3,Bangkok,40.69605263157895
2024,4,Bangkok,2.888157894736842
2024,5,Bangkok,191.7184210526316
2024,6,Bangkok,148.94605263157897
2024,7,Bangkok,175.81447368421055
2024,8,Bangkok,127.85131578947367
2024,9,Bangkok,225.61184210526315
2024,10,Bangkok,220.95657894736843
2024,11,Bangkok,25.27763157894737
2024,12,Bangkok,12.496052631578948
2024,1,Bueng Kan,9.15128205128205
2024,2,Bueng Kan,1.393846153846154
2024,3,Bueng Kan,71.23589743589744
2024,4,Bueng Kan,5.315384615384615
2024,5,Bueng Kan,227.50717948717949
2024,6,Bueng Kan,404.44
2024,7,Bueng Kan,506.0769230769231
2024,8,Bueng Kan,401.3353846153847
2024,9,Bueng Kan,469.8451282051282
2024,10,Bueng Kan,32.29435897435898
2024,11,Bueng Kan,10.51846153846154
2024,12,Bueng Kan,0.5030769230769231
2024,1,Buri Ram,0.1859504132231405
2024,2,Buri Ram,2.386363636363636
2024,3,Buri Ram,63.13512396694215
2024,4,Buri Ram,3.5080578512396694
2024,5,Buri Ram,142.56673553719008
2024,6,Buri Ram,195.9617768595041
2024,7,Buri Ram,218.65723140495868
2024,8,Buri Ram,120.62644628099174
2024,9,Buri Ram,187.3729338842975
2024,10,Buri Ram,97.29690082644628
2024,11,Buri Ram,11.266942148760332
2024,12,Buri Ram,1.3359504132231406
2024,1,Chachoengsao,1.7484000000000002
2024,2,Chachoengsao,9.4996
2024,3,Chachoengsao,68.71640000000001
2024,4,Chachoengsao,10.7656
2024,5,Chachoengsao,169.93640000000002
2024,6,Chachoengsao,149.31080000000003
2024,7,Chachoengsao,211.3812
2024,8,Chachoengsao,146.81560000000002
2024,9,Chachoengsao,213.4884
2024,10,Chachoengsao,204.7316
2024,11,Chachoengsao,21.3924
2024,12,Chachoengsao,7.856
2024,1,Chai Nat,2.979661016949153
2024,2,Chai Nat,2.2423728813559323
2024,3,Chai Nat,27.753389830508475
2024,4,Chai Nat,7.06271186440678
2024,5,Chai Nat,120.64745762711864
2024,6,Chai Nat,91.0135593220339
2024,7,Chai Nat,126.35593220338984
2024,8,Chai Nat,145.14406779661016
2024,9,Chai Nat,188.0050847457628
2024,10,Chai Nat,205.65932203389832
2024,11,Chai Nat,24.115254237288138
2024,12,Chai Nat,5.5203389830508485
2024,1,Chaiyaphum,4.13739837398374
2024,2,Chaiyaphum,2.377073170731708
2024,3,Chaiyaphum,78.15902439024391
2024,4,Chaiyaphum,10.232845528455286
2024,5,Chaiyaphum,127.02341463414636
2024,6,Chaiyaphum,122.22373983739838
2024,7,Chaiyaphum,166.42845528455285
2024,8,Chaiyaphum,97.85252032520326
2024,9,Chaiyaphum,138.78634146341463
2024,10,Chaiyaphum,92.3157723577236
2024,11,Chaiyaphum,5.479837398373984
2024,12,Chaiyaphum,0.6134959349593496
2024,1,Chanthaburi,5.28671096345515
2024,2,Chanthaburi,22.37076411960133
2024,3,Chanthaburi,88.90963455149503
2024,4,Chanthaburi,23.71395348837209
2024,5,Chanthaburi,232.8617940199336
2024,6,Chanthaburi,363.87574750830566
2024,7,Chanthaburi,358.1887043189369
2024,8,Chanthaburi,203.42591362126248
2024,9,Chanthaburi,367.8083056478405
2024,10,Chanthaburi,297.3235880398672
2024,11,Chanthaburi,24.526578073089706
2024,12,Chanthaburi,5.198006644518273
2024,1,Chiang Mai,5.492300641613199
2024,2,Chiang Mai,1.9380384967919344
2024,3,Chiang Mai,17.15664527956004
2024,4,Chiang Mai,10.25032080659945
2024,5,Chiang Mai,226.3127406049496
2024,6,Chiang Mai,131.97846012832264
2024,7,Chiang Mai,169.50559120073328
2024,8,Chiang Mai,243.71127406049496
2024,9,Chiang Mai,266.1758020164986
2024,10,Chiang Mai,166.08496791934007
2024,11,Chiang Mai,49.23189734188818
2024,12,Chiang Mai,5.210082493125573
2024,1,Chiang Rai,8.223367697594501
2024,2,Chiang Rai,2.05893470790378
2024,3,Chiang Rai,33.828006872852235
2024,4,Chiang Rai,5.463230240549829
2024,5,Chiang Rai,203.11666666666667
2024,6,Chiang Rai,148.6773195876289
2024,7,Chiang Rai,248.07594501718216
2024,8,Chiang Rai,476.4635738831615
2024,9,Chiang Rai,337.7912371134021
2024,10,Chiang Rai,96.66958762886598
2024,11,Chiang Rai,34.846391752577325
2024,12,Chiang Rai,6.990034364261168
2024,1,Chon Buri,10.49904761904762
2024,2,Chon Buri,13.442380952380953
2024,3,Chon Buri,69.30714285714286
2024,4,Chon Buri,13.729047619047618
2024,5,Chon Buri,196.1242857142857
2024,6,Chon Buri,126.3257142857143
2024,7,Chon Buri,187.1461904761905
2024,8,Chon Buri,121.04238095238097
2024,9,Chon Buri,187.6338095238096
2024,10,Chon Buri,254.7528571428572
2024,11,Chon Buri,28.901904761904763
2024,12,Chon Buri,12.62952380952381
2024,1,Chumphon,76.83181818181819
2024,2,Chumphon,32.48776223776224
2024,3,Chumphon,28.31083916083916
2024,4,Chumphon,9.41958041958042
2024,5,Chumphon,200.87342657342657
2024,6,Chumphon,246.51993006993007
2024,7,Chumphon,370.90629370629375
2024,8,Chumphon,261.85769230769233
2024,9,Chumphon,288.70699300699306
2024,10,Chumphon,231.0202797202797
2024,11,Chumphon,260.99685314685314
2024,12,Chumphon,267.19475524475524
2024,1,Kalasin,2.061309523809524
2024,2,Kalasin,1.1616071428571428
2024,3,Kalasin,53.33779761904762
2024,4,Kalasin,1.4351190476190478
2024,5,Kalasin,131.0625
2024,6,Kalasin,168.12857142857143
2024,7,Kalasin,349.9008928571429
2024,8,Kalasin,130.57678571428573
2024,9,Kalasin,245.73154761904763
2024,10,Kalasin,49.94166666666667
2024,11,Kalasin,3.5452380952380955
2024,12,Kalasin,0.4437500000000001
2024,1,Kamphaeng Phet,6.646062052505967
2024,2,Kamphaeng Phet,2.331503579952268
2024,3,Kamphaeng Phet,25.453221957040576
2024,4,Kamphaeng Phet,7.462529832935561
2024,5,Kamphaeng Phet,157.49737470167065
2024,6,Kamphaeng Phet,210.8737470167065
2024,7,Kamphaeng Phet,163.93126491646777
2024,8,Kamphaeng Phet,177.47255369928402
2024,9,Kamphaeng Phet,173.30692124105013
2024,10,Kamphaeng Phet,193.6708830548926
2024,11,Kamphaeng Phet,23.3326968973747
2024,12,Kamphaeng Phet,0.8949880668257757
2024,1,Kanchanaburi,6.430522945570972
2024,2,Kanchanaburi,3.4057630736392746
2024,3,Kanchanaburi,27.05741728922092
2024,4,Kanchanaburi,10.553788687299894
2024,5,Kanchanaburi,224.78335112059764
2024,6,Kanchanaburi,270.8023479188901
2024,7,Kanchanaburi,294.3731056563501
2024,8,Kanchanaburi,164.80181430096053
2024,9,Kanchanaburi,237.86382070437568
2024,10,Kanchanaburi,292.71387406616867
2024,11,Kanchanaburi,33.231483457844185
2024,12,Kanchanaburi,2.37940234791889
2024,1,Khon Kaen,3.4473076923076924
2024,2,Khon Kaen,0.9217307692307692
2024,3,Khon Kaen,60.3475
2024,4,Khon Kaen,7.970769230769231
2024,5,Khon Kaen,135.20884615384617
2024,6,Khon Kaen,138.2871153846154
2024,7,Khon Kaen,264.53846153846155
2024,8,Khon Kaen,114.16192307692307
2024,9,Khon Kaen,179.05596153846156
2024,10,Khon Kaen,73.26519230769232
2024,11,Khon Kaen,5.6365384615384615
2024,12,Khon Kaen,0.6217307692307692
2024,1,Krabi,18.40851063829788
2024,2,Krabi,16.433191489361704
2024,3,Krabi,25.278297872340428
2024,4,Krabi,50.0063829787234
2024,5,Krabi,196.17659574468084
2024,6,Krabi,170.38936170212767
2024,7,Krabi,268.2191489361702
2024,8,Krabi,399.73361702127664
2024,9,Krabi,363.3025531914894
2024,10,Krabi,275.43234042553195
2024,11,Krabi,358.0489361702128
2024,12,Krabi,157.45021276595745
2024,1,Lampang,10.015823817292008
2024,2,Lampang,1.84747145187602
2024,3,Lampang,53.72267536704731
2024,4,Lampang,6.841761827079935
2024,5,Lampang,158.73017944535076
2024,6,Lampang,104.57797716150084
2024,7,Lampang,122.37275693311582
2024,8,Lampang,184.33507340946167
2024,9,Lampang,208.97699836867864
2024,10,Lampang,149.71778140293637
2024,11,Lampang,17.682871125611747
2024,12,Lampang,1.7210440456769984
2024,1,Lamphun,8.084615384615384
2024,2,Lamphun,2.085972850678733
2024,3,Lamphun,26.10497737556561
2024,4,Lamphun,10.51131221719457
2024,5,Lamphun,157.40723981900453
2024,6,Lamphun,104.0502262443439
2024,7,Lamphun,97.53891402714932
2024,8,Lamphun,159.6
2024,9,Lamphun,234.47828054298645
2024,10,Lamphun,206.3149321266968
2024,11,Lamphun,29.942081447963805
2024,12,Lamphun,1.575565610859729
2024,1,Loei,10.794241842610363
2024,2,Loei,2.285988483685221
2024,3,Loei,47.40191938579655
2024,4,Loei,15.320153550863724
2024,5,Loei,140.19558541266795
2024,6,Loei,136.62821497120922
2024,7,Loei,208.8153550863724
2024,8,Loei,137.67024952015353
2024,9,Loei,261.8138195777351
2024,10,Loei,53.77140115163148
2024,11,Loei,3.963147792706334
2024,12,Loei,0.1001919385796545
2024,1,Lop Buri,3.811006289308176
2024,2,Lop Buri,3.5248427672955978
2024,3,Lop Buri,55.76540880503145
2024,4,Lop Buri,4.1660377358490575
2024,5,Lop Buri,124.91698113207546
2024,6,Lop Buri,177.71886792452833
2024,7,Lop Buri,135.96069182389937
2024,8,Lop Buri,182.5481132075472
2024,9,Lop Buri,213.04088050314465
2024,10,Lop Buri,121.70094339622642
2024,11,Lop Buri,11.120125786163523
2024,12,Lop Buri,2.876415094339623
2024,1,Mae Hong Son,5.066244057052298
2024,2,Mae Hong Son,0.4942947702060222
2024,3,Mae Hong Son,12.248019017432648
2024,4,Mae Hong Son,13.492076069730588
2024,5,Mae Hong Son,289.66608557844694
2024,6,Mae Hong Son,168.0515055467512
2024,7,Mae Hong Son,246.12123613312204
2024,8,Mae Hong Son,226.99809825673532
2024,9,Mae Hong Son,246.4664025356577
2024,10,Mae Hong Son,146.5906497622821
2024,11,Mae Hong Son,89.77496038034866
2024,12,Mae Hong Son,5.940095087163233
2024,1,Maha Sarakham,0.7025735294117648
2024,2,Maha Sarakham,0.6731617647058824
2024,3,Maha Sarakham,52.93970588235294
2024,4,Maha Sarakham,2.009926470588236
2024,5,Maha Sarakham,126.9183823529412
2024,6,Maha Sarakham,178.28235294117647
2024,7,Maha Sarakham,290.12757352941173
2024,8,Maha Sarakham,109.40698529411765
2024,9,Maha Sarakham,191.5356617647059
2024,10,Maha Sarakham,65.02389705882354
2024,11,Maha Sarakham,6.874632352941177
2024,12,Maha Sarakham,0.9393382352941178
2024,1,Mukdahan,0.1338308457711443
2024,2,Mukdahan,2.0706467661691543
2024,3,Mukdahan,35.36069651741293
2024,4,Mukdahan,1.755223880597015
2024,5,Mukdahan,183.8905472636816
2024,6,Mukdahan,208.35870646766168
2024,7,Mukdahan,396.66169154228857
2024,8,Mukdahan,161.49751243781097
2024,9,Mukdahan,294.7905472636816
2024,10,Mukdahan,60.56119402985075
2024,11,Mukdahan,3.837313432835821
2024,12,Mukdahan,0.1104477611940298
2024,1,Nakhon Nayok,1.2
2024,2,Nakhon Nayok,7.986792452830189
2024,3,Nakhon Nayok,62.19150943396227
2024,4,Nakhon Nayok,7.89056603773585
2024,5,Nakhon Nayok,159.9877358490566
2024,6,Nakhon Nayok,162.39056603773585
2024,7,Nakhon Nayok,171.75283018867924
2024,8,Nakhon Nayok,165.98490566037736
2024,9,Nakhon Nayok,229.26603773584907
2024,10,Nakhon Nayok,170.50943396226415
2024,11,Nakhon Nayok,25.10471698113208
2024,12,Nakhon Nayok,5.241509433962264
2024,1,Nakhon Pathom,4.012745098039216
2024,2,Nakhon Pathom,3.497058823529412
2024,3,Nakhon Pathom,45.73921568627451
2024,4,Nakhon Pathom,2.550980392156863
2024,5,Nakhon Pathom,148.2470588235294
2024,6,Nakhon Pathom,87.99117647058824
2024,7,Nakhon Pathom,132.21960784313728
2024,8,Nakhon Pathom,107.71470588235292
2024,9,Nakhon Pathom,177.5392156862745
2024,10,Nakhon Pathom,211.55882352941177
2024,11,Nakhon Pathom,29.91176470588235
2024,12,Nakhon Pathom,8.290196078431373
2024,1,Nakhon Phanom,2.8920289855072467
2024,2,Nakhon Phanom,2.330434782608696
2024,3,Nakhon Phanom,47.61920289855073
2024,4,Nakhon Phanom,3.356159420289856
2024,5,Nakhon Phanom,166.45144927536234
2024,6,Nakhon Phanom,304.36739130434785
2024,7,Nakhon Phanom,405.5963768115942
2024,8,Nakhon Phanom,252.31014492753624
2024,9,Nakhon Phanom,372.4757246376812
2024,10,Nakhon Phanom,42.54565217391305
2024,11,Nakhon Phanom,4.128623188405797
2024,12,Nakhon Phanom,0.0188405797101449
2024,1,Nakhon Ratchasima,1.5862959285004967
2024,2,Nakhon Ratchasima,3.0688182720953328
2024,3,Nakhon Ratchasima,80.49582919563059
2024,4,Nakhon Ratchasima,5.306454816285998
2024,5,Nakhon Ratchasima,147.262959285005
2024,6,Nakhon Ratchasima,167.06991062562068
2024,7,Nakhon Ratchasima,180.27169811320755
2024,8,Nakhon Ratchasima,126.01122144985104
2024,9,Nakhon Ratchasima,165.70278053624628
2024,10,Nakhon Ratchasima,99.41588877855015
2024,11,Nakhon Ratchasima,11.616087388282027
2024,12,Nakhon Ratchasima,1.5667328699106258
2024,1,Nakhon Sawan,3.271861471861472
2024,2,Nakhon Sawan,2.309090909090909
2024,3,Nakhon Sawan,45.76991341991342
2024,4,Nakhon Sawan,8.828787878787878
2024,5,Nakhon Sawan,148.29956709956713
2024,6,Nakhon Sawan,143.35844155844157
2024,7,Nakhon Sawan,143.0409090909091
2024,8,Nakhon Sawan,161.7365800865801
2024,9,Nakhon Sawan,178.31060606060606
2024,10,Nakhon Sawan,163.85064935064935
2024,11,Nakhon Sawan,25.474675324675328
2024,12,Nakhon Sawan,1.2404761904761905
2024,1,Nakhon Si Thammarat,58.5031914893617
2024,2,Nakhon Si Thammarat,19.485531914893617
2024,3,Nakhon Si Thammarat,18.66744680851064
2024,4,Nakhon Si Thammarat,20.140638297872343
2024,5,Nakhon Si Thammarat,196.32297872340425
2024,6,Nakhon Si Thammarat,107.20702127659575
2024,7,Nakhon Si Thammarat,167.6836170212766
2024,8,Nakhon Si Thammarat,208.71021276595744
2024,9,Nakhon Si Thammarat,196.4336170212766
2024,10,Nakhon Si Thammarat,231.606170212766
2024,11,Nakhon Si Thammarat,498.0712765957447
2024,12,Nakhon Si Thammarat,580.2148936170213
2024,1,Nan,5.92998324958124
2024,2,Nan,1.2391959798994976
2024,3,Nan,30.975376884422108
2024,4,Nan,8.975544388609716
2024,5,Nan,151.51172529313232
2024,6,Nan,115.8782244556114
2024,7,Nan,204.81591289782244
2024,8,Nan,212.76649916247908
2024,9,Nan,276.34070351758794
2024,10,Nan,52.581407035175886
2024,11,Nan,5.189782244556114
2024,12,Nan,3.458458961474037
2024,1,Narathiwat,294.4622009569378
2024,2,Narathiwat,44.854066985645936
2024,3,Narathiwat,45.83062200956938
2024,4,Narathiwat,62.78995215311005
2024,5,Narathiwat,251.79904306220087
2024,6,Narathiwat,105.44976076555024
2024,7,Narathiwat,100.688995215311
2024,8,Narathiwat,249.0416267942584
2024,9,Narathiwat,151.25454545454545
2024,10,Narathiwat,188.9870813397129
2024,11,Narathiwat,720.3622009569378
2024,12,Narathiwat,363.59234449760766
2024,1,Nong Bua Lam Phu,7.033838383838384
2024,2,Nong Bua Lam Phu,0.8924242424242426
2024,3,Nong Bua Lam Phu,43.95555555555556
2024,4,Nong Bua Lam Phu,7.784848484848485
2024,5,Nong Bua Lam Phu,111.08282828282827
2024,6,Nong Bua Lam Phu,134.21161616161618
2024,7,Nong Bua Lam Phu,196.4338383838384
2024,8,Nong Bua Lam Phu,130.51161616161616
2024,9,Nong Bua Lam Phu,249.95252525252528
2024,10,Nong Bua Lam Phu,54.4439393939394
