province,year,month,wettest_quarter_month
Samut Sakhon,2010,4,25.0
Samut Sakhon,2010,5,121.0
Samut Sakhon,2010,6,136.0
Samut Sakhon,2010,7,166.0
Samut Sakhon,2010,8,226.0
Samut Sakhon,2010,9,247.0
Samut Sakhon,2010,10,283.0
Samut Sakhon,2010,11,10.0
Samut Sakhon,2010,12,7.0
Samut Sakhon,2011,1,-2.0
Samut Sakhon,2011,2,7.0
Samut Sakhon,2011,3,118.0
Samut Sakhon,2011,4,85.0
Samut Sakhon,2011,5,178.0
Samut Sakhon,2011,6,181.0
Samut Sakhon,2011,7,229.0
Samut Sakhon,2011,8,175.0
Samut Sakhon,2011,9,184.0
Samut Sakhon,2011,10,259.0
Samut Sakhon,2011,11,16.0
Samut Sakhon,2011,12,1.0
Samut Sakhon,2012,1,13.0
Samut Sakhon,2012,2,13.0
Samut Sakhon,2012,3,31.0
Samut Sakhon,2012,4,37.0
Samut Sakhon,2012,5,118.0
Samut Sakhon,2012,6,64.0
Samut Sakhon,2012,7,139.0
Samut Sakhon,2012,8,97.0
Samut Sakhon,2012,9,331.0
Samut Sakhon,2012,10,187.0
Samut Sakhon,2012,11,115.0
Samut Sakhon,2012,12,1.0
Samut Sakhon,2013,1,16.0
Samut Sakhon,2013,2,1.0
Samut Sakhon,2013,3,37.0
Samut Sakhon,2013,4,64.0
Samut Sakhon,2013,5,85.0
Samut Sakhon,2013,6,124.0
Samut Sakhon,2013,7,133.0
Samut Sakhon,2013,8,163.0
Samut Sakhon,2013,9,292.0
Samut Sakhon,2013,10,322.0
Samut Sakhon,2013,11,88.0
Samut Sakhon,2013,12,1.0
Samut Sakhon,2014,1,-2.0
Samut Sakhon,2014,2,1.0
Samut Sakhon,2014,3,37.0
Samut Sakhon,2014,4,16.0
Samut Sakhon,2014,5,76.0
Samut Sakhon,2014,6,103.0
Samut Sakhon,2014,7,88.0
Samut Sakhon,2014,8,163.0
Samut Sakhon,2014,9,169.0
Samut Sakhon,2014,10,205.0
Samut Sakhon,2014,11,40.0
Samut Sakhon,2014,12,10.0
Samut Sakhon,2015,1,1.0
Samut Sakhon,2015,2,7.0
Samut Sakhon,2015,3,34.0
Samut Sakhon,2015,4,55.0
Samut Sakhon,2015,5,55.0
Samut Sakhon,2015,6,97.0
Samut Sakhon,2015,7,118.0
Samut Sakhon,2015,8,136.0
Samut Sakhon,2015,9,292.0
Samut Sakhon,2015,10,226.0
Samut Sakhon,2015,11,55.0
Samut Sakhon,2015,12,16.0
Samut Sakhon,2016,1,4.0
Samut Sakhon,2016,2,-2.0
Samut Sakhon,2016,3,25.0
Samut Sakhon,2016,4,22.0
Samut Sakhon,2016,5,85.0
Samut Sakhon,2016,6,94.0
Samut Sakhon,2016,7,142.0
Samut Sakhon,2016,8,112.0
Samut Sakhon,2016,9,208.0
Samut Sakhon,2016,10,328.0
Samut Sakhon,2016,11,109.0
Samut Sakhon,2016,12,1.0
Samut Sakhon,2017,1,22.0
Samut Sakhon,2017,2,7.0
Samut Sakhon,2017,3,61.0
Samut Sakhon,2017,4,34.0
Samut Sakhon,2017,5,325.0
Samut Sakhon,2017,6,133.0
Samut Sakhon,2017,7,157.0
Samut Sakhon,2017,8,160.0
Samut Sakhon,2017,9,250.0
Samut Sakhon,2017,10,217.0
Samut Sakhon,2017,11,64.0
Samut Sakhon,2017,12,16.0
Samut Sakhon,2018,1,7.0
Samut Sakhon,2018,2,13.0
Samut Sakhon,2018,3,40.0
Samut Sakhon,2018,4,109.0
Samut Sakhon,2018,5,103.0
Samut Sakhon,2018,6,88.0
Samut Sakhon,2018,7,133.0
Samut Sakhon,2018,8,154.0
Samut Sakhon,2018,9,169.0
Samut Sakhon,2018,10,211.0
Samut Sakhon,2018,11,46.0
Samut Sakhon,2018,12,7.0
Samut Sakhon,2019,1,10.0
Samut Sakhon,2019,2,7.0
Samut Sakhon,2019,3,22.0
Samut Sakhon,2019,4,16.0
Samut Sakhon,2019,5,118.0
Samut Sakhon,2019,6,106.0
Samut Sakhon,2019,7,82.0
Samut Sakhon,2019,8,214.0
Samut Sakhon,2019,9,235.0
Samut Sakhon,2019,10,139.0
Samut Sakhon,2019,11,19.0
Samut Sakhon,2019,12,-2.0
Samut Sakhon,2020,1,1.0
Samut Sakhon,2020,2,1.0
Samut Sakhon,2020,3,16.0
Samut Sakhon,2020,4,43.0
Samut Sakhon,2020,5,82.0
Samut Sakhon,2020,6,109.0
Samut Sakhon,2020,7,139.0
Samut Sakhon,2020,8,142.0
Samut Sakhon,2020,9,208.0
Samut Sakhon,2020,10,310.0
Samut Sakhon,2020,11,37.0
Samut Sakhon,2020,12,1.0
Samut Sakhon,2021,1,-2.0
Samut Sakhon,2021,2,7.0
Samut Sakhon,2021,3,13.0
Samut Sakhon,2021,4,154.0
Samut Sakhon,2021,5,91.0
Samut Sakhon,2021,6,64.0
Samut Sakhon,2021,7,181.0
Samut Sakhon,2021,8,130.0
Samut Sakhon,2021,9,340.0
Samut Sakhon,2021,10,214.0
Samut Sakhon,2021,11,58.0
Samut Sakhon,2021,12,1.0
Samut Sakhon,2022,1,4.0
Samut Sakhon,2022,2,40.0
Samut Sakhon,2022,3,70.0
Samut Sakhon,2022,4,34.0
Samut Sakhon,2022,5,235.0
Samut Sakhon,2022,6,67.0
Samut Sakhon,2022,7,172.0
Samut Sakhon,2022,8,166.0
Samut Sakhon,2022,9,265.0
Samut Sakhon,2022,10,220.0
Samut Sakhon,2022,11,133.0
Samut Sakhon,2022,12,1.0
Samut Sakhon,2023,1,1.0
Samut Sakhon,2023,2,31.0
Samut Sakhon,2023,3,4.0
Samut Sakhon,2023,4,25.0
Samut Sakhon,2023,5,82.0
Samut Sakhon,2023,6,106.0
Samut Sakhon,2023,7,145.0
Samut Sakhon,2023,8,76.0
Samut Sakhon,2023,9,235.0
Samut Sakhon,2023,10,220.0
Samut Sakhon,2023,11,61.0
Samut Sakhon,2023,12,7.0
Samut Songkhram,2003,1,-2.0
Samut Songkhram,2003,2,4.0
Samut Songkhram,2003,3,88.0
Samut Songkhram,2003,4,40.0
Samut Songkhram,2003,5,106.0
Samut Songkhram,2003,6,127.0
Samut Songkhram,2003,7,172.0
Samut Songkhram,2003,8,88.0
Samut Songkhram,2003,9,169.0
Samut Songkhram,2003,10,163.0
Samut Songkhram,2003,11,-2.0
Samut Songkhram,2003,12,-2.0
Samut Songkhram,2004,1,13.0
Samut Songkhram,2004,2,13.0
Samut Songkhram,2004,3,4.0
Samut Songkhram,2004,4,34.0
Samut Songkhram,2004,5,118.0
Samut Songkhram,2004,6,97.0
Samut Songkhram,2004,7,79.0
Samut Songkhram,2004,8,88.0
Samut Songkhram,2004,9,151.0
Samut Songkhram,2004,10,73.0
Samut Songkhram,2004,11,13.0
Samut Songkhram,2004,12,-2.0
Samut Songkhram,2005,1,4.0
Samut Songkhram,2005,2,-2.0
Samut Songkhram,2005,3,31.0
Samut Songkhram,2005,4,64.0
Samut Songkhram,2005,5,118.0
Samut Songkhram,2005,6,79.0
Samut Songkhram,2005,7,82.0
Samut Songkhram,2005,8,76.0
Samut Songkhram,2005,9,235.0
Samut Songkhram,2005,10,223.0
Samut Songkhram,2005,11,145.0
Samut Songkhram,2005,12,7.0
Samut Songkhram,2006,1,1.0
Samut Songkhram,2006,2,7.0
Samut Songkhram,2006,3,49.0
Samut Songkhram,2006,4,64.0
Samut Songkhram,2006,5,139.0
Samut Songkhram,2006,6,100.0
Samut Songkhram,2006,7,91.0
Samut Songkhram,2006,8,73.0
Samut Songkhram,2006,9,211.0
Samut Songkhram,2006,10,175.0
Samut Songkhram,2006,11,37.0
Samut Songkhram,2006,12,1.0
Samut Songkhram,2007,1,4.0
Samut Songkhram,2007,2,-2.0
Samut Songkhram,2007,3,10.0
Samut Songkhram,2007,4,100.0
Samut Songkhram,2007,5,202.0
Samut Songkhram,2007,6,118.0
Samut Songkhram,2007,7,130.0
Samut Songkhram,2007,8,67.0
Samut Songkhram,2007,9,133.0
Samut Songkhram,2007,10,145.0
Samut Songkhram,2007,11,28.0
Samut Songkhram,2007,12,-2.0
Samut Songkhram,2008,1,4.0
Samut Songkhram,2008,2,10.0
Samut Songkhram,2008,3,16.0
Samut Songkhram,2008,4,67.0
Samut Songkhram,2008,5,109.0
Samut Songkhram,2008,6,118.0
Samut Songkhram,2008,7,133.0
Samut Songkhram,2008,8,79.0
Samut Songkhram,2008,9,169.0
Samut Songkhram,2008,10,220.0
Samut Songkhram,2008,11,64.0
Samut Songkhram,2008,12,-2.0
Samut Songkhram,2009,1,-2.0
Samut Songkhram,2009,2,-2.0
Samut Songkhram,2009,3,37.0
Samut Songkhram,2009,4,61.0
Samut Songkhram,2009,5,160.0
Samut Songkhram,2009,6,115.0
Samut Songkhram,2009,7,103.0
Samut Songkhram,2009,8,130.0
Samut Songkhram,2009,9,196.0
Samut Songkhram,2009,10,184.0
Samut Songkhram,2009,11,37.0
Samut Songkhram,2009,12,1.0
Samut Songkhram,2010,1,7.0
Samut Songkhram,2010,2,1.0
Samut Songkhram,2010,3,10.0
Samut Songkhram,2010,4,22.0
Samut Songkhram,2010,5,91.0
Samut Songkhram,2010,6,118.0
Samut Songkhram,2010,7,139.0
Samut Songkhram,2010,8,184.0
Samut Songkhram,2010,9,202.0
Samut Songkhram,2010,10,277.0
Samut Songkhram,2010,11,13.0
Samut Songkhram,2010,12,4.0
Samut Songkhram,2011,1,-2.0
Samut Songkhram,2011,2,4.0
Samut Songkhram,2011,3,94.0
Samut Songkhram,2011,4,70.0
Samut Songkhram,2011,5,142.0
Samut Songkhram,2011,6,151.0
Samut Songkhram,2011,7,199.0
Samut Songkhram,2011,8,133.0
Samut Songkhram,2011,9,142.0
Samut Songkhram,2011,10,229.0
Samut Songkhram,2011,11,22.0
Samut Songkhram,2011,12,1.0
Samut Songkhram,2012,1,10.0
Samut Songkhram,2012,2,7.0
Samut Songkhram,2012,3,25.0
Samut Songkhram,2012,4,31.0
Samut Songkhram,2012,5,97.0
Samut Songkhram,2012,6,55.0
Samut Songkhram,2012,7,121.0
Samut Songkhram,2012,8,73.0
Samut Songkhram,2012,9,256.0
Samut Songkhram,2012,10,184.0
Samut Songkhram,2012,11,154.0
Samut Songkhram,2012,12,1.0
Samut Songkhram,2013,1,10.0
Samut Songkhram,2013,2,1.0
Samut Songkhram,2013,3,31.0
Samut Songkhram,2013,4,58.0
Samut Songkhram,2013,5,70.0
Samut Songkhram,2013,6,109.0
Samut Songkhram,2013,7,109.0
Samut Songkhram,2013,8,130.0
Samut Songkhram,2013,9,241.0
Samut Songkhram,2013,10,304.0
Samut Songkhram,2013,11,121.0
Samut Songkhram,2013,12,-2.0
Samut Songkhram,2014,1,-2.0
Samut Songkhram,2014,2,1.0
Samut Songkhram,2014,3,31.0
Samut Songkhram,2014,4,13.0
Samut Songkhram,2014,5,61.0
Samut Songkhram,2014,6,94.0
Samut Songkhram,2014,7,76.0
Samut Songkhram,2014,8,121.0
Samut Songkhram,2014,9,133.0
Samut Songkhram,2014,10,205.0
Samut Songkhram,2014,11,58.0
Samut Songkhram,2014,12,7.0
Samut Songkhram,2015,1,1.0
Samut Songkhram,2015,2,4.0
Samut Songkhram,2015,3,31.0
Samut Songkhram,2015,4,58.0
Samut Songkhram,2015,5,46.0
Samut Songkhram,2015,6,88.0
Samut Songkhram,2015,7,97.0
Samut Songkhram,2015,8,109.0
Samut Songkhram,2015,9,253.0
Samut Songkhram,2015,10,205.0
Samut Songkhram,2015,11,79.0
Samut Songkhram,2015,12,10.0
Samut Songkhram,2016,1,4.0
Samut Songkhram,2016,2,-2.0
Samut Songkhram,2016,3,25.0
Samut Songkhram,2016,4,19.0
Samut Songkhram,2016,5,67.0
Samut Songkhram,2016,6,82.0
Samut Songkhram,2016,7,127.0
Samut Songkhram,2016,8,91.0
Samut Songkhram,2016,9,187.0
Samut Songkhram,2016,10,310.0
Samut Songkhram,2016,11,142.0
Samut Songkhram,2016,12,1.0
Samut Songkhram,2017,1,16.0
Samut Songkhram,2017,2,4.0
Samut Songkhram,2017,3,49.0
Samut Songkhram,2017,4,31.0
Samut Songkhram,2017,5,265.0
Samut Songkhram,2017,6,109.0
Samut Songkhram,2017,7,136.0
Samut Songkhram,2017,8,124.0
Samut Songkhram,2017,9,196.0
Samut Songkhram,2017,10,205.0
Samut Songkhram,2017,11,88.0
Samut Songkhram,2017,12,10.0
Samut Songkhram,2018,1,7.0
Samut Songkhram,2018,2,7.0
Samut Songkhram,2018,3,34.0
Samut Songkhram,2018,4,103.0
Samut Songkhram,2018,5,79.0
Samut Songkhram,2018,6,76.0
Samut Songkhram,2018,7,118.0
Samut Songkhram,2018,8,127.0
Samut Songkhram,2018,9,139.0
Samut Songkhram,2018,10,211.0
Samut Songkhram,2018,11,67.0
Samut Songkhram,2018,12,4.0
Samut Songkhram,2019,1,10.0
Samut Songkhram,2019,2,4.0
Samut Songkhram,2019,3,13.0
Samut Songkhram,2019,4,19.0
Samut Songkhram,2019,5,97.0
Samut Songkhram,2019,6,118.0
Samut Songkhram,2019,7,70.0
Samut Songkhram,2019,8,199.0
Samut Songkhram,2019,9,184.0
Samut Songkhram,2019,10,127.0
Samut Songkhram,2019,11,31.0
Samut Songkhram,2019,12,-2.0
Samut Songkhram,2020,1,1.0
Samut Songkhram,2020,2,1.0
Samut Songkhram,2020,3,7.0
Samut Songkhram,2020,4,40.0
Samut Songkhram,2020,5,85.0
Samut Songkhram,2020,6,100.0
Samut Songkhram,2020,7,112.0
Samut Songkhram,2020,8,112.0
Samut Songkhram,2020,9,178.0
Samut Songkhram,2020,10,313.0
Samut Songkhram,2020,11,34.0
Samut Songkhram,2020,12,1.0
Samut Songkhram,2021,1,-2.0
Samut Songkhram,2021,2,4.0
Samut Songkhram,2021,3,10.0
Samut Songkhram,2021,4,127.0
Samut Songkhram,2021,5,64.0
Samut Songkhram,2021,6,70.0
Samut Songkhram,2021,7,148.0
Samut Songkhram,2021,8,106.0
Samut Songkhram,2021,9,283.0
Samut Songkhram,2021,10,202.0
Samut Songkhram,2021,11,100.0
Samut Songkhram,2021,12,1.0
Samut Songkhram,2022,1,1.0
Samut Songkhram,2022,2,31.0
Samut Songkhram,2022,3,49.0
Samut Songkhram,2022,4,25.0
Samut Songkhram,2022,5,220.0
Samut Songkhram,2022,6,67.0
Samut Songkhram,2022,7,154.0
Samut Songkhram,2022,8,121.0
Samut Songkhram,2022,9,181.0
Samut Songkhram,2022,10,340.0
Samut Songkhram,2022,11,163.0
Samut Songkhram,2022,12,1.0
Samut Songkhram,2023,1,1.0
Samut Songkhram,2023,2,22.0
Samut Songkhram,2023,3,4.0
Samut Songkhram,2023,4,16.0
Samut Songkhram,2023,5,49.0
Samut Songkhram,2023,6,94.0
Samut Songkhram,2023,7,127.0
Samut Songkhram,2023,8,67.0
Samut Songkhram,2023,9,196.0
Samut Songkhram,2023,10,244.0
Samut Songkhram,2023,11,73.0
Samut Songkhram,2023,12,7.0
Saraburi,2003,1,-2.0
Saraburi,2003,2,13.0
Saraburi,2003,3,115.0
Saraburi,2003,4,40.0
Saraburi,2003,5,118.0
Saraburi,2003,6,166.0
Saraburi,2003,7,145.0
Saraburi,2003,8,172.0
Saraburi,2003,9,235.0
Saraburi,2003,10,109.0
Saraburi,2003,11,-2.0
Saraburi,2003,12,-2.0
Saraburi,2004,1,22.0
Saraburi,2004,2,34.0
Saraburi,2004,3,7.0
Saraburi,2004,4,52.0
Saraburi,2004,5,118.0
Saraburi,2004,6,139.0
Saraburi,2004,7,151.0
Saraburi,2004,8,145.0
Saraburi,2004,9,199.0
Saraburi,2004,10,37.0
Saraburi,2004,11,4.0
Saraburi,2004,12,-2.0
Saraburi,2005,1,4.0
Saraburi,2005,2,1.0
Saraburi,2005,3,43.0
Saraburi,2005,4,118.0
Saraburi,2005,5,139.0
Saraburi,2005,6,112.0
Saraburi,2005,7,115.0
Saraburi,2005,8,133.0
Saraburi,2005,9,313.0
Saraburi,2005,10,109.0
Saraburi,2005,11,103.0
Saraburi,2005,12,4.0
Saraburi,2006,1,-2.0
Saraburi,2006,2,16.0
Saraburi,2006,3,79.0
Saraburi,2006,4,121.0
Saraburi,2006,5,166.0
Saraburi,2006,6,121.0
Saraburi,2006,7,94.0
Saraburi,2006,8,97.0
Saraburi,2006,9,259.0
Saraburi,2006,10,178.0
Saraburi,2006,11,10.0
Saraburi,2006,12,-2.0
Saraburi,2007,1,1.0
Saraburi,2007,2,1.0
Saraburi,2007,3,25.0
Saraburi,2007,4,124.0
Saraburi,2007,5,259.0
Saraburi,2007,6,145.0
Saraburi,2007,7,130.0
Saraburi,2007,8,121.0
Saraburi,2007,9,187.0
Saraburi,2007,10,157.0
Saraburi,2007,11,4.0
Saraburi,2007,12,-2.0
Saraburi,2008,1,4.0
Saraburi,2008,2,13.0
Saraburi,2008,3,16.0
Saraburi,2008,4,151.0
Saraburi,2008,5,187.0
Saraburi,2008,6,136.0
Saraburi,2008,7,127.0
Saraburi,2008,8,175.0
Saraburi,2008,9,319.0
Saraburi,2008,10,178.0
Saraburi,2008,11,31.0
Saraburi,2008,12,-2.0
Saraburi,2009,1,-2.0
Saraburi,2009,2,4.0
Saraburi,2009,3,82.0
Saraburi,2009,4,115.0
Saraburi,2009,5,217.0
Saraburi,2009,6,118.0
Saraburi,2009,7,130.0
Saraburi,2009,8,214.0
Saraburi,2009,9,241.0
Saraburi,2009,10,160.0
Saraburi,2009,11,13.0
Saraburi,2009,12,1.0
Saraburi,2010,1,13.0
Saraburi,2010,2,7.0
Saraburi,2010,3,16.0
Saraburi,2010,4,37.0
Saraburi,2010,5,121.0
Saraburi,2010,6,157.0
Saraburi,2010,7,163.0
Saraburi,2010,8,256.0
Saraburi,2010,9,274.0
Saraburi,2010,10,223.0
Saraburi,2010,11,1.0
Saraburi,2010,12,4.0
Saraburi,2011,1,-2.0
Saraburi,2011,2,16.0
Saraburi,2011,3,112.0
Saraburi,2011,4,175.0
Saraburi,2011,5,190.0
Saraburi,2011,6,166.0
Saraburi,2011,7,250.0
Saraburi,2011,8,238.0
Saraburi,2011,9,220.0
Saraburi,2011,10,211.0
Saraburi,2011,11,13.0
Saraburi,2011,12,-2.0
Saraburi,2012,1,16.0
Saraburi,2012,2,10.0
Saraburi,2012,3,46.0
Saraburi,2012,4,88.0
Saraburi,2012,5,142.0
Saraburi,2012,6,88.0
Saraburi,2012,7,127.0
Saraburi,2012,8,121.0
Saraburi,2012,9,310.0
Saraburi,2012,10,130.0
Saraburi,2012,11,67.0
Saraburi,2012,12,1.0
Saraburi,2013,1,16.0
Saraburi,2013,2,4.0
Saraburi,2013,3,49.0
Saraburi,2013,4,76.0
Saraburi,2013,5,91.0
Saraburi,2013,6,136.0
Saraburi,2013,7,175.0
Saraburi,2013,8,220.0
Saraburi,2013,9,310.0
Saraburi,2013,10,235.0
Saraburi,2013,11,34.0
Saraburi,2013,12,1.0
Saraburi,2014,1,-2.0
Saraburi,2014,2,1.0
Saraburi,2014,3,55.0
Saraburi,2014,4,52.0
Saraburi,2014,5,121.0
Saraburi,2014,6,109.0
Saraburi,2014,7,103.0
Saraburi,2014,8,250.0
Saraburi,2014,9,211.0
Saraburi,2014,10,124.0
Saraburi,2014,11,22.0
Saraburi,2014,12,4.0
Saraburi,2015,1,4.0
Saraburi,2015,2,16.0
Saraburi,2015,3,55.0
Saraburi,2015,4,46.0
Saraburi,2015,5,58.0
Saraburi,2015,6,88.0
Saraburi,2015,7,148.0
Saraburi,2015,8,199.0
Saraburi,2015,9,262.0
Saraburi,2015,10,151.0
Saraburi,2015,11,31.0
Saraburi,2015,12,7.0
Saraburi,2016,1,10.0
Saraburi,2016,2,-2.0
Saraburi,2016,3,19.0
Saraburi,2016,4,28.0
Saraburi,2016,5,115.0
Saraburi,2016,6,115.0
Saraburi,2016,7,127.0
Saraburi,2016,8,172.0
Saraburi,2016,9,247.0
Saraburi,2016,10,226.0
Saraburi,2016,11,94.0
Saraburi,2016,12,1.0
Saraburi,2017,1,25.0
Saraburi,2017,2,16.0
Saraburi,2017,3,91.0
Saraburi,2017,4,67.0
Saraburi,2017,5,313.0
Saraburi,2017,6,187.0
Saraburi,2017,7,130.0
Saraburi,2017,8,238.0
Saraburi,2017,9,280.0
Saraburi,2017,10,193.0
Saraburi,2017,11,31.0
Saraburi,2017,12,13.0
Saraburi,2018,1,10.0
Saraburi,2018,2,22.0
Saraburi,2018,3,52.0
Saraburi,2018,4,163.0
Saraburi,2018,5,127.0
Saraburi,2018,6,109.0
Saraburi,2018,7,139.0
Saraburi,2018,8,166.0
Saraburi,2018,9,178.0
Saraburi,2018,10,121.0
Saraburi,2018,11,22.0
Saraburi,2018,12,4.0
Saraburi,2019,1,7.0
Saraburi,2019,2,19.0
Saraburi,2019,3,25.0
Saraburi,2019,4,67.0
Saraburi,2019,5,127.0
Saraburi,2019,6,121.0
Saraburi,2019,7,103.0
Saraburi,2019,8,268.0
Saraburi,2019,9,214.0
Saraburi,2019,10,79.0
Saraburi,2019,11,19.0
Saraburi,2019,12,-2.0
Saraburi,2020,1,1.0
Saraburi,2020,2,1.0
Saraburi,2020,3,43.0
Saraburi,2020,4,46.0
Saraburi,2020,5,85.0
Saraburi,2020,6,115.0
Saraburi,2020,7,112.0
Saraburi,2020,8,157.0
Saraburi,2020,9,274.0
Saraburi,2020,10,265.0
Saraburi,2020,11,25.0
Saraburi,2020,12,1.0
Saraburi,2021,1,-2.0
Saraburi,2021,2,4.0
Saraburi,2021,3,31.0
Saraburi,2021,4,211.0
Saraburi,2021,5,118.0
Saraburi,2021,6,79.0
Saraburi,2021,7,160.0
Saraburi,2021,8,208.0
Saraburi,2021,9,328.0
Saraburi,2021,10,250.0
Saraburi,2021,11,49.0
Saraburi,2021,12,1.0
Saraburi,2022,1,7.0
Saraburi,2022,2,40.0
Saraburi,2022,3,88.0
Saraburi,2022,4,76.0
Saraburi,2022,5,187.0
Saraburi,2022,6,82.0
Saraburi,2022,7,160.0
Saraburi,2022,8,187.0
Saraburi,2022,9,307.0
Saraburi,2022,10,94.0
Saraburi,2022,11,79.0
Saraburi,2022,12,-2.0
Saraburi,2023,1,1.0
Saraburi,2023,2,7.0
Saraburi,2023,3,4.0
Saraburi,2023,4,43.0
Saraburi,2023,5,166.0
Saraburi,2023,6,100.0
Saraburi,2023,7,118.0
Saraburi,2023,8,112.0
Saraburi,2023,9,295.0
Saraburi,2023,10,148.0
Saraburi,2023,11,37.0
Saraburi,2023,12,1.0
Satun,2003,1,43.0
Satun,2003,2,22.0
Satun,2003,3,148.0
Satun,2003,4,55.0
Satun,2003,5,151.0
Satun,2003,6,199.0
Satun,2003,7,211.0
Satun,2003,8,226.0
Satun,2003,9,253.0
Satun,2003,10,439.0
Satun,2003,11,226.0
Satun,2003,12,124.0
Satun,2004,1,28.0
Satun,2004,2,34.0
Satun,2004,3,61.0
Satun,2004,4,61.0
Satun,2004,5,142.0
Satun,2004,6,211.0
Satun,2004,7,199.0
Satun,2004,8,154.0
Satun,2004,9,346.0
Satun,2004,10,244.0
Satun,2004,11,148.0
Satun,2004,12,79.0
Satun,2005,1,28.0
Satun,2005,2,16.0
Satun,2005,3,55.0
Satun,2005,4,40.0
Satun,2005,5,259.0
Satun,2005,6,178.0
Satun,2005,7,157.0
Satun,2005,8,148.0
Satun,2005,9,208.0
Satun,2005,10,277.0
Satun,2005,11,295.0
Satun,2005,12,193.0
Satun,2006,1,64.0
Satun,2006,2,58.0
Satun,2006,3,136.0
Satun,2006,4,151.0
Satun,2006,5,295.0
Satun,2006,6,289.0
Satun,2006,7,142.0
Satun,2006,8,151.0
Satun,2006,9,208.0
Satun,2006,10,184.0
Satun,2006,11,142.0
Satun,2006,12,112.0
Satun,2007,1,133.0
Satun,2007,2,7.0
Satun,2007,3,142.0
Satun,2007,4,211.0
Satun,2007,5,232.0
Satun,2007,6,193.0
Satun,2007,7,205.0
Satun,2007,8,178.0
Satun,2007,9,304.0
Satun,2007,10,325.0
Satun,2007,11,166.0
Satun,2007,12,109.0
Satun,2008,1,94.0
Satun,2008,2,58.0
Satun,2008,3,91.0
Satun,2008,4,172.0
Satun,2008,5,202.0
Satun,2008,6,262.0
Satun,2008,7,205.0
Satun,2008,8,220.0
Satun,2008,9,223.0
Satun,2008,10,463.0
Satun,2008,11,151.0
Satun,2008,12,103.0
Satun,2009,1,121.0
Satun,2009,2,25.0
Satun,2009,3,205.0
Satun,2009,4,250.0
Satun,2009,5,226.0
Satun,2009,6,70.0
Satun,2009,7,172.0
Satun,2009,8,247.0
Satun,2009,9,202.0
Satun,2009,10,229.0
Satun,2009,11,298.0
Satun,2009,12,106.0
Satun,2010,1,79.0
Satun,2010,2,22.0
Satun,2010,3,52.0
Satun,2010,4,100.0
Satun,2010,5,103.0
Satun,2010,6,304.0
Satun,2010,7,214.0
Satun,2010,8,166.0
Satun,2010,9,298.0
Satun,2010,10,277.0
Satun,2010,11,403.0
Satun,2010,12,259.0
Satun,2011,1,148.0
Satun,2011,2,16.0
Satun,2011,3,160.0
Satun,2011,4,118.0
Satun,2011,5,172.0
Satun,2011,6,202.0
Satun,2011,7,187.0
Satun,2011,8,310.0
Satun,2011,9,241.0
Satun,2011,10,364.0
Satun,2011,11,286.0
Satun,2011,12,226.0
Satun,2012,1,193.0
Satun,2012,2,70.0
Satun,2012,3,151.0
Satun,2012,4,310.0
Satun,2012,5,202.0
Satun,2012,6,109.0
Satun,2012,7,130.0
Satun,2012,8,250.0
Satun,2012,9,304.0
Satun,2012,10,205.0
Satun,2012,11,325.0
Satun,2012,12,166.0
Satun,2013,1,85.0
Satun,2013,2,94.0
Satun,2013,3,16.0
Satun,2013,4,304.0
Satun,2013,5,169.0
Satun,2013,6,193.0
Satun,2013,7,148.0
Satun,2013,8,262.0
Satun,2013,9,184.0
Satun,2013,10,403.0
Satun,2013,11,307.0
Satun,2013,12,55.0
Satun,2014,1,40.0
Satun,2014,2,1.0
Satun,2014,3,31.0
Satun,2014,4,94.0
Satun,2014,5,250.0
Satun,2014,6,184.0
Satun,2014,7,124.0
Satun,2014,8,298.0
Satun,2014,9,175.0
Satun,2014,10,235.0
Satun,2014,11,286.0
Satun,2014,12,232.0
Satun,2015,1,37.0
Satun,2015,2,13.0
Satun,2015,3,28.0
Satun,2015,4,202.0
Satun,2015,5,190.0
Satun,2015,6,154.0
Satun,2015,7,154.0
Satun,2015,8,343.0
Satun,2015,9,250.0
Satun,2015,10,214.0
Satun,2015,11,307.0
Satun,2015,12,142.0
Satun,2016,1,103.0
Satun,2016,2,55.0
Satun,2016,3,16.0
Satun,2016,4,13.0
Satun,2016,5,256.0
Satun,2016,6,172.0
Satun,2016,7,247.0
Satun,2016,8,169.0
Satun,2016,9,319.0
Satun,2016,10,259.0
Satun,2016,11,244.0
Satun,2016,12,211.0
Satun,2017,1,199.0
Satun,2017,2,34.0
Satun,2017,3,88.0
Satun,2017,4,190.0
Satun,2017,5,202.0
Satun,2017,6,109.0
Satun,2017,7,196.0
Satun,2017,8,238.0
Satun,2017,9,349.0
Satun,2017,10,211.0
Satun,2017,11,271.0
Satun,2017,12,184.0
Satun,2018,1,148.0
Satun,2018,2,52.0
Satun,2018,3,46.0
Satun,2018,4,118.0
Satun,2018,5,202.0
Satun,2018,6,256.0
Satun,2018,7,154.0
Satun,2018,8,139.0
Satun,2018,9,232.0
Satun,2018,10,310.0
Satun,2018,11,193.0
Satun,2018,12,208.0
Satun,2019,1,145.0
Satun,2019,2,13.0
Satun,2019,3,40.0
Satun,2019,4,94.0
Satun,2019,5,220.0
Satun,2019,6,199.0
Satun,2019,7,109.0
Satun,2019,8,205.0
Satun,2019,9,142.0
Satun,2019,10,271.0
Satun,2019,11,199.0
Satun,2019,12,55.0
