province,year,month,wettest_quarter_month
Amnat Charoen,2003,1,-2.0
Amnat Charoen,2003,2,28.0
Amnat Charoen,2003,3,49.0
Amnat Charoen,2003,4,61.0
Amnat Charoen,2003,5,217.0
Amnat Charoen,2003,6,202.0
Amnat Charoen,2003,7,172.0
Amnat Charoen,2003,8,337.0
Amnat Charoen,2003,9,394.0
Amnat Charoen,2003,10,25.0
Amnat Charoen,2003,11,-2.0
Amnat Charoen,2003,12,-2.0
Amnat Charoen,2004,1,4.0
Amnat Charoen,2004,2,40.0
Amnat Charoen,2004,3,31.0
Amnat Charoen,2004,4,67.0
Amnat Charoen,2004,5,226.0
Amnat Charoen,2004,6,250.0
Amnat Charoen,2004,7,391.0
Amnat Charoen,2004,8,316.0
Amnat Charoen,2004,9,220.0
Amnat Charoen,2004,10,1.0
Amnat Charoen,2004,11,1.0
Amnat Charoen,2004,12,-2.0
Amnat Charoen,2005,1,-2.0
Amnat Charoen,2005,2,-2.0
Amnat Charoen,2005,3,34.0
Amnat Charoen,2005,4,46.0
Amnat Charoen,2005,5,208.0
Amnat Charoen,2005,6,202.0
Amnat Charoen,2005,7,385.0
Amnat Charoen,2005,8,313.0
Amnat Charoen,2005,9,313.0
Amnat Charoen,2005,10,22.0
Amnat Charoen,2005,11,25.0
Amnat Charoen,2005,12,1.0
Amnat Charoen,2006,1,-2.0
Amnat Charoen,2006,2,10.0
Amnat Charoen,2006,3,43.0
Amnat Charoen,2006,4,103.0
Amnat Charoen,2006,5,184.0
Amnat Charoen,2006,6,172.0
Amnat Charoen,2006,7,391.0
Amnat Charoen,2006,8,343.0
Amnat Charoen,2006,9,136.0
Amnat Charoen,2006,10,208.0
Amnat Charoen,2006,11,19.0
Amnat Charoen,2006,12,-2.0
Amnat Charoen,2007,1,-2.0
Amnat Charoen,2007,2,10.0
Amnat Charoen,2007,3,55.0
Amnat Charoen,2007,4,37.0
Amnat Charoen,2007,5,265.0
Amnat Charoen,2007,6,193.0
Amnat Charoen,2007,7,217.0
Amnat Charoen,2007,8,358.0
Amnat Charoen,2007,9,217.0
Amnat Charoen,2007,10,253.0
Amnat Charoen,2007,11,7.0
Amnat Charoen,2007,12,-2.0
Amnat Charoen,2008,1,1.0
Amnat Charoen,2008,2,1.0
Amnat Charoen,2008,3,55.0
Amnat Charoen,2008,4,67.0
Amnat Charoen,2008,5,262.0
Amnat Charoen,2008,6,250.0
Amnat Charoen,2008,7,184.0
Amnat Charoen,2008,8,220.0
Amnat Charoen,2008,9,322.0
Amnat Charoen,2008,10,91.0
Amnat Charoen,2008,11,43.0
Amnat Charoen,2008,12,1.0
Amnat Charoen,2009,1,-2.0
Amnat Charoen,2009,2,1.0
Amnat Charoen,2009,3,58.0
Amnat Charoen,2009,4,97.0
Amnat Charoen,2009,5,262.0
Amnat Charoen,2009,6,178.0
Amnat Charoen,2009,7,325.0
Amnat Charoen,2009,8,235.0
Amnat Charoen,2009,9,262.0
Amnat Charoen,2009,10,46.0
Amnat Charoen,2009,11,4.0
Amnat Charoen,2009,12,-2.0
Amnat Charoen,2010,1,7.0
Amnat Charoen,2010,2,10.0
Amnat Charoen,2010,3,7.0
Amnat Charoen,2010,4,58.0
Amnat Charoen,2010,5,166.0
Amnat Charoen,2010,6,169.0
Amnat Charoen,2010,7,199.0
Amnat Charoen,2010,8,442.0
Amnat Charoen,2010,9,217.0
Amnat Charoen,2010,10,136.0
Amnat Charoen,2010,11,-2.0
Amnat Charoen,2010,12,-2.0
Amnat Charoen,2011,1,-2.0
Amnat Charoen,2011,2,7.0
Amnat Charoen,2011,3,16.0
Amnat Charoen,2011,4,100.0
Amnat Charoen,2011,5,208.0
Amnat Charoen,2011,6,205.0
Amnat Charoen,2011,7,292.0
Amnat Charoen,2011,8,394.0
Amnat Charoen,2011,9,376.0
Amnat Charoen,2011,10,166.0
Amnat Charoen,2011,11,7.0
Amnat Charoen,2011,12,-2.0
Amnat Charoen,2012,1,4.0
Amnat Charoen,2012,2,-2.0
Amnat Charoen,2012,3,22.0
Amnat Charoen,2012,4,52.0
Amnat Charoen,2012,5,214.0
Amnat Charoen,2012,6,172.0
Amnat Charoen,2012,7,172.0
Amnat Charoen,2012,8,205.0
Amnat Charoen,2012,9,265.0
Amnat Charoen,2012,10,85.0
Amnat Charoen,2012,11,61.0
Amnat Charoen,2012,12,-2.0
Amnat Charoen,2013,1,7.0
Amnat Charoen,2013,2,25.0
Amnat Charoen,2013,3,34.0
Amnat Charoen,2013,4,34.0
Amnat Charoen,2013,5,67.0
Amnat Charoen,2013,6,133.0
Amnat Charoen,2013,7,325.0
Amnat Charoen,2013,8,175.0
Amnat Charoen,2013,9,316.0
Amnat Charoen,2013,10,112.0
Amnat Charoen,2013,11,-2.0
Amnat Charoen,2013,12,7.0
Amnat Charoen,2014,1,-2.0
Amnat Charoen,2014,2,-2.0
Amnat Charoen,2014,3,25.0
Amnat Charoen,2014,4,79.0
Amnat Charoen,2014,5,88.0
Amnat Charoen,2014,6,262.0
Amnat Charoen,2014,7,328.0
Amnat Charoen,2014,8,310.0
Amnat Charoen,2014,9,172.0
Amnat Charoen,2014,10,31.0
Amnat Charoen,2014,11,7.0
Amnat Charoen,2014,12,-2.0
Amnat Charoen,2015,1,-2.0
Amnat Charoen,2015,2,16.0
Amnat Charoen,2015,3,31.0
Amnat Charoen,2015,4,22.0
Amnat Charoen,2015,5,76.0
Amnat Charoen,2015,6,130.0
Amnat Charoen,2015,7,247.0
Amnat Charoen,2015,8,238.0
Amnat Charoen,2015,9,217.0
Amnat Charoen,2015,10,88.0
Amnat Charoen,2015,11,7.0
Amnat Charoen,2015,12,-2.0
Amnat Charoen,2016,1,7.0
Amnat Charoen,2016,2,-2.0
Amnat Charoen,2016,3,16.0
Amnat Charoen,2016,4,28.0
Amnat Charoen,2016,5,172.0
Amnat Charoen,2016,6,163.0
Amnat Charoen,2016,7,190.0
Amnat Charoen,2016,8,151.0
Amnat Charoen,2016,9,340.0
Amnat Charoen,2016,10,70.0
Amnat Charoen,2016,11,31.0
Amnat Charoen,2016,12,1.0
Amnat Charoen,2017,1,-2.0
Amnat Charoen,2017,2,4.0
Amnat Charoen,2017,3,64.0
Amnat Charoen,2017,4,100.0
Amnat Charoen,2017,5,256.0
Amnat Charoen,2017,6,256.0
Amnat Charoen,2017,7,469.0
Amnat Charoen,2017,8,268.0
Amnat Charoen,2017,9,208.0
Amnat Charoen,2017,10,106.0
Amnat Charoen,2017,11,22.0
Amnat Charoen,2017,12,1.0
Amnat Charoen,2018,1,-2.0
Amnat Charoen,2018,2,7.0
Amnat Charoen,2018,3,76.0
Amnat Charoen,2018,4,106.0
Amnat Charoen,2018,5,160.0
Amnat Charoen,2018,6,244.0
Amnat Charoen,2018,7,274.0
Amnat Charoen,2018,8,325.0
Amnat Charoen,2018,9,193.0
Amnat Charoen,2018,10,52.0
Amnat Charoen,2018,11,7.0
Amnat Charoen,2018,12,1.0
Amnat Charoen,2019,1,-2.0
Amnat Charoen,2019,2,4.0
Amnat Charoen,2019,3,13.0
Amnat Charoen,2019,4,58.0
Amnat Charoen,2019,5,211.0
Amnat Charoen,2019,6,103.0
Amnat Charoen,2019,7,211.0
Amnat Charoen,2019,8,553.0
Amnat Charoen,2019,9,388.0
Amnat Charoen,2019,10,37.0
Amnat Charoen,2019,11,7.0
Amnat Charoen,2019,12,-2.0
Amnat Charoen,2020,1,4.0
Amnat Charoen,2020,2,-2.0
Amnat Charoen,2020,3,22.0
Amnat Charoen,2020,4,43.0
Amnat Charoen,2020,5,160.0
Amnat Charoen,2020,6,97.0
Amnat Charoen,2020,7,151.0
Amnat Charoen,2020,8,310.0
Amnat Charoen,2020,9,304.0
Amnat Charoen,2020,10,343.0
Amnat Charoen,2020,11,10.0
Amnat Charoen,2020,12,-2.0
Amnat Charoen,2021,1,-2.0
Amnat Charoen,2021,2,10.0
Amnat Charoen,2021,3,13.0
Amnat Charoen,2021,4,91.0
Amnat Charoen,2021,5,109.0
Amnat Charoen,2021,6,160.0
Amnat Charoen,2021,7,307.0
Amnat Charoen,2021,8,142.0
Amnat Charoen,2021,9,379.0
Amnat Charoen,2021,10,187.0
Amnat Charoen,2021,11,1.0
Amnat Charoen,2021,12,-2.0
Amnat Charoen,2022,1,1.0
Amnat Charoen,2022,2,22.0
Amnat Charoen,2022,3,67.0
Amnat Charoen,2022,4,109.0
Amnat Charoen,2022,5,298.0
Amnat Charoen,2022,6,145.0
Amnat Charoen,2022,7,274.0
Amnat Charoen,2022,8,304.0
Amnat Charoen,2022,9,367.0
Amnat Charoen,2022,10,118.0
Amnat Charoen,2022,11,28.0
Amnat Charoen,2022,12,-2.0
Amnat Charoen,2023,1,16.0
Amnat Charoen,2023,2,4.0
Amnat Charoen,2023,3,4.0
Amnat Charoen,2023,4,31.0
Amnat Charoen,2023,5,160.0
Amnat Charoen,2023,6,211.0
Amnat Charoen,2023,7,283.0
Amnat Charoen,2023,8,253.0
Amnat Charoen,2023,9,385.0
Amnat Charoen,2023,10,115.0
Amnat Charoen,2023,11,7.0
Amnat Charoen,2023,12,-2.0
Ang Thong,2003,1,-2.0
Ang Thong,2003,2,10.0
Ang Thong,2003,3,76.0
Ang Thong,2003,4,31.0
Ang Thong,2003,5,97.0
Ang Thong,2003,6,136.0
Ang Thong,2003,7,127.0
Ang Thong,2003,8,112.0
Ang Thong,2003,9,223.0
Ang Thong,2003,10,112.0
Ang Thong,2003,11,-2.0
Ang Thong,2003,12,-2.0
Ang Thong,2004,1,16.0
Ang Thong,2004,2,22.0
Ang Thong,2004,3,4.0
Ang Thong,2004,4,37.0
Ang Thong,2004,5,79.0
Ang Thong,2004,6,91.0
Ang Thong,2004,7,115.0
Ang Thong,2004,8,103.0
Ang Thong,2004,9,187.0
Ang Thong,2004,10,37.0
Ang Thong,2004,11,7.0
Ang Thong,2004,12,-2.0
Ang Thong,2005,1,1.0
Ang Thong,2005,2,-2.0
Ang Thong,2005,3,34.0
Ang Thong,2005,4,88.0
Ang Thong,2005,5,115.0
Ang Thong,2005,6,88.0
Ang Thong,2005,7,85.0
Ang Thong,2005,8,100.0
Ang Thong,2005,9,286.0
Ang Thong,2005,10,124.0
Ang Thong,2005,11,112.0
Ang Thong,2005,12,7.0
Ang Thong,2006,1,-2.0
Ang Thong,2006,2,22.0
Ang Thong,2006,3,43.0
Ang Thong,2006,4,85.0
Ang Thong,2006,5,142.0
Ang Thong,2006,6,100.0
Ang Thong,2006,7,70.0
Ang Thong,2006,8,61.0
Ang Thong,2006,9,241.0
Ang Thong,2006,10,169.0
Ang Thong,2006,11,13.0
Ang Thong,2006,12,-2.0
Ang Thong,2007,1,4.0
Ang Thong,2007,2,-2.0
Ang Thong,2007,3,7.0
Ang Thong,2007,4,94.0
Ang Thong,2007,5,220.0
Ang Thong,2007,6,112.0
Ang Thong,2007,7,103.0
Ang Thong,2007,8,64.0
Ang Thong,2007,9,142.0
Ang Thong,2007,10,148.0
Ang Thong,2007,11,7.0
Ang Thong,2007,12,1.0
Ang Thong,2008,1,4.0
Ang Thong,2008,2,10.0
Ang Thong,2008,3,10.0
Ang Thong,2008,4,100.0
Ang Thong,2008,5,145.0
Ang Thong,2008,6,109.0
Ang Thong,2008,7,103.0
Ang Thong,2008,8,109.0
Ang Thong,2008,9,259.0
Ang Thong,2008,10,190.0
Ang Thong,2008,11,40.0
Ang Thong,2008,12,-2.0
Ang Thong,2009,1,-2.0
Ang Thong,2009,2,1.0
Ang Thong,2009,3,40.0
Ang Thong,2009,4,73.0
Ang Thong,2009,5,172.0
Ang Thong,2009,6,97.0
Ang Thong,2009,7,97.0
Ang Thong,2009,8,145.0
Ang Thong,2009,9,193.0
Ang Thong,2009,10,187.0
Ang Thong,2009,11,13.0
Ang Thong,2009,12,1.0
Ang Thong,2010,1,7.0
Ang Thong,2010,2,4.0
Ang Thong,2010,3,4.0
Ang Thong,2010,4,22.0
Ang Thong,2010,5,94.0
Ang Thong,2010,6,127.0
Ang Thong,2010,7,121.0
Ang Thong,2010,8,169.0
Ang Thong,2010,9,238.0
Ang Thong,2010,10,220.0
Ang Thong,2010,11,1.0
Ang Thong,2010,12,7.0
Ang Thong,2011,1,-2.0
Ang Thong,2011,2,13.0
Ang Thong,2011,3,79.0
Ang Thong,2011,4,121.0
Ang Thong,2011,5,175.0
Ang Thong,2011,6,136.0
Ang Thong,2011,7,187.0
Ang Thong,2011,8,172.0
Ang Thong,2011,9,190.0
Ang Thong,2011,10,205.0
Ang Thong,2011,11,16.0
Ang Thong,2011,12,1.0
Ang Thong,2012,1,13.0
Ang Thong,2012,2,10.0
Ang Thong,2012,3,22.0
Ang Thong,2012,4,55.0
Ang Thong,2012,5,115.0
Ang Thong,2012,6,61.0
Ang Thong,2012,7,103.0
Ang Thong,2012,8,85.0
Ang Thong,2012,9,295.0
Ang Thong,2012,10,139.0
Ang Thong,2012,11,76.0
Ang Thong,2012,12,1.0
Ang Thong,2013,1,13.0
Ang Thong,2013,2,1.0
Ang Thong,2013,3,31.0
Ang Thong,2013,4,58.0
Ang Thong,2013,5,82.0
Ang Thong,2013,6,106.0
Ang Thong,2013,7,118.0
Ang Thong,2013,8,151.0
Ang Thong,2013,9,274.0
Ang Thong,2013,10,220.0
Ang Thong,2013,11,43.0
Ang Thong,2013,12,1.0
Ang Thong,2014,1,-2.0
Ang Thong,2014,2,1.0
Ang Thong,2014,3,28.0
Ang Thong,2014,4,28.0
Ang Thong,2014,5,82.0
Ang Thong,2014,6,88.0
Ang Thong,2014,7,76.0
Ang Thong,2014,8,163.0
Ang Thong,2014,9,163.0
Ang Thong,2014,10,139.0
Ang Thong,2014,11,22.0
Ang Thong,2014,12,7.0
Ang Thong,2015,1,1.0
Ang Thong,2015,2,10.0
Ang Thong,2015,3,34.0
Ang Thong,2015,4,40.0
Ang Thong,2015,5,43.0
Ang Thong,2015,6,61.0
Ang Thong,2015,7,100.0
Ang Thong,2015,8,118.0
Ang Thong,2015,9,232.0
Ang Thong,2015,10,169.0
Ang Thong,2015,11,40.0
Ang Thong,2015,12,13.0
Ang Thong,2016,1,7.0
Ang Thong,2016,2,-2.0
Ang Thong,2016,3,10.0
Ang Thong,2016,4,19.0
Ang Thong,2016,5,94.0
Ang Thong,2016,6,88.0
Ang Thong,2016,7,97.0
Ang Thong,2016,8,121.0
Ang Thong,2016,9,214.0
Ang Thong,2016,10,247.0
Ang Thong,2016,11,109.0
Ang Thong,2016,12,1.0
Ang Thong,2017,1,19.0
Ang Thong,2017,2,10.0
Ang Thong,2017,3,49.0
Ang Thong,2017,4,43.0
Ang Thong,2017,5,259.0
Ang Thong,2017,6,139.0
Ang Thong,2017,7,100.0
Ang Thong,2017,8,163.0
Ang Thong,2017,9,244.0
Ang Thong,2017,10,199.0
Ang Thong,2017,11,40.0
Ang Thong,2017,12,19.0
Ang Thong,2018,1,7.0
Ang Thong,2018,2,16.0
Ang Thong,2018,3,25.0
Ang Thong,2018,4,115.0
Ang Thong,2018,5,103.0
Ang Thong,2018,6,79.0
Ang Thong,2018,7,106.0
Ang Thong,2018,8,124.0
Ang Thong,2018,9,151.0
Ang Thong,2018,10,130.0
Ang Thong,2018,11,28.0
Ang Thong,2018,12,7.0
Ang Thong,2019,1,10.0
Ang Thong,2019,2,7.0
Ang Thong,2019,3,7.0
Ang Thong,2019,4,55.0
Ang Thong,2019,5,133.0
Ang Thong,2019,6,88.0
Ang Thong,2019,7,64.0
Ang Thong,2019,8,181.0
Ang Thong,2019,9,172.0
Ang Thong,2019,10,94.0
Ang Thong,2019,11,16.0
Ang Thong,2019,12,-2.0
Ang Thong,2020,1,1.0
Ang Thong,2020,2,-2.0
Ang Thong,2020,3,37.0
Ang Thong,2020,4,25.0
Ang Thong,2020,5,55.0
Ang Thong,2020,6,91.0
Ang Thong,2020,7,94.0
Ang Thong,2020,8,106.0
Ang Thong,2020,9,229.0
Ang Thong,2020,10,274.0
Ang Thong,2020,11,25.0
Ang Thong,2020,12,1.0
Ang Thong,2021,1,-2.0
Ang Thong,2021,2,1.0
Ang Thong,2021,3,13.0
Ang Thong,2021,4,160.0
Ang Thong,2021,5,88.0
Ang Thong,2021,6,49.0
Ang Thong,2021,7,118.0
Ang Thong,2021,8,151.0
Ang Thong,2021,9,340.0
Ang Thong,2021,10,256.0
Ang Thong,2021,11,85.0
Ang Thong,2021,12,1.0
Ang Thong,2022,1,4.0
Ang Thong,2022,2,28.0
Ang Thong,2022,3,58.0
Ang Thong,2022,4,43.0
Ang Thong,2022,5,136.0
Ang Thong,2022,6,58.0
Ang Thong,2022,7,139.0
Ang Thong,2022,8,124.0
Ang Thong,2022,9,265.0
Ang Thong,2022,10,121.0
Ang Thong,2022,11,91.0
Ang Thong,2022,12,1.0
Ang Thong,2023,1,-2.0
Ang Thong,2023,2,4.0
Ang Thong,2023,3,1.0
Ang Thong,2023,4,19.0
Ang Thong,2023,5,82.0
Ang Thong,2023,6,67.0
Ang Thong,2023,7,97.0
Ang Thong,2023,8,55.0
Ang Thong,2023,9,217.0
Ang Thong,2023,10,181.0
Ang Thong,2023,11,52.0
Ang Thong,2023,12,1.0
Bangkok,2003,1,-2.0
Bangkok,2003,2,16.0
Bangkok,2003,3,109.0
Bangkok,2003,4,31.0
Bangkok,2003,5,145.0
Bangkok,2003,6,184.0
Bangkok,2003,7,199.0
Bangkok,2003,8,160.0
Bangkok,2003,9,253.0
Bangkok,2003,10,154.0
Bangkok,2003,11,-2.0
Bangkok,2003,12,-2.0
Bangkok,2004,1,25.0
Bangkok,2004,2,40.0
Bangkok,2004,3,7.0
Bangkok,2004,4,52.0
Bangkok,2004,5,121.0
Bangkok,2004,6,130.0
Bangkok,2004,7,130.0
Bangkok,2004,8,139.0
Bangkok,2004,9,220.0
Bangkok,2004,10,73.0
Bangkok,2004,11,7.0
Bangkok,2004,12,-2.0
Bangkok,2005,1,10.0
Bangkok,2005,2,-2.0
Bangkok,2005,3,43.0
Bangkok,2005,4,97.0
Bangkok,2005,5,154.0
Bangkok,2005,6,118.0
Bangkok,2005,7,100.0
Bangkok,2005,8,109.0
Bangkok,2005,9,343.0
Bangkok,2005,10,175.0
Bangkok,2005,11,109.0
Bangkok,2005,12,16.0
Bangkok,2006,1,1.0
Bangkok,2006,2,16.0
Bangkok,2006,3,67.0
Bangkok,2006,4,76.0
Bangkok,2006,5,205.0
Bangkok,2006,6,142.0
Bangkok,2006,7,103.0
Bangkok,2006,8,91.0
Bangkok,2006,9,283.0
Bangkok,2006,10,223.0
Bangkok,2006,11,25.0
Bangkok,2006,12,-2.0
Bangkok,2007,1,7.0
Bangkok,2007,2,1.0
Bangkok,2007,3,13.0
Bangkok,2007,4,127.0
Bangkok,2007,5,274.0
Bangkok,2007,6,178.0
Bangkok,2007,7,166.0
Bangkok,2007,8,91.0
Bangkok,2007,9,220.0
Bangkok,2007,10,157.0
Bangkok,2007,11,7.0
Bangkok,2007,12,-2.0
Bangkok,2008,1,7.0
Bangkok,2008,2,25.0
Bangkok,2008,3,13.0
Bangkok,2008,4,106.0
Bangkok,2008,5,181.0
Bangkok,2008,6,151.0
Bangkok,2008,7,172.0
Bangkok,2008,8,133.0
Bangkok,2008,9,295.0
Bangkok,2008,10,253.0
Bangkok,2008,11,34.0
Bangkok,2008,12,-2.0
Bangkok,2009,1,-2.0
Bangkok,2009,2,1.0
Bangkok,2009,3,49.0
Bangkok,2009,4,103.0
Bangkok,2009,5,238.0
Bangkok,2009,6,145.0
Bangkok,2009,7,142.0
Bangkok,2009,8,193.0
Bangkok,2009,9,283.0
Bangkok,2009,10,217.0
Bangkok,2009,11,25.0
Bangkok,2009,12,4.0
Bangkok,2010,1,16.0
Bangkok,2010,2,10.0
Bangkok,2010,3,16.0
Bangkok,2010,4,34.0
Bangkok,2010,5,148.0
Bangkok,2010,6,175.0
Bangkok,2010,7,184.0
Bangkok,2010,8,286.0
Bangkok,2010,9,289.0
Bangkok,2010,10,268.0
Bangkok,2010,11,7.0
Bangkok,2010,12,13.0
Bangkok,2011,1,-2.0
Bangkok,2011,2,13.0
Bangkok,2011,3,121.0
Bangkok,2011,4,118.0
Bangkok,2011,5,202.0
Bangkok,2011,6,223.0
Bangkok,2011,7,250.0
Bangkok,2011,8,214.0
Bangkok,2011,9,235.0
Bangkok,2011,10,280.0
Bangkok,2011,11,13.0
Bangkok,2011,12,1.0
Bangkok,2012,1,22.0
Bangkok,2012,2,25.0
Bangkok,2012,3,34.0
Bangkok,2012,4,55.0
Bangkok,2012,5,142.0
Bangkok,2012,6,82.0
Bangkok,2012,7,148.0
Bangkok,2012,8,118.0
Bangkok,2012,9,400.0
Bangkok,2012,10,181.0
Bangkok,2012,11,94.0
Bangkok,2012,12,4.0
Bangkok,2013,1,25.0
Bangkok,2013,2,7.0
Bangkok,2013,3,37.0
Bangkok,2013,4,79.0
Bangkok,2013,5,97.0
Bangkok,2013,6,154.0
Bangkok,2013,7,160.0
Bangkok,2013,8,196.0
Bangkok,2013,9,337.0
Bangkok,2013,10,334.0
Bangkok,2013,11,64.0
Bangkok,2013,12,1.0
Bangkok,2014,1,-2.0
Bangkok,2014,2,4.0
Bangkok,2014,3,46.0
Bangkok,2014,4,25.0
Bangkok,2014,5,94.0
Bangkok,2014,6,124.0
Bangkok,2014,7,97.0
Bangkok,2014,8,208.0
Bangkok,2014,9,223.0
Bangkok,2014,10,199.0
Bangkok,2014,11,31.0
Bangkok,2014,12,16.0
Bangkok,2015,1,4.0
Bangkok,2015,2,13.0
Bangkok,2015,3,37.0
Bangkok,2015,4,61.0
Bangkok,2015,5,67.0
Bangkok,2015,6,118.0
Bangkok,2015,7,136.0
Bangkok,2015,8,166.0
Bangkok,2015,9,325.0
Bangkok,2015,10,235.0
Bangkok,2015,11,43.0
Bangkok,2015,12,25.0
Bangkok,2016,1,10.0
Bangkok,2016,2,-2.0
Bangkok,2016,3,25.0
Bangkok,2016,4,28.0
Bangkok,2016,5,97.0
Bangkok,2016,6,121.0
Bangkok,2016,7,139.0
Bangkok,2016,8,151.0
Bangkok,2016,9,277.0
Bangkok,2016,10,316.0
Bangkok,2016,11,85.0
Bangkok,2016,12,1.0
Bangkok,2017,1,34.0
Bangkok,2017,2,16.0
Bangkok,2017,3,67.0
Bangkok,2017,4,46.0
Bangkok,2017,5,370.0
Bangkok,2017,6,178.0
Bangkok,2017,7,145.0
Bangkok,2017,8,202.0
Bangkok,2017,9,310.0
Bangkok,2017,10,229.0
Bangkok,2017,11,49.0
Bangkok,2017,12,22.0
Bangkok,2018,1,16.0
Bangkok,2018,2,22.0
Bangkok,2018,3,49.0
Bangkok,2018,4,139.0
Bangkok,2018,5,118.0
Bangkok,2018,6,112.0
Bangkok,2018,7,145.0
Bangkok,2018,8,169.0
Bangkok,2018,9,208.0
Bangkok,2018,10,205.0
Bangkok,2018,11,34.0
Bangkok,2018,12,10.0
Bangkok,2019,1,7.0
Bangkok,2019,2,10.0
Bangkok,2019,3,28.0
Bangkok,2019,4,34.0
Bangkok,2019,5,127.0
Bangkok,2019,6,133.0
Bangkok,2019,7,94.0
Bangkok,2019,8,214.0
Bangkok,2019,9,289.0
Bangkok,2019,10,118.0
Bangkok,2019,11,16.0
Bangkok,2019,12,1.0
Bangkok,2020,1,4.0
Bangkok,2020,2,1.0
Bangkok,2020,3,28.0
Bangkok,2020,4,52.0
Bangkok,2020,5,106.0
Bangkok,2020,6,133.0
Bangkok,2020,7,169.0
Bangkok,2020,8,154.0
Bangkok,2020,9,274.0
Bangkok,2020,10,328.0
Bangkok,2020,11,31.0
Bangkok,2020,12,4.0
Bangkok,2021,1,-2.0
Bangkok,2021,2,13.0
Bangkok,2021,3,22.0
Bangkok,2021,4,205.0
Bangkok,2021,5,124.0
Bangkok,2021,6,79.0
Bangkok,2021,7,193.0
Bangkok,2021,8,163.0
Bangkok,2021,9,379.0
Bangkok,2021,10,253.0
Bangkok,2021,11,40.0
Bangkok,2021,12,7.0
Bangkok,2022,1,7.0
Bangkok,2022,2,58.0
Bangkok,2022,3,79.0
Bangkok,2022,4,61.0
Bangkok,2022,5,226.0
Bangkok,2022,6,82.0
Bangkok,2022,7,178.0
Bangkok,2022,8,205.0
Bangkok,2022,9,349.0
Bangkok,2022,10,187.0
Bangkok,2022,11,106.0
Bangkok,2022,12,1.0
Bangkok,2023,1,1.0
Bangkok,2023,2,34.0
Bangkok,2023,3,7.0
Bangkok,2023,4,28.0
Bangkok,2023,5,88.0
Bangkok,2023,6,118.0
Bangkok,2023,7,157.0
Bangkok,2023,8,100.0
Bangkok,2023,9,274.0
Bangkok,2023,10,193.0
Bangkok,2023,11,61.0
Bangkok,2023,12,7.0
Bueng Kan,2003,1,1.0
Bueng Kan,2003,2,55.0
Bueng Kan,2003,3,100.0
Bueng Kan,2003,4,70.0
Bueng Kan,2003,5,259.0
Bueng Kan,2003,6,439.0
Bueng Kan,2003,7,415.0
Bueng Kan,2003,8,502.0
Bueng Kan,2003,9,532.0
Bueng Kan,2003,10,31.0
Bueng Kan,2003,11,-2.0
Bueng Kan,2003,12,-2.0
Bueng Kan,2004,1,4.0
Bueng Kan,2004,2,79.0
Bueng Kan,2004,3,31.0
Bueng Kan,2004,4,130.0
Bueng Kan,2004,5,391.0
Bueng Kan,2004,6,373.0
Bueng Kan,2004,7,787.0
Bueng Kan,2004,8,520.0
Bueng Kan,2004,9,328.0
Bueng Kan,2004,10,4.0
Bueng Kan,2004,11,4.0
Bueng Kan,2004,12,-2.0
Bueng Kan,2005,1,-2.0
Bueng Kan,2005,2,1.0
Bueng Kan,2005,3,37.0
Bueng Kan,2005,4,70.0
Bueng Kan,2005,5,325.0
Bueng Kan,2005,6,511.0
Bueng Kan,2005,7,691.0
Bueng Kan,2005,8,583.0
Bueng Kan,2005,9,523.0
Bueng Kan,2005,10,22.0
Bueng Kan,2005,11,37.0
Bueng Kan,2005,12,1.0
Bueng Kan,2006,1,-2.0
Bueng Kan,2006,2,13.0
Bueng Kan,2006,3,109.0
Bueng Kan,2006,4,154.0
Bueng Kan,2006,5,271.0
Bueng Kan,2006,6,280.0
Bueng Kan,2006,7,730.0
Bueng Kan,2006,8,532.0
Bueng Kan,2006,9,142.0
Bueng Kan,2006,10,202.0
Bueng Kan,2006,11,28.0
Bueng Kan,2006,12,-2.0
Bueng Kan,2007,1,-2.0
Bueng Kan,2007,2,19.0
Bueng Kan,2007,3,46.0
Bueng Kan,2007,4,79.0
Bueng Kan,2007,5,334.0
Bueng Kan,2007,6,415.0
Bueng Kan,2007,7,337.0
Bueng Kan,2007,8,592.0
Bueng Kan,2007,9,325.0
Bueng Kan,2007,10,238.0
Bueng Kan,2007,11,7.0
Bueng Kan,2007,12,-2.0
Bueng Kan,2008,1,10.0
Bueng Kan,2008,2,25.0
Bueng Kan,2008,3,142.0
Bueng Kan,2008,4,151.0
Bueng Kan,2008,5,412.0
Bueng Kan,2008,6,613.0
Bueng Kan,2008,7,640.0
Bueng Kan,2008,8,454.0
Bueng Kan,2008,9,445.0
Bueng Kan,2008,10,130.0
Bueng Kan,2008,11,55.0
Bueng Kan,2008,12,4.0
Bueng Kan,2009,1,-2.0
Bueng Kan,2009,2,1.0
Bueng Kan,2009,3,91.0
Bueng Kan,2009,4,121.0
Bueng Kan,2009,5,499.0
Bueng Kan,2009,6,364.0
Bueng Kan,2009,7,676.0
Bueng Kan,2009,8,358.0
Bueng Kan,2009,9,304.0
Bueng Kan,2009,10,46.0
Bueng Kan,2009,11,7.0
Bueng Kan,2009,12,-2.0
Bueng Kan,2010,1,19.0
Bueng Kan,2010,2,22.0
Bueng Kan,2010,3,13.0
Bueng Kan,2010,4,91.0
Bueng Kan,2010,5,226.0
Bueng Kan,2010,6,346.0
Bueng Kan,2010,7,484.0
