year,month,province,vpd
2003,6,Phetchaburi,1.0418456375838927
2003,7,Phetchaburi,0.8463422818791947
2003,8,Phetchaburi,0.8761409395973155
2003,9,Phetchaburi,0.7869463087248323
2003,10,Phetchaburi,0.769765100671141
2003,11,Phetchaburi,1.1291275167785235
2003,12,Phetchaburi,1.1291946308724832
2003,1,Phichit,1.3221495327102804
2003,2,Phichit,1.703644859813084
2003,3,Phichit,1.8083644859813084
2003,4,Phichit,2.0694392523364487
2003,5,Phichit,1.5659345794392523
2003,6,Phichit,1.1998130841121497
2003,7,Phichit,1.086355140186916
2003,8,Phichit,0.942803738317757
2003,9,Phichit,0.8467289719626168
2003,10,Phichit,0.972196261682243
2003,11,Phichit,1.3758878504672898
2003,12,Phichit,1.356121495327103
2003,1,Phitsanulok,1.1935363457760315
2003,2,Phitsanulok,1.5701768172888015
2003,3,Phitsanulok,1.6795481335952849
2003,4,Phitsanulok,1.9083300589390964
2003,5,Phitsanulok,1.4258546168958743
2003,6,Phitsanulok,1.073418467583497
2003,7,Phitsanulok,0.9855009823182712
2003,8,Phitsanulok,0.8418074656188606
2003,9,Phitsanulok,0.8068762278978389
2003,10,Phitsanulok,0.92237721021611
2003,11,Phitsanulok,1.214852652259332
2003,12,Phitsanulok,1.146444007858546
2003,1,Phra Nakhon Si Ayutthaya,1.2728688524590164
2003,2,Phra Nakhon Si Ayutthaya,1.48172131147541
2003,3,Phra Nakhon Si Ayutthaya,1.4972950819672133
2003,4,Phra Nakhon Si Ayutthaya,1.75172131147541
2003,5,Phra Nakhon Si Ayutthaya,1.4526229508196722
2003,6,Phra Nakhon Si Ayutthaya,1.2741803278688524
2003,7,Phra Nakhon Si Ayutthaya,1.126311475409836
2003,8,Phra Nakhon Si Ayutthaya,1.1145081967213115
2003,9,Phra Nakhon Si Ayutthaya,0.9113934426229507
2003,10,Phra Nakhon Si Ayutthaya,0.9605737704918031
2003,11,Phra Nakhon Si Ayutthaya,1.4127868852459016
2003,12,Phra Nakhon Si Ayutthaya,1.33
2003,1,Phrae,0.9909006211180124
2003,2,Phrae,1.491583850931677
2003,3,Phrae,1.7534782608695652
2003,4,Phrae,2.0242546583850936
2003,5,Phrae,1.3515217391304348
2003,6,Phrae,0.9970496894409938
2003,7,Phrae,0.934192546583851
2003,8,Phrae,0.8325776397515529
2003,9,Phrae,0.7893167701863354
2003,10,Phrae,0.8565217391304348
2003,11,Phrae,1.097111801242236
2003,12,Phrae,0.96472049689441
2003,1,Phuket,1.1725
2003,2,Phuket,1.26625
2003,3,Phuket,1.2366666666666666
2003,4,Phuket,1.0650000000000002
2003,5,Phuket,0.8183333333333334
2003,6,Phuket,0.8283333333333335
2003,7,Phuket,0.7370833333333334
2003,8,Phuket,0.7441666666666666
2003,9,Phuket,0.6358333333333334
2003,10,Phuket,0.6283333333333333
2003,11,Phuket,0.8658333333333333
2003,12,Phuket,0.98625
2003,1,Prachin Buri,1.2741803278688524
2003,2,Prachin Buri,1.4440573770491805
2003,3,Prachin Buri,1.4113934426229509
2003,4,Prachin Buri,1.5289754098360655
2003,5,Prachin Buri,1.170450819672131
2003,6,Prachin Buri,1.0475
2003,7,Prachin Buri,0.8879508196721312
2003,8,Prachin Buri,0.9034016393442624
2003,9,Prachin Buri,0.8025409836065573
2003,10,Prachin Buri,0.907827868852459
2003,11,Prachin Buri,1.2645081967213117
2003,12,Prachin Buri,1.2475819672131148
2003,1,Prachuap Khiri Khan,1.1019016393442624
2003,2,Prachuap Khiri Khan,1.219311475409836
2003,3,Prachuap Khiri Khan,1.2880983606557377
2003,4,Prachuap Khiri Khan,1.3549508196721312
2003,5,Prachuap Khiri Khan,1.0751803278688523
2003,6,Prachuap Khiri Khan,1.0960983606557375
2003,7,Prachuap Khiri Khan,0.9078360655737704
2003,8,Prachuap Khiri Khan,0.9115081967213114
2003,9,Prachuap Khiri Khan,0.8482950819672131
2003,10,Prachuap Khiri Khan,0.7547213114754099
2003,11,Prachuap Khiri Khan,1.1349508196721312
2003,12,Prachuap Khiri Khan,1.1339672131147542
2003,1,Ranong,1.1992405063291138
2003,2,Ranong,1.284746835443038
2003,3,Ranong,1.3643037974683545
2003,4,Ranong,1.2177215189873418
2003,5,Ranong,0.8456962025316456
2003,6,Ranong,0.7805696202531646
2003,7,Ranong,0.6419620253164557
2003,8,Ranong,0.6236708860759494
2003,9,Ranong,0.6365189873417721
2003,10,Ranong,0.6155696202531646
2003,11,Ranong,0.9404430379746836
2003,12,Ranong,1.0118987341772152
2003,1,Ratchaburi,1.26496
2003,2,Ratchaburi,1.47676
