year,month,province,tmax
2024,11,Mukdahan,31.051243781094527
2024,12,Mukdahan,29.25074626865672
2024,1,Nakhon Nayok,32.55566037735849
2024,2,Nakhon Nayok,34.03962264150944
2024,3,Nakhon Nayok,34.716037735849056
2024,4,Nakhon Nayok,36.94905660377359
2024,5,Nakhon Nayok,34.74811320754717
2024,6,Nakhon Nayok,33.72452830188679
2024,7,Nakhon Nayok,32.070754716981135
2024,8,Nakhon Nayok,32.23679245283019
2024,9,Nakhon Nayok,31.78773584905661
2024,10,Nakhon Nayok,31.637735849056604
2024,11,Nakhon Nayok,31.68207547169811
2024,12,Nakhon Nayok,30.37924528301887
2024,1,Nakhon Pathom,33.346078431372554
2024,2,Nakhon Pathom,34.8578431372549
2024,3,Nakhon Pathom,35.9264705882353
2024,4,Nakhon Pathom,37.51568627450981
2024,5,Nakhon Pathom,35.542156862745095
2024,6,Nakhon Pathom,34.62941176470588
2024,7,Nakhon Pathom,33.13823529411765
2024,8,Nakhon Pathom,33.909803921568624
2024,9,Nakhon Pathom,33.016666666666666
2024,10,Nakhon Pathom,32.65588235294118
2024,11,Nakhon Pathom,32.9421568627451
2024,12,Nakhon Pathom,31.98921568627451
2024,1,Nakhon Phanom,30.89202898550725
2024,2,Nakhon Phanom,33.05724637681159
2024,3,Nakhon Phanom,34.322463768115945
2024,4,Nakhon Phanom,38.6126811594203
2024,5,Nakhon Phanom,35.178985507246374
2024,6,Nakhon Phanom,32.96666666666666
2024,7,Nakhon Phanom,31.60760869565217
2024,8,Nakhon Phanom,31.988405797101446
2024,9,Nakhon Phanom,31.36268115942029
2024,10,Nakhon Phanom,32.09384057971015
2024,11,Nakhon Phanom,31.18369565217392
2024,12,Nakhon Phanom,28.842391304347824
2024,1,Nakhon Ratchasima,32.04577954319762
2024,2,Nakhon Ratchasima,35.06077457795432
2024,3,Nakhon Ratchasima,35.89006951340616
2024,4,Nakhon Ratchasima,38.60466732869911
2024,5,Nakhon Ratchasima,35.09960278053625
2024,6,Nakhon Ratchasima,34.21717974180734
2024,7,Nakhon Ratchasima,32.02115193644489
2024,8,Nakhon Ratchasima,32.646772591857
2024,9,Nakhon Ratchasima,31.72681231380338
2024,10,Nakhon Ratchasima,31.63058589870904
2024,11,Nakhon Ratchasima,31.62810327706057
2024,12,Nakhon Ratchasima,29.92154915590864
2024,1,Nakhon Sawan,33.319047619047616
2024,2,Nakhon Sawan,35.702813852813854
2024,3,Nakhon Sawan,36.82012987012988
2024,4,Nakhon Sawan,39.32705627705628
2024,5,Nakhon Sawan,35.78917748917748
2024,6,Nakhon Sawan,34.4517316017316
2024,7,Nakhon Sawan,32.78160173160173
2024,8,Nakhon Sawan,33.0534632034632
2024,9,Nakhon Sawan,32.613852813852816
2024,10,Nakhon Sawan,32.93160173160173
2024,11,Nakhon Sawan,32.7525974025974
2024,12,Nakhon Sawan,32.01774891774892
2024,1,Nakhon Si Thammarat,32.232553191489366
2024,2,Nakhon Si Thammarat,33.729574468085104
2024,3,Nakhon Si Thammarat,34.871702127659574
2024,4,Nakhon Si Thammarat,36.32489361702128
2024,5,Nakhon Si Thammarat,34.958085106382974
2024,6,Nakhon Si Thammarat,33.79829787234043
2024,7,Nakhon Si Thammarat,32.867659574468085
2024,8,Nakhon Si Thammarat,32.88744680851064
2024,9,Nakhon Si Thammarat,32.31127659574468
2024,10,Nakhon Si Thammarat,31.87936170212766
2024,11,Nakhon Si Thammarat,30.85893617021277
2024,12,Nakhon Si Thammarat,30.70872340425532
2024,1,Nan,30.537855946398658
2024,2,Nan,33.09396984924624
2024,3,Nan,34.6678391959799
2024,4,Nan,37.29597989949749
2024,5,Nan,33.88609715242881
2024,6,Nan,32.31993299832496
2024,7,Nan,30.95142378559464
2024,8,Nan,30.715075376884425
2024,9,Nan,30.869514237855945
2024,10,Nan,31.50418760469012
2024,11,Nan,30.42177554438861
2024,12,Nan,29.06817420435511
2024,1,Narathiwat,30.62248803827751
2024,2,Narathiwat,31.579904306220094
2024,3,Narathiwat,32.728708133971296
2024,4,Narathiwat,34.014354066985646
2024,5,Narathiwat,34.004784688995215
2024,6,Narathiwat,33.30239234449761
2024,7,Narathiwat,33.046411483253586
2024,8,Narathiwat,32.189473684210526
2024,9,Narathiwat,32.20095693779904
2024,10,Narathiwat,31.78803827751197
2024,11,Narathiwat,30.577033492822967
2024,12,Narathiwat,30.178468899521533
2024,1,Nong Bua Lam Phu,31.497979797979795
2024,2,Nong Bua Lam Phu,34.26818181818182
2024,3,Nong Bua Lam Phu,35.553030303030305
2024,4,Nong Bua Lam Phu,38.93282828282829
2024,5,Nong Bua Lam Phu,35.102525252525254
2024,6,Nong Bua Lam Phu,33.61363636363637
2024,7,Nong Bua Lam Phu,31.56717171717172
2024,8,Nong Bua Lam Phu,31.905555555555555
2024,9,Nong Bua Lam Phu,31.55909090909091
2024,10,Nong Bua Lam Phu,31.72878787878788
2024,11,Nong Bua Lam Phu,31.47373737373737
2024,12,Nong Bua Lam Phu,29.22575757575758
2024,1,Nong Khai,30.00440251572327
2024,2,Nong Khai,32.353459119496854
2024,3,Nong Khai,33.62201257861635
2024,4,Nong Khai,37.51509433962264
2024,5,Nong Khai,34.67798742138365
2024,6,Nong Khai,33.549056603773586
2024,7,Nong Khai,32.06981132075472
2024,8,Nong Khai,31.98176100628931
2024,9,Nong Khai,31.51383647798742
2024,10,Nong Khai,31.84716981132076
2024,11,Nong Khai,30.88427672955975
2024,12,Nong Khai,28.101257861635226
2024,1,Nonthaburi,33.14999999999999
2024,2,Nonthaburi,34.434375
2024,3,Nonthaburi,35.35
2024,4,Nonthaburi,37.059375
2024,5,Nonthaburi,35.14062499999999
2024,6,Nonthaburi,34.4375
2024,7,Nonthaburi,32.909375000000004
2024,8,Nonthaburi,33.575
2024,9,Nonthaburi,32.734375
2024,10,Nonthaburi,32.465625
2024,11,Nonthaburi,32.806250000000006
2024,12,Nonthaburi,31.734375
2024,1,Pathum Thani,33.14520547945205
2024,2,Pathum Thani,34.52876712328767
2024,3,Pathum Thani,35.36712328767123
2024,4,Pathum Thani,37.50136986301371
2024,5,Pathum Thani,35.35479452054795
2024,6,Pathum Thani,34.509589041095886
2024,7,Pathum Thani,32.88082191780822
2024,8,Pathum Thani,33.25890410958904
2024,9,Pathum Thani,32.48356164383562
2024,10,Pathum Thani,32.26301369863013
2024,11,Pathum Thani,32.47260273972603
2024,12,Pathum Thani,31.253424657534246
2024,1,Pattani,31.200000000000003
2024,2,Pattani,32.1934065934066
2024,3,Pattani,33.31978021978022
2024,4,Pattani,34.8010989010989
2024,5,Pattani,34.73736263736264
2024,6,Pattani,34.18021978021978
2024,7,Pattani,33.66153846153846
2024,8,Pattani,32.70879120879121
2024,9,Pattani,32.54835164835164
2024,10,Pattani,32.15934065934066
2024,11,Pattani,30.68241758241757
2024,12,Pattani,30.365934065934063
2024,1,Phangnga,33.07157360406092
2024,2,Phangnga,34.33502538071066
2024,3,Phangnga,35.07411167512691
2024,4,Phangnga,35.57411167512691
2024,5,Phangnga,33.76192893401015
2024,6,Phangnga,32.07817258883249
2024,7,Phangnga,31.283756345177665
2024,8,Phangnga,31.396446700507617
2024,9,Phangnga,30.72639593908629
2024,10,Phangnga,30.96142131979695
2024,11,Phangnga,31.23451776649746
2024,12,Phangnga,31.313705583756345
2024,1,Phatthalung,32.1
2024,2,Phatthalung,33.34888888888889
2024,3,Phatthalung,34.44444444444444
2024,4,Phatthalung,35.70555555555556
2024,5,Phatthalung,34.617222222222225
2024,6,Phatthalung,33.25333333333334
2024,7,Phatthalung,32.90888888888889
2024,8,Phatthalung,32.657777777777774
2024,9,Phatthalung,31.84611111111112
2024,10,Phatthalung,31.81555555555555
2024,11,Phatthalung,30.854444444444447
2024,12,Phatthalung,30.81
2024,1,Phayao,30.592131147540982
2024,2,Phayao,33.12065573770492
2024,3,Phayao,35.578360655737704
2024,4,Phayao,38.14688524590164
2024,5,Phayao,34.46491803278688
2024,6,Phayao,32.44426229508197
2024,7,Phayao,31.27737704918033
2024,8,Phayao,30.554754098360657
2024,9,Phayao,31.079672131147543
2024,10,Phayao,31.46983606557377
2024,11,Phayao,30.495737704918028
2024,12,Phayao,29.59016393442623
2024,1,Phetchabun,32.30596026490066
2024,2,Phetchabun,34.62549668874172
2024,3,Phetchabun,35.777483443708604
2024,4,Phetchabun,37.85413907284769
2024,5,Phetchabun,34.773344370860926
2024,6,Phetchabun,33.41854304635761
2024,7,Phetchabun,31.8023178807947
2024,8,Phetchabun,32.06456953642384
2024,9,Phetchabun,31.60182119205298
2024,10,Phetchabun,32.18741721854305
2024,11,Phetchabun,31.858278145695365
2024,12,Phetchabun,30.7703642384106
2024,1,Phetchaburi,31.093959731543624
2024,2,Phetchaburi,32.850335570469795
2024,3,Phetchaburi,33.97852348993289
2024,4,Phetchaburi,35.43657718120806
2024,5,Phetchaburi,33.593288590604026
2024,6,Phetchaburi,32.10335570469798
2024,7,Phetchaburi,30.78959731543624
2024,8,Phetchaburi,31.588590604026844
2024,9,Phetchaburi,31.32583892617449
2024,10,Phetchaburi,31.296644295302013
2024,11,Phetchaburi,31.14563758389261
2024,12,Phetchaburi,30.11073825503356
2024,1,Phichit,33.339719626168225
2024,2,Phichit,35.67242990654206
2024,3,Phichit,37.02196261682244
2024,4,Phichit,39.63271028037384
2024,5,Phichit,36.32803738317757
2024,6,Phichit,34.69953271028037
2024,7,Phichit,33.23224299065421
2024,8,Phichit,33.33457943925234
2024,9,Phichit,32.782242990654204
2024,10,Phichit,33.13084112149532
2024,11,Phichit,33.11168224299065
2024,12,Phichit,32.33831775700934
2024,1,Phitsanulok,31.8475442043222
2024,2,Phitsanulok,34.199803536345776
2024,3,Phitsanulok,35.58094302554028
2024,4,Phitsanulok,38.11905697445973
2024,5,Phitsanulok,34.89371316306483
2024,6,Phitsanulok,33.16915520628683
2024,7,Phitsanulok,31.9475442043222
2024,8,Phitsanulok,32.08664047151277
2024,9,Phitsanulok,31.57799607072692
2024,10,Phitsanulok,32.10432220039293
2024,11,Phitsanulok,31.642829076620828
2024,12,Phitsanulok,30.62043222003929
2024,1,Phra Nakhon Si Ayutthaya,33.399180327868855
2024,2,Phra Nakhon Si Ayutthaya,34.95
2024,3,Phra Nakhon Si Ayutthaya,35.90491803278688
2024,4,Phra Nakhon Si Ayutthaya,37.960655737704926
2024,5,Phra Nakhon Si Ayutthaya,35.63852459016393
2024,6,Phra Nakhon Si Ayutthaya,34.82049180327869
2024,7,Phra Nakhon Si Ayutthaya,32.96065573770492
2024,8,Phra Nakhon Si Ayutthaya,33.20901639344262
2024,9,Phra Nakhon Si Ayutthaya,32.59344262295082
2024,10,Phra Nakhon Si Ayutthaya,32.4016393442623
2024,11,Phra Nakhon Si Ayutthaya,32.65573770491803
2024,12,Phra Nakhon Si Ayutthaya,31.3
2024,1,Phrae,31.617080745341617
2024,2,Phrae,34.12826086956522
2024,3,Phrae,36.13850931677019
2024,4,Phrae,38.54627329192547
2024,5,Phrae,34.75714285714285
2024,6,Phrae,32.698136645962734
2024,7,Phrae,31.72639751552795
