year,month,province,tmin
2012,2,Ang Thong,22.66857143
2012,3,Ang Thong,23.50634921
2012,4,Ang Thong,24.78634921
2012,5,Ang Thong,24.43603175
2012,6,Ang Thong,24.36365079
2012,7,Ang Thong,23.9831746
2012,8,Ang Thong,24.18571429
2012,9,Ang Thong,23.88238095
2012,10,Ang Thong,24.40904762
2012,11,Ang Thong,24.20174603
2012,12,Ang Thong,22.57253968
2013,1,Ang Thong,20.72507937
2013,2,Ang Thong,22.97428571
2013,3,Ang Thong,23.62174603
2013,4,Ang Thong,24.98619048
2013,5,Ang Thong,25.01301587
2013,6,Ang Thong,24.04
2013,7,Ang Thong,23.92809524
2013,8,Ang Thong,24.36380952
2013,9,Ang Thong,23.71222222
2013,10,Ang Thong,23.90809524
2013,11,Ang Thong,23.48587302
2013,12,Ang Thong,17.94190476
2014,1,Ang Thong,17.02444444
2014,2,Ang Thong,21.26904762
2014,3,Ang Thong,23.30634921
2014,4,Ang Thong,24.78650794
2014,5,Ang Thong,24.90539683
2014,6,Ang Thong,24.66904762
2014,7,Ang Thong,24.5347619
2014,8,Ang Thong,24.01460317
2014,9,Ang Thong,24.01253968
2014,10,Ang Thong,24.10857143
2014,11,Ang Thong,23.58587302
2014,12,Ang Thong,20.98
2015,1,Ang Thong,18.89507937
2015,2,Ang Thong,21.09031746
2015,3,Ang Thong,23.97587302
2015,4,Ang Thong,24.3468254
2015,5,Ang Thong,25.12142857
2015,6,Ang Thong,24.63968254
2015,7,Ang Thong,24.56
2015,8,Ang Thong,24.28444444
2015,9,Ang Thong,24.10539683
2015,10,Ang Thong,24.2152381
2015,11,Ang Thong,24.36190476
2015,12,Ang Thong,22.24222222
2016,1,Ang Thong,20.78412698
2016,2,Ang Thong,20.47936508
2016,3,Ang Thong,23.85555556
2016,4,Ang Thong,26.08730159
2016,5,Ang Thong,25.72698413
2016,6,Ang Thong,24.18253968
2016,7,Ang Thong,24.9
2016,8,Ang Thong,24.1952381
2016,9,Ang Thong,24.82063492
2016,10,Ang Thong,24.58095238
2016,11,Ang Thong,23.98888889
2016,12,Ang Thong,21.67142857
2017,1,Ang Thong,21.98412698
2017,2,Ang Thong,20.8
2017,3,Ang Thong,23.37142857
2017,4,Ang Thong,24.43968254
2017,5,Ang Thong,24.51111111
2017,6,Ang Thong,24.18095238
2017,7,Ang Thong,24.6
2017,8,Ang Thong,24.61904762
2017,9,Ang Thong,24.60634921
2017,10,Ang Thong,24.43968254
2017,11,Ang Thong,23.58888889
2017,12,Ang Thong,20.72698413
2018,1,Ang Thong,21.27460317
2018,2,Ang Thong,21.08412698
2018,3,Ang Thong,23.3968254
2018,4,Ang Thong,23.98888889
2018,5,Ang Thong,24.01269841
2018,6,Ang Thong,24.28095238
2018,7,Ang Thong,24.54444444
2018,8,Ang Thong,24.05555556
2018,9,Ang Thong,24.18730159
2018,10,Ang Thong,24.49047619
2018,11,Ang Thong,23.48888889
2018,12,Ang Thong,22.57142857
2019,1,Ang Thong,21.2984127
2019,2,Ang Thong,22.99047619
2019,3,Ang Thong,24.09365079
2019,4,Ang Thong,25.76031746
2019,5,Ang Thong,25.75079365
2019,6,Ang Thong,25.06666667
2019,7,Ang Thong,25.43650794
2019,8,Ang Thong,24.12539683
2019,9,Ang Thong,24.49206349
2019,10,Ang Thong,26.12380952
2019,11,Ang Thong,24.42380952
2019,12,Ang Thong,20.8984127
2020,1,Ang Thong,22.07619048
2020,2,Ang Thong,22.55396825
2020,3,Ang Thong,23.94126984
2020,4,Ang Thong,25.3015873
2020,5,Ang Thong,26.22857143
2020,6,Ang Thong,25.0984127
2020,7,Ang Thong,25.33809524
2020,8,Ang Thong,24.73968254
2020,9,Ang Thong,24.76507937
2020,10,Ang Thong,22.85396825
2020,11,Ang Thong,22.83174603
2020,12,Ang Thong,20.14126984
2021,1,Ang Thong,18.37777778
2021,2,Ang Thong,21.55555556
2021,3,Ang Thong,24.15555556
2021,4,Ang Thong,23.21428571
2021,5,Ang Thong,25.21746032
2021,6,Ang Thong,25.66825397
2021,7,Ang Thong,24.37460317
2021,8,Ang Thong,24.80952381
2021,9,Ang Thong,23.55396825
2021,10,Ang Thong,24.14126984
2021,11,Ang Thong,22.95238095
2021,12,Ang Thong,19.4
2022,1,Ang Thong,20.56825397
2022,2,Ang Thong,20.90952381
2022,3,Ang Thong,23.14761905
2022,4,Ang Thong,23.98095238
2022,5,Ang Thong,23.39365079
2022,6,Ang Thong,24.9984127
2022,7,Ang Thong,24.75555556
2022,8,Ang Thong,23.97301587
2022,9,Ang Thong,23.68253968
2022,10,Ang Thong,23.73809524
2022,11,Ang Thong,23.24285714
2022,12,Ang Thong,19.75238095
2003,1,Bangkok,21.32484848
2003,2,Bangkok,23.53581818
2003,3,Bangkok,24.75951515
2003,4,Bangkok,26.51624242
2003,5,Bangkok,26.33012121
2003,6,Bangkok,25.85490909
2003,7,Bangkok,25.8449697
2003,8,Bangkok,26.01060606
2003,9,Bangkok,24.97945455
2003,10,Bangkok,24.98284848
2003,11,Bangkok,24.46272727
2003,12,Bangkok,21.44272727
2004,1,Bangkok,21.88072727
2004,2,Bangkok,22.31709091
2004,3,Bangkok,25.31345455
2004,4,Bangkok,26.51581818
2004,5,Bangkok,25.9770303
2004,6,Bangkok,25.438
2004,7,Bangkok,25.69309091
2004,8,Bangkok,25.75242424
2004,9,Bangkok,25.1850303
2004,10,Bangkok,24.07963636
2004,11,Bangkok,24.29878788
2004,12,Bangkok,21.04018182
2005,1,Bangkok,21.824
2005,2,Bangkok,24.54327273
2005,3,Bangkok,24.55678788
2005,4,Bangkok,26.44345455
2005,5,Bangkok,26.54327273
2005,6,Bangkok,26.38030303
2005,7,Bangkok,25.97448485
2005,8,Bangkok,25.82509091
2005,9,Bangkok,25.19278788
2005,10,Bangkok,25.09266667
2005,11,Bangkok,24.87666667
2005,12,Bangkok,22.41339394
2006,1,Bangkok,21.4049697
2006,2,Bangkok,23.55054545
2006,3,Bangkok,24.84890909
2006,4,Bangkok,25.44927273
2006,5,Bangkok,24.93715152
2006,6,Bangkok,25.08678788
2006,7,Bangkok,25.38412121
2006,8,Bangkok,25.01175758
2006,9,Bangkok,24.2810303
2006,10,Bangkok,24.49266667
2006,11,Bangkok,24.744
2006,12,Bangkok,21.83406061
2007,1,Bangkok,21.49727273
2007,2,Bangkok,22.30175758
2007,3,Bangkok,25.21624242
2007,4,Bangkok,25.38278788
2007,5,Bangkok,25.05642424
2007,6,Bangkok,25.50357576
2007,7,Bangkok,24.77581818
2007,8,Bangkok,25.15181818
2007,9,Bangkok,24.67042424
2007,10,Bangkok,24.49793939
2007,11,Bangkok,22.70757576
2007,12,Bangkok,22.83193939
2008,1,Bangkok,21.58109091
2008,2,Bangkok,22.42175758
2008,3,Bangkok,24.20660606
2008,4,Bangkok,25.11339394
2008,5,Bangkok,24.80606061
2008,6,Bangkok,24.93357576
2008,7,Bangkok,24.70012121
2008,8,Bangkok,24.86430303
2008,9,Bangkok,24.2550303
2008,10,Bangkok,24.67575758
2008,11,Bangkok,23.66066667
2008,12,Bangkok,21.18533333
2009,1,Bangkok,19.43836364
2009,2,Bangkok,23.15175758
2009,3,Bangkok,24.36145455
2009,4,Bangkok,25.2229697
2009,5,Bangkok,24.85369697
2009,6,Bangkok,25.39345455
2009,7,Bangkok,25.0969697
2009,8,Bangkok,25.26363636
2009,9,Bangkok,24.52915152
2009,10,Bangkok,24.49193939
2009,11,Bangkok,23.45430303
2009,12,Bangkok,22.42612121
2010,1,Bangkok,22.95563636
2010,2,Bangkok,24.73442424
2010,3,Bangkok,24.93830303
2010,4,Bangkok,26.61484848
2010,5,Bangkok,26.55206061
2010,6,Bangkok,25.92175758
2010,7,Bangkok,25.21909091
2010,8,Bangkok,24.62509091
2010,9,Bangkok,24.54769697
2010,10,Bangkok,24.35848485
2010,11,Bangkok,24.15430303
2010,12,Bangkok,22.97951515
2011,1,Bangkok,21.03927273
2011,2,Bangkok,23.04351515
2011,3,Bangkok,22.97563636
2011,4,Bangkok,24.8949697
2011,5,Bangkok,25.20351515
2011,6,Bangkok,25.48187879
2011,7,Bangkok,24.79175758
2011,8,Bangkok,24.9129697
2011,9,Bangkok,24.59460606
2011,10,Bangkok,24.38793939
2011,11,Bangkok,24.504
2011,12,Bangkok,21.8890303
2012,1,Bangkok,23.14042424
2012,2,Bangkok,23.94236364
2012,3,Bangkok,24.94927273
2012,4,Bangkok,25.81254545
2012,5,Bangkok,25.45793939
2012,6,Bangkok,25.60593939
2012,7,Bangkok,24.9810303
2012,8,Bangkok,25.05715152
2012,9,Bangkok,24.29472727
2012,10,Bangkok,24.70781818
2012,11,Bangkok,25.26678788
2012,12,Bangkok,24.14509091
2013,1,Bangkok,22.32139394
2013,2,Bangkok,24.17909091
2013,3,Bangkok,25.12418182
2013,4,Bangkok,26.01339394
2013,5,Bangkok,26.118
2013,6,Bangkok,25.18030303
2013,7,Bangkok,24.88993939
2013,8,Bangkok,25.09587879
2013,9,Bangkok,24.35490909
2013,10,Bangkok,24.24230303
2013,11,Bangkok,24.52284848
2013,12,Bangkok,19.95248485
2014,1,Bangkok,18.75351515
2014,2,Bangkok,22.43175758
2014,3,Bangkok,24.72442424
2014,4,Bangkok,25.81824242
2014,5,Bangkok,25.88121212
2014,6,Bangkok,25.91660606
2014,7,Bangkok,25.5430303
2014,8,Bangkok,24.93284848
2014,9,Bangkok,24.58181818
2014,10,Bangkok,24.388
2014,11,Bangkok,24.77557576
2014,12,Bangkok,22.77260606
2015,1,Bangkok,20.48969697
2015,2,Bangkok,22.36236364
2015,3,Bangkok,25.26812121
2015,4,Bangkok,25.41521212
2015,5,Bangkok,26.09672727
2015,6,Bangkok,25.71921212
2015,7,Bangkok,25.48442424
2015,8,Bangkok,25.14509091
2015,9,Bangkok,24.644
2015,10,Bangkok,24.67987879
2015,11,Bangkok,25.41351515
2015,12,Bangkok,23.94781818
2016,1,Bangkok,22.42848485
2016,2,Bangkok,21.98848485
2016,3,Bangkok,25.24545455
2016,4,Bangkok,27.09878788
2016,5,Bangkok,26.66
2016,6,Bangkok,25.44787879
2016,7,Bangkok,25.82606061
2016,8,Bangkok,25.30787879
2016,9,Bangkok,25.39575758
2016,10,Bangkok,24.85333333
2016,11,Bangkok,24.88181818
2016,12,Bangkok,23.45272727
2017,1,Bangkok,23.34545455
2017,2,Bangkok,22.23757576
2017,3,Bangkok,24.65878788
2017,4,Bangkok,25.70424242
2017,5,Bangkok,25.54363636
2017,6,Bangkok,25.51454545
2017,7,Bangkok,25.56424242
2017,8,Bangkok,25.44848485
2017,9,Bangkok,25.10060606
2017,10,Bangkok,24.79333333
2017,11,Bangkok,24.71454545
2017,12,Bangkok,22.35333333
2018,1,Bangkok,22.7169697
2018,2,Bangkok,22.47393939
2018,3,Bangkok,24.8230303
2018,4,Bangkok,25.10242424
2018,5,Bangkok,25.13454545
2018,6,Bangkok,25.52424242
2018,7,Bangkok,25.61575758
2018,8,Bangkok,25.03333333
2018,9,Bangkok,24.66848485
2018,10,Bangkok,24.7
2018,11,Bangkok,24.65575758
2018,12,Bangkok,24.30606061
2019,1,Bangkok,22.14
2019,2,Bangkok,23.87393939
2019,3,Bangkok,25.12909091
2019,4,Bangkok,26.77151515
2019,5,Bangkok,26.77818182
2019,6,Bangkok,26.27393939
2019,7,Bangkok,26.03151515
2019,8,Bangkok,25.3769697
2019,9,Bangkok,24.92787879
2019,10,Bangkok,25.62181818
2019,11,Bangkok,24.52787879
2019,12,Bangkok,21.79636364
2020,1,Bangkok,23.04606061
2020,2,Bangkok,23.42060606
2020,3,Bangkok,25.30242424
2020,4,Bangkok,25.79272727
2020,5,Bangkok,26.72909091
2020,6,Bangkok,25.79878788
2020,7,Bangkok,25.70666667
2020,8,Bangkok,25.51818182
2020,9,Bangkok,25.20606061
2020,10,Bangkok,23.51393939
2020,11,Bangkok,24.43333333
2020,12,Bangkok,22.23818182
2021,1,Bangkok,20.09151515
2021,2,Bangkok,22.33818182
2021,3,Bangkok,24.91090909
2021,4,Bangkok,24.33454545
2021,5,Bangkok,25.79757576
2021,6,Bangkok,26.25575758
2021,7,Bangkok,25.2769697
2021,8,Bangkok,25.43454545
2021,9,Bangkok,24.26484848
2021,10,Bangkok,24.61090909
2021,11,Bangkok,24.52545455
2021,12,Bangkok,21.86484848
2022,1,Bangkok,22.49151515
2022,2,Bangkok,22.73818182
2022,3,Bangkok,24.91030303
2022,4,Bangkok,24.97818182
2022,5,Bangkok,24.67575758
2022,6,Bangkok,25.72909091
2022,7,Bangkok,25.41393939
2022,8,Bangkok,24.92848485
2022,9,Bangkok,24.43454545
2022,10,Bangkok,24.18909091
2022,11,Bangkok,24.63515152
2022,12,Bangkok,22.1430303
