year,month,province,ws
2022,10,Khon Kaen,1.586530612
2022,11,Khon Kaen,0.824979592
2022,12,Khon Kaen,1.799673469
2003,1,Krabi,2.185610329
2003,2,Krabi,2.3857277
2003,3,Krabi,1.715633803
2003,4,Krabi,1.242723005
2003,5,Krabi,2.013028169
2003,6,Krabi,0.740234742
2003,7,Krabi,1.486150235
2003,8,Krabi,2.169483568
2003,9,Krabi,2.246314554
2003,10,Krabi,1.966150235
2003,11,Krabi,1.352464789
2003,12,Krabi,2.636760563
2004,1,Krabi,2.329859155
2004,2,Krabi,1.822065728
2004,3,Krabi,1.508544601
2004,4,Krabi,0.97185446
2004,5,Krabi,1.977699531
2004,6,Krabi,2.728544601
2004,7,Krabi,1.175798122
2004,8,Krabi,2.102535211
2004,9,Krabi,0.398262911
2004,10,Krabi,1.614953052
2004,11,Krabi,2.073661972
2004,12,Krabi,2.37258216
2005,1,Krabi,2.180704225
2005,2,Krabi,1.755070423
2005,3,Krabi,2.190117371
2005,4,Krabi,1.576737089
2005,5,Krabi,1.973521127
2005,6,Krabi,2.241032864
2005,7,Krabi,2.378896714
2005,8,Krabi,1.827887324
2005,9,Krabi,1.924460094
2005,10,Krabi,1.061784038
2005,11,Krabi,0.959389671
2005,12,Krabi,2.094530516
2006,1,Krabi,1.529859155
2006,2,Krabi,2.460258216
2006,3,Krabi,1.326361502
2006,4,Krabi,0.947441315
2006,5,Krabi,1.434929577
2006,6,Krabi,1.482511737
2006,7,Krabi,2.380798122
2006,8,Krabi,2.134647887
2006,9,Krabi,1.44713615
2006,10,Krabi,1.806924883
2006,11,Krabi,1.410469484
2006,12,Krabi,2.276361502
2007,1,Krabi,2.170446009
2007,2,Krabi,2.057887324
2007,3,Krabi,1.262112676
2007,4,Krabi,1.430258216
2007,5,Krabi,1.397253521
2007,6,Krabi,0.790657277
2007,7,Krabi,1.585046948
2007,8,Krabi,2.070328638
2007,9,Krabi,1.735798122
2007,10,Krabi,1.563262911
2007,11,Krabi,1.08870892
2007,12,Krabi,2.038403756
2008,1,Krabi,1.703967136
2008,2,Krabi,2.403779343
2008,3,Krabi,1.971901408
2008,4,Krabi,1.089295775
2008,5,Krabi,2.526948357
2008,6,Krabi,1.322018779
2008,7,Krabi,0.982464789
2008,8,Krabi,0.915328638
2008,9,Krabi,1.901431925
2008,10,Krabi,1.085140845
2008,11,Krabi,2.095046948
2008,12,Krabi,2.087934272
2009,1,Krabi,2.250305164
2009,2,Krabi,1.460375587
2009,3,Krabi,1.007934272
2009,4,Krabi,2.027464789
2009,5,Krabi,1.349882629
2009,6,Krabi,2.00185446
2009,7,Krabi,2.064953052
2009,8,Krabi,2.114225352
2009,9,Krabi,2.307652582
2009,10,Krabi,2.04758216
2009,11,Krabi,1.660492958
2009,12,Krabi,2.279131455
2010,1,Krabi,1.960093897
2010,2,Krabi,1.824788732
2010,3,Krabi,1.863873239
2010,4,Krabi,1.30258216
2010,5,Krabi,0.937511737
2010,6,Krabi,1.545399061
2010,7,Krabi,1.175892019
2010,8,Krabi,1.165539906
2010,9,Krabi,0.595305164
2010,10,Krabi,2.448920188
2010,11,Krabi,1.514084507
2010,12,Krabi,1.468661972
2011,1,Krabi,2.037183099
2011,2,Krabi,1.736830986
2011,3,Krabi,2.110915493
2011,4,Krabi,1.366150235
2011,5,Krabi,1.861478873
2011,6,Krabi,2.141032864
2011,7,Krabi,1.677253521
2011,8,Krabi,1.120140845
2011,9,Krabi,2.19129108
2011,10,Krabi,2.098967136
2011,11,Krabi,1.827535211
2011,12,Krabi,2.460962441
2012,1,Krabi,1.472887324
2012,2,Krabi,1.632230047
2012,3,Krabi,1.058521127
2012,4,Krabi,1.164107981
2012,5,Krabi,2.919694836
2012,6,Krabi,2.240492958
2012,7,Krabi,1.636737089
2012,8,Krabi,1.755258216
2012,9,Krabi,2.03258216
2012,10,Krabi,1.373615023
2012,11,Krabi,0.516244131
2012,12,Krabi,1.672793427
2013,1,Krabi,1.896901408
2013,2,Krabi,2.250680751
2013,3,Krabi,1.405352113
2013,4,Krabi,1.473474178
2013,5,Krabi,1.443826291
2013,6,Krabi,2.391995305
2013,7,Krabi,1.945399061
2013,8,Krabi,1.497957746
2013,9,Krabi,2.113450704
2013,10,Krabi,1.71129108
2013,11,Krabi,1.281713615
2013,12,Krabi,2.404577465
2014,1,Krabi,2.294037559
2014,2,Krabi,1.887887324
2014,3,Krabi,2.065985915
2014,4,Krabi,0.943521127
2014,5,Krabi,1.252253521
2014,6,Krabi,2.175938967
2014,7,Krabi,2.527253521
2014,8,Krabi,1.054366197
2014,9,Krabi,1.523638498
2014,10,Krabi,1.234413146
2014,11,Krabi,1.152981221
2014,12,Krabi,2.407206573
2015,1,Krabi,2.158943662
2015,2,Krabi,2.434342723
2015,3,Krabi,1.853122066
2015,4,Krabi,1.650938967
2015,5,Krabi,1.182276995
2015,6,Krabi,0.712394366
2015,7,Krabi,1.965915493
2015,8,Krabi,1.193967136
2015,9,Krabi,1.44657277
2015,10,Krabi,0.930985915
2015,11,Krabi,1.284084507
2015,12,Krabi,1.700892019
2016,1,Krabi,1.669929577
2016,2,Krabi,3.127535211
2016,3,Krabi,1.922394366
2016,4,Krabi,1.544812207
2016,5,Krabi,1.842276995
2016,6,Krabi,1.468732394
2016,7,Krabi,1.299671362
2016,8,Krabi,2.986220657
2016,9,Krabi,2.681995305
2016,10,Krabi,2.454225352
2016,11,Krabi,1.078262911
2016,12,Krabi,2.145046948
2017,1,Krabi,2.080798122
2017,2,Krabi,2.408075117
2017,3,Krabi,1.529953052
2017,4,Krabi,1.434483568
2017,5,Krabi,1.25943662
2017,6,Krabi,1.316361502
2017,7,Krabi,1.592934272
2017,8,Krabi,1.095140845
2017,9,Krabi,1.042112676
2017,10,Krabi,1.464131455
2017,11,Krabi,1.639366197
2017,12,Krabi,2.367253521
2018,1,Krabi,0.733802817
2018,2,Krabi,1.827934272
2018,3,Krabi,1.149295775
2018,4,Krabi,1.24084507
2018,5,Krabi,0.25258216
2018,6,Krabi,1.174647887
2018,7,Krabi,2.589201878
2018,8,Krabi,2.154694836
2018,9,Krabi,1.011502347
2018,10,Krabi,0.573943662
2018,11,Krabi,0.888262911
2018,12,Krabi,1.344131455
2019,1,Krabi,1.679107981
2019,2,Krabi,2.068779343
2019,3,Krabi,1.107042254
2019,4,Krabi,1.137089202
2019,5,Krabi,2.082629108
2019,6,Krabi,1.400234742
2019,7,Krabi,1.493192488
2019,8,Krabi,2.140140845
2019,9,Krabi,0.308685446
2019,10,Krabi,1.090610329
2019,11,Krabi,0.974413146
2019,12,Krabi,2.205164319
2020,1,Krabi,2.018309859
2020,2,Krabi,2.571830986
2020,3,Krabi,1.550938967
2020,4,Krabi,1.544366197
2020,5,Krabi,1.161502347
2020,6,Krabi,1.079577465
2020,7,Krabi,0.996948357
2020,8,Krabi,1.547183099
2020,9,Krabi,1.316901408
2020,10,Krabi,1.964319249
2020,11,Krabi,1.244131455
2020,12,Krabi,1.77629108
2021,1,Krabi,2.144835681
2021,2,Krabi,2.242018779
2021,3,Krabi,1.775821596
2021,4,Krabi,1.413615023
2021,5,Krabi,1.468544601
2021,6,Krabi,1.6157277
2021,7,Krabi,2.010328638
2021,8,Krabi,1.720892019
2021,9,Krabi,1.370892019
2021,10,Krabi,1.691784038
2021,11,Krabi,1.151877934
2021,12,Krabi,2.145070423
2022,1,Krabi,1.841549296
2022,2,Krabi,2.007276995
2022,3,Krabi,1.125117371
2022,4,Krabi,1.176525822
2022,5,Krabi,1.931455399
2022,6,Krabi,1.174178404
2022,7,Krabi,1.715492958
2022,8,Krabi,1.40258216
2022,9,Krabi,1.79084507
2022,10,Krabi,1.215492958
2022,11,Krabi,1.049530516
2022,12,Krabi,2.048826291
2003,1,Lampang,0.861962264
2003,2,Lampang,0.883251572
2003,3,Lampang,1.21736478
2003,4,Lampang,1.280628931
2003,5,Lampang,1.290949686
2003,6,Lampang,1.427496855
2003,7,Lampang,1.28127044
2003,8,Lampang,1.191037736
2003,9,Lampang,0.925081761
2003,10,Lampang,0.993949686
2003,11,Lampang,0.846295597
2003,12,Lampang,0.963383648
2004,1,Lampang,0.896427673
2004,2,Lampang,1.271496855
2004,3,Lampang,1.491396226
2004,4,Lampang,1.408641509
2004,5,Lampang,1.588553459
2004,6,Lampang,1.556603774
2004,7,Lampang,1.571691824
2004,8,Lampang,1.565050314
2004,9,Lampang,1.15754717
2004,10,Lampang,1.22572956
2004,11,Lampang,1.145685535
2004,12,Lampang,1.109301887
2005,1,Lampang,1.184924528
2005,2,Lampang,1.40227673
2005,3,Lampang,1.43090566
2005,4,Lampang,1.289477987
2005,5,Lampang,1.383496855
2005,6,Lampang,1.80127044
2005,7,Lampang,1.620591195
2005,8,Lampang,1.772685535
2005,9,Lampang,1.387358491
2005,10,Lampang,1.186383648
2005,11,Lampang,1.134610063
2005,12,Lampang,1.194113208
2006,1,Lampang,1.054798742
2006,2,Lampang,1.254566038
2006,3,Lampang,1.434012579
2006,4,Lampang,1.402710692
2006,5,Lampang,1.560308176
2006,6,Lampang,1.445484277
2006,7,Lampang,1.556427673
2006,8,Lampang,1.258924528
2006,9,Lampang,1.035949686
2006,10,Lampang,0.988050314
2006,11,Lampang,0.853811321
2006,12,Lampang,1.073320755
2007,1,Lampang,1.115050314
2007,2,Lampang,1.112924528
2007,3,Lampang,1.445371069
2007,4,Lampang,1.337578616
2007,5,Lampang,1.391106918
2007,6,Lampang,1.172559748
2007,7,Lampang,1.379660377
2007,8,Lampang,1.140119497
2007,9,Lampang,1.044968553
2007,10,Lampang,1.106880503
2007,11,Lampang,1.242396226
2007,12,Lampang,0.89872956
2008,1,Lampang,0.942893082
2008,2,Lampang,1.175295597
2008,3,Lampang,1.265584906
2008,4,Lampang,1.266238994
2008,5,Lampang,1.464245283
2008,6,Lampang,1.469018868
2008,7,Lampang,1.583314465
2008,8,Lampang,1.312597484
2008,9,Lampang,1.075389937
2008,10,Lampang,0.906710692
2008,11,Lampang,1.18772956
2008,12,Lampang,0.90972327
2009,1,Lampang,1.124679245
2009,2,Lampang,1.057660377
2009,3,Lampang,1.31454717
2009,4,Lampang,1.451685535
2009,5,Lampang,1.332251572
2009,6,Lampang,1.667245283
2009,7,Lampang,1.732792453
2009,8,Lampang,1.158301887
2009,9,Lampang,1.075371069
2009,10,Lampang,0.914465409
2009,11,Lampang,1.103566038
2009,12,Lampang,0.82027673
2010,1,Lampang,0.776685535
2010,2,Lampang,1.173352201
2010,3,Lampang,1.305823899
2010,4,Lampang,1.641716981
2010,5,Lampang,1.517044025
2010,6,Lampang,1.324823899
2010,7,Lampang,1.318899371
2010,8,Lampang,1.176591195
2010,9,Lampang,1.044805031
2010,10,Lampang,1.155081761
2010,11,Lampang,1.205471698
2010,12,Lampang,0.981949686
2011,1,Lampang,1.18809434
2011,2,Lampang,0.992484277
2011,3,Lampang,1.219238994
2011,4,Lampang,0.926779874
2011,5,Lampang,1.170358491
2011,6,Lampang,1.578075472
2011,7,Lampang,1.444345912
2011,8,Lampang,1.254465409
2011,9,Lampang,1.21609434
2011,10,Lampang,0.928962264
2011,11,Lampang,0.860522013
2011,12,Lampang,1.039396226
2012,1,Lampang,0.850018868
2012,2,Lampang,1.19781761
2012,3,Lampang,1.296962264
2012,4,Lampang,1.33018239
2012,5,Lampang,1.287377358
2012,6,Lampang,1.698993711
2012,7,Lampang,1.657849057
2012,8,Lampang,1.349610063
2012,9,Lampang,0.988157233
2012,10,Lampang,0.857031447
2012,11,Lampang,0.755509434
2012,12,Lampang,0.754849057
2013,1,Lampang,0.964163522
2013,2,Lampang,0.810213836
2013,3,Lampang,1.260402516
2013,4,Lampang,1.517698113
2013,5,Lampang,1.372018868
2013,6,Lampang,1.411012579
2013,7,Lampang,1.503591195
2013,8,Lampang,1.346301887
2013,9,Lampang,1.119377358
2013,10,Lampang,1.012597484
2013,11,Lampang,0.960899371
2013,12,Lampang,1.089698113
2014,1,Lampang,0.951974843
2014,2,Lampang,1.147245283
2014,3,Lampang,1.480012579
2014,4,Lampang,1.182144654
2014,5,Lampang,1.222515723
2014,6,Lampang,1.46863522
2014,7,Lampang,1.38672327
2014,8,Lampang,1.241742138
2014,9,Lampang,1.050874214
2014,10,Lampang,0.848924528
2014,11,Lampang,0.816522013
2014,12,Lampang,0.979471698
2015,1,Lampang,0.920962264
2015,2,Lampang,1.070194969
2015,3,Lampang,1.214069182
2015,4,Lampang,1.257245283
2015,5,Lampang,1.432654088
2015,6,Lampang,1.334735849
2015,7,Lampang,1.62181761
2015,8,Lampang,1.232207547
2015,9,Lampang,1.157
2015,10,Lampang,0.910037736
2015,11,Lampang,0.801974843
2015,12,Lampang,0.814968553
2016,1,Lampang,1.044981132
2016,2,Lampang,1.14281761
2016,3,Lampang,1.379522013
2016,4,Lampang,1.808962264
2016,5,Lampang,1.571742138
2016,6,Lampang,1.167396226
2016,7,Lampang,1.34063522
2016,8,Lampang,1.224264151
2016,9,Lampang,0.94618239
2016,10,Lampang,0.829704403
2016,11,Lampang,0.826880503
2016,12,Lampang,0.930641509
2017,1,Lampang,0.75491195
2017,2,Lampang,1.166283019
2017,3,Lampang,1.517012579
2017,4,Lampang,1.366943396
2017,5,Lampang,1.267779874
2017,6,Lampang,1.371660377
2017,7,Lampang,1.296163522
2017,8,Lampang,1.184855346
2017,9,Lampang,1.012962264
2017,10,Lampang,0.924119497
2017,11,Lampang,1.038352201
2017,12,Lampang,1.139069182
2018,1,Lampang,0.368050314
2018,2,Lampang,0.567169811
2018,3,Lampang,0.719811321
2018,4,Lampang,0.730880503
2018,5,Lampang,0.541823899
2018,6,Lampang,1.077672956
2018,7,Lampang,1.166415094
2018,8,Lampang,1.012641509
2018,9,Lampang,0.36836478
2018,10,Lampang,0.32591195
2018,11,Lampang,0.388867925
2018,12,Lampang,0.34754717
2019,1,Lampang,0.510628931
2019,2,Lampang,0.656603774
2019,3,Lampang,1.073962264
2019,4,Lampang,1.248238994
2019,5,Lampang,1.554150943
2019,6,Lampang,1.43163522
2019,7,Lampang,1.395345912
2019,8,Lampang,0.950377358
2019,9,Lampang,0.564968553
2019,10,Lampang,0.632767296
2019,11,Lampang,0.499056604
2019,12,Lampang,0.675408805
2020,1,Lampang,0.971949686
2020,2,Lampang,1.293207547
2020,3,Lampang,1.492201258
2020,4,Lampang,1.503647799
2020,5,Lampang,1.40918239
2020,6,Lampang,1.293836478
2020,7,Lampang,1.233459119
2020,8,Lampang,1.177861635
2020,9,Lampang,1.132893082
2020,10,Lampang,1.191069182
2020,11,Lampang,1.068301887
2020,12,Lampang,0.969622642
2021,1,Lampang,1.113647799
2021,2,Lampang,1.084591195
2021,3,Lampang,1.21081761
2021,4,Lampang,0.83672956
2021,5,Lampang,1.223459119
2021,6,Lampang,1.471509434
2021,7,Lampang,1.27
2021,8,Lampang,1.147861635
2021,9,Lampang,1.008930818
2021,10,Lampang,0.976352201
2021,11,Lampang,0.895786164
2021,12,Lampang,0.993647799
2022,1,Lampang,0.871320755
2022,2,Lampang,1.056666667
2022,3,Lampang,1.136792453
2022,4,Lampang,1.092012579
2022,5,Lampang,1.323396226
2022,6,Lampang,1.429119497
2022,7,Lampang,0.980314465
2022,8,Lampang,1.181761006
2022,9,Lampang,0.926666667
2022,10,Lampang,1.03163522
2022,11,Lampang,0.821257862
2022,12,Lampang,0.944213836
2003,1,Lamphun,0.811048387
2003,2,Lamphun,0.825362903
2003,3,Lamphun,1.174294355
2003,4,Lamphun,1.188508065
2003,5,Lamphun,1.305846774
2003,6,Lamphun,1.373205645
2003,7,Lamphun,1.232439516
2003,8,Lamphun,1.128387097
2003,9,Lamphun,0.913850806
2003,10,Lamphun,0.888084677
2003,11,Lamphun,0.793951613
2003,12,Lamphun,0.964959677
2004,1,Lamphun,0.873548387
2004,2,Lamphun,1.160705645
2004,3,Lamphun,1.421854839
2004,4,Lamphun,1.473427419
2004,5,Lamphun,1.551431452
2004,6,Lamphun,1.531451613
2004,7,Lamphun,1.481229839
2004,8,Lamphun,1.513104839
2004,9,Lamphun,1.082943548
2004,10,Lamphun,1.113467742
2004,11,Lamphun,1.057217742
2004,12,Lamphun,1.076633065
2005,1,Lamphun,1.181592742
2005,2,Lamphun,1.313427419
2005,3,Lamphun,1.41125
2005,4,Lamphun,1.243165323
2005,5,Lamphun,1.367439516
2005,6,Lamphun,1.626875
2005,7,Lamphun,1.591068548
2005,8,Lamphun,1.669737903
2005,9,Lamphun,1.279959677
2005,10,Lamphun,1.055584677
2005,11,Lamphun,1.057298387
2005,12,Lamphun,1.140100806
2006,1,Lamphun,1.002862903
2006,2,Lamphun,1.195826613
2006,3,Lamphun,1.421673387
2006,4,Lamphun,1.300443548
2006,5,Lamphun,1.516915323
2006,6,Lamphun,1.430181452
2006,7,Lamphun,1.482560484
2006,8,Lamphun,1.254818548
2006,9,Lamphun,0.995846774
2006,10,Lamphun,0.886895161
2006,11,Lamphun,0.845403226
2006,12,Lamphun,1.058568548
2007,1,Lamphun,1.065604839
2007,2,Lamphun,1.085967742
2007,3,Lamphun,1.361270161
2007,4,Lamphun,1.265342742
2007,5,Lamphun,1.441834677
2007,6,Lamphun,1.127197581
2007,7,Lamphun,1.324596774
2007,8,Lamphun,1.107923387
2007,9,Lamphun,0.984697581
2007,10,Lamphun,1.047278226
2007,11,Lamphun,1.201431452
2007,12,Lamphun,0.882600806
2008,1,Lamphun,0.920443548
2008,2,Lamphun,1.071068548
2008,3,Lamphun,1.30046371
2008,4,Lamphun,1.196915323
2008,5,Lamphun,1.486552419
2008,6,Lamphun,1.346471774
2008,7,Lamphun,1.503044355
2008,8,Lamphun,1.203487903
2008,9,Lamphun,1.026229839
2008,10,Lamphun,0.799879032
2008,11,Lamphun,1.129979839
2008,12,Lamphun,0.925483871
2009,1,Lamphun,1.099697581
2009,2,Lamphun,0.94046371
2009,3,Lamphun,1.207137097
2009,4,Lamphun,1.391653226
2009,5,Lamphun,1.303165323
2009,6,Lamphun,1.542379032
2009,7,Lamphun,1.680040323
2009,8,Lamphun,1.089052419
2009,9,Lamphun,1.063366935
2009,10,Lamphun,0.857096774
2009,11,Lamphun,1.051875
2009,12,Lamphun,0.815967742
2010,1,Lamphun,0.755967742
2010,2,Lamphun,1.061653226
2010,3,Lamphun,1.237822581
2010,4,Lamphun,1.521008065
2010,5,Lamphun,1.491189516
2010,6,Lamphun,1.221572581
2010,7,Lamphun,1.208689516
2010,8,Lamphun,1.05233871
2010,9,Lamphun,0.969254032
2010,10,Lamphun,1.09
2010,11,Lamphun,1.134435484
2010,12,Lamphun,0.966169355
2011,1,Lamphun,1.135100806
2011,2,Lamphun,0.928447581
2011,3,Lamphun,1.171048387
2011,4,Lamphun,0.891875
2011,5,Lamphun,1.200967742
2011,6,Lamphun,1.482862903
2011,7,Lamphun,1.373225806
2011,8,Lamphun,1.207016129
2011,9,Lamphun,1.213225806
2011,10,Lamphun,0.866471774
2011,11,Lamphun,0.796149194
2011,12,Lamphun,1.062721774
2012,1,Lamphun,0.815645161
2012,2,Lamphun,1.121108871
2012,3,Lamphun,1.252943548
2012,4,Lamphun,1.291774194
2012,5,Lamphun,1.28328629
2012,6,Lamphun,1.607983871
2012,7,Lamphun,1.55546371
2012,8,Lamphun,1.281875
2012,9,Lamphun,0.972358871
2012,10,Lamphun,0.760907258
2012,11,Lamphun,0.665322581
2012,12,Lamphun,0.731854839
2013,1,Lamphun,0.925987903
2013,2,Lamphun,0.738387097
2013,3,Lamphun,1.2125
2013,4,Lamphun,1.433447581
2013,5,Lamphun,1.363387097
2013,6,Lamphun,1.317419355
2013,7,Lamphun,1.444919355
2013,8,Lamphun,1.25983871
2013,9,Lamphun,1.044677419
2013,10,Lamphun,0.905967742
2013,11,Lamphun,0.906169355
2013,12,Lamphun,1.08546371
2014,1,Lamphun,0.954778226
2014,2,Lamphun,0.985383065
2014,3,Lamphun,1.384556452
2014,4,Lamphun,1.122681452
2014,5,Lamphun,1.208548387
2014,6,Lamphun,1.369092742
2014,7,Lamphun,1.355625
2014,8,Lamphun,1.160504032
2014,9,Lamphun,0.995866935
2014,10,Lamphun,0.77016129
2014,11,Lamphun,0.759697581
2014,12,Lamphun,0.960080645
2015,1,Lamphun,0.843306452
2015,2,Lamphun,0.976048387
2015,3,Lamphun,1.130564516
2015,4,Lamphun,1.203951613
2015,5,Lamphun,1.41733871
2015,6,Lamphun,1.229858871
2015,7,Lamphun,1.538427419
2015,8,Lamphun,1.125221774
2015,9,Lamphun,1.096028226
2015,10,Lamphun,0.797520161
2015,11,Lamphun,0.741693548
2015,12,Lamphun,0.760302419
2016,1,Lamphun,1.006391129
2016,2,Lamphun,1.035604839
2016,3,Lamphun,1.292842742
2016,4,Lamphun,1.727641129
2016,5,Lamphun,1.582802419
2016,6,Lamphun,1.046935484
2016,7,Lamphun,1.249153226
2016,8,Lamphun,1.140665323
2016,9,Lamphun,0.877741935
2016,10,Lamphun,0.738830645
2016,11,Lamphun,0.772258065
2016,12,Lamphun,0.919959677
2017,1,Lamphun,0.744899194
2017,2,Lamphun,1.063608871
2017,3,Lamphun,1.393487903
2017,4,Lamphun,1.259899194
2017,5,Lamphun,1.22108871
2017,6,Lamphun,1.246290323
2017,7,Lamphun,1.208931452
2017,8,Lamphun,1.050887097
2017,9,Lamphun,0.915403226
2017,10,Lamphun,0.812721774
2017,11,Lamphun,0.962822581
2017,12,Lamphun,1.104435484
2018,1,Lamphun,0.293145161
2018,2,Lamphun,0.487096774
2018,3,Lamphun,0.725201613
2018,4,Lamphun,0.647983871
2018,5,Lamphun,0.510282258
2018,6,Lamphun,1.0375
2018,7,Lamphun,1.13608871
2018,8,Lamphun,0.923790323
2018,9,Lamphun,0.360887097
2018,10,Lamphun,0.224798387
2018,11,Lamphun,0.319959677
2018,12,Lamphun,0.267540323
2019,1,Lamphun,0.421169355
2019,2,Lamphun,0.625
2019,3,Lamphun,1.092943548
2019,4,Lamphun,1.095967742
2019,5,Lamphun,1.481653226
2019,6,Lamphun,1.282862903
2019,7,Lamphun,1.388709677
2019,8,Lamphun,0.865322581
2019,9,Lamphun,0.552016129
2019,10,Lamphun,0.502620968
2019,11,Lamphun,0.405443548
2019,12,Lamphun,0.607459677
2020,1,Lamphun,0.936491935
2020,2,Lamphun,1.16733871
2020,3,Lamphun,1.359274194
2020,4,Lamphun,1.380645161
2020,5,Lamphun,1.297580645
2020,6,Lamphun,1.191532258
2020,7,Lamphun,1.168951613
2020,8,Lamphun,1.082459677
2020,9,Lamphun,0.987903226
2020,10,Lamphun,0.972983871
2020,11,Lamphun,1.021370968
2020,12,Lamphun,0.930040323
2021,1,Lamphun,1.053427419
2021,2,Lamphun,0.973185484
2021,3,Lamphun,1.080846774
2021,4,Lamphun,0.833870968
2021,5,Lamphun,1.22358871
2021,6,Lamphun,1.393548387
2021,7,Lamphun,1.194959677
2021,8,Lamphun,1.031048387
2021,9,Lamphun,0.925201613
2021,10,Lamphun,0.817137097
2021,11,Lamphun,0.807862903
2021,12,Lamphun,0.913508065
2022,1,Lamphun,0.803024194
2022,2,Lamphun,1.005241935
2022,3,Lamphun,1.009274194
2022,4,Lamphun,1.071774194
2022,5,Lamphun,1.331854839
2022,6,Lamphun,1.308669355
2022,7,Lamphun,0.965725806
2022,8,Lamphun,1.100403226
2022,9,Lamphun,0.835887097
2022,10,Lamphun,0.940725806
2022,11,Lamphun,0.778629032
2022,12,Lamphun,0.889919355
2003,1,Loei,1.207321429
2003,2,Loei,0.931285714
2003,3,Loei,1.3559375
2003,4,Loei,1.57725
2003,5,Loei,1.420392857
2003,6,Loei,1.6641875
2003,7,Loei,1.401776786
2003,8,Loei,1.3704375
2003,9,Loei,1.000008929
2003,10,Loei,1.595053571
2003,11,Loei,1.04475
2003,12,Loei,1.524205357
2004,1,Loei,1.139892857
2004,2,Loei,1.455116071
2004,3,Loei,1.587517857
2004,4,Loei,1.530017857
2004,5,Loei,1.655410714
2004,6,Loei,1.921571429
2004,7,Loei,1.451008929
2004,8,Loei,1.614223214
2004,9,Loei,1.279446429
2004,10,Loei,1.615366071
2004,11,Loei,1.4555
2004,12,Loei,1.364883929
2005,1,Loei,1.271125
2005,2,Loei,1.607553571
2005,3,Loei,1.741276786
2005,4,Loei,1.610758929
2005,5,Loei,1.629598214
2005,6,Loei,1.947732143
2005,7,Loei,1.690428571
2005,8,Loei,1.809669643
2005,9,Loei,1.224160714
2005,10,Loei,1.678625
2005,11,Loei,1.172928571
2005,12,Loei,1.583223214
2006,1,Loei,1.299160714
2006,2,Loei,1.529616071
2006,3,Loei,1.405633929
2006,4,Loei,1.643991071
2006,5,Loei,1.665473214
2006,6,Loei,1.539964286
2006,7,Loei,1.871669643
2006,8,Loei,1.346044643
2006,9,Loei,1.130776786
2006,10,Loei,1.258517857
2006,11,Loei,0.914196429
2006,12,Loei,1.480357143
2007,1,Loei,1.449276786
2007,2,Loei,1.340732143
2007,3,Loei,1.529553571
2007,4,Loei,1.597044643
2007,5,Loei,1.513160714
2007,6,Loei,1.354116071
2007,7,Loei,1.375821429
2007,8,Loei,1.207910714
2007,9,Loei,1.066339286
2007,10,Loei,1.419696429
2007,11,Loei,1.581482143
2007,12,Loei,1.165419643
2008,1,Loei,1.182107143
2008,2,Loei,1.522741071
2008,3,Loei,1.336419643
2008,4,Loei,1.372776786
2008,5,Loei,1.591955357
2008,6,Loei,1.630982143
2008,7,Loei,1.705080357
2008,8,Loei,1.457482143
2008,9,Loei,1.156955357
2008,10,Loei,1.152741071
2008,11,Loei,1.371803571
2008,12,Loei,1.200848214
2009,1,Loei,1.418946429
2009,2,Loei,1.274178571
2009,3,Loei,1.457991071
2009,4,Loei,1.636026786
2009,5,Loei,1.4629375
2009,6,Loei,1.858803571
2009,7,Loei,1.846473214
2009,8,Loei,1.202848214
2009,9,Loei,1.059160714
2009,10,Loei,0.989964286
2009,11,Loei,1.307133929
2009,12,Loei,0.871866071
2010,1,Loei,0.865866071
2010,2,Loei,1.320428571
2010,3,Loei,1.751892857
2010,4,Loei,1.870714286
2010,5,Loei,1.5865
2010,6,Loei,1.524732143
2010,7,Loei,1.443026786
2010,8,Loei,1.193196429
2010,9,Loei,1.052633929
2010,10,Loei,1.3425
2010,11,Loei,1.231116071
2010,12,Loei,1.150035714
2011,1,Loei,1.429607143
2011,2,Loei,1.198776786
2011,3,Loei,1.701696429
2011,4,Loei,1.282017857
2011,5,Loei,1.373142857
2011,6,Loei,1.753071429
2011,7,Loei,1.6750625
2011,8,Loei,1.278803571
2011,9,Loei,1.173482143
2011,10,Loei,1.180598214
2011,11,Loei,1.064258929
2011,12,Loei,1.462794643
2012,1,Loei,1.1071875
2012,2,Loei,1.305910714
2012,3,Loei,1.582732143
2012,4,Loei,1.568767857
2012,5,Loei,1.435321429
2012,6,Loei,1.9730625
2012,7,Loei,1.953035714
2012,8,Loei,1.635580357
2012,9,Loei,1.150294643
2012,10,Loei,1.1210625
2012,11,Loei,0.744910714
2012,12,Loei,1.017910714
2013,1,Loei,1.111714286
2013,2,Loei,1.257455357
2013,3,Loei,1.618428571
2013,4,Loei,1.795973214
2013,5,Loei,1.531642857
2013,6,Loei,1.491410714
2013,7,Loei,1.517991071
2013,8,Loei,1.532267857
2013,9,Loei,1.133571429
2013,10,Loei,1.314125
2013,11,Loei,1.297151786
2013,12,Loei,1.387410714
2014,1,Loei,1.318330357
2014,2,Loei,1.4803125
2014,3,Loei,1.714642857
2014,4,Loei,1.4915625
2014,5,Loei,1.437919643
2014,6,Loei,1.768392857
2014,7,Loei,1.547330357
2014,8,Loei,1.314785714
2014,9,Loei,1.169910714
2014,10,Loei,1.098026786
2014,11,Loei,0.9234375
2014,12,Loei,1.402982143
2015,1,Loei,1.344625
2015,2,Loei,1.296517857
