year,month,province,ws
2023,11,Kanchanaburi,0.7662753468516542
2023,12,Kanchanaburi,0.9259338313767342
2023,1,Khon Kaen,1.819423076923077
2023,2,Khon Kaen,1.7121153846153847
2023,3,Khon Kaen,1.7196153846153848
2023,4,Khon Kaen,1.7407692307692308
2023,5,Khon Kaen,1.3701923076923077
2023,6,Khon Kaen,1.4363461538461535
2023,7,Khon Kaen,1.3240384615384615
2023,8,Khon Kaen,1.6405769230769232
2023,9,Khon Kaen,1.2765384615384616
2023,10,Khon Kaen,1.115576923076923
2023,11,Khon Kaen,1.4521153846153847
2023,12,Khon Kaen,1.6971153846153846
2023,1,Krabi,1.7574468085106385
2023,2,Krabi,2.15531914893617
2023,3,Krabi,2.060851063829787
2023,4,Krabi,1.688936170212766
2023,5,Krabi,2.016170212765957
2023,6,Krabi,1.78468085106383
2023,7,Krabi,2.3063829787234043
2023,8,Krabi,2.120851063829788
2023,9,Krabi,1.4791489361702128
2023,10,Krabi,1.2153191489361703
2023,11,Krabi,1.534468085106383
2023,12,Krabi,2.12
2023,1,Lampang,1.0505709624796085
2023,2,Lampang,1.0381729200652527
2023,3,Lampang,1.168352365415987
2023,4,Lampang,1.4275693311582385
2023,5,Lampang,1.4261011419249592
2023,6,Lampang,1.5190864600326266
2023,7,Lampang,1.466557911908646
2023,8,Lampang,1.5306688417618273
2023,9,Lampang,1.041272430668842
2023,10,Lampang,0.7752039151712888
2023,11,Lampang,0.9626427406199022
2023,12,Lampang,0.8624796084828712
2023,1,Lamphun,1.0004524886877828
2023,2,Lamphun,1.0149321266968323
2023,3,Lamphun,1.169683257918552
2023,4,Lamphun,1.3230769230769233
2023,5,Lamphun,1.4398190045248869
2023,6,Lamphun,1.386425339366516
2023,7,Lamphun,1.467420814479638
2023,8,Lamphun,1.4493212669683255
2023,9,Lamphun,0.981447963800905
2023,10,Lamphun,0.6723981900452488
2023,11,Lamphun,0.9063348416289592
2023,12,Lamphun,0.8285067873303168
2023,1,Loei,1.3927063339731287
2023,2,Loei,1.579654510556622
2023,3,Loei,1.6833013435700577
2023,4,Loei,1.8408829174664108
2023,5,Loei,1.7276391554702497
2023,6,Loei,1.4967370441458734
2023,7,Loei,1.6385796545105566
2023,8,Loei,1.4948176583493284
2023,9,Loei,1.1368522072936662
2023,10,Loei,1.0825335892514396
2023,11,Loei,1.2107485604606525
2023,12,Loei,1.3380038387715931
2023,1,Lop Buri,1.871069182389937
2023,2,Lop Buri,1.3418238993710692
2023,3,Lop Buri,1.4182389937106918
2023,4,Lop Buri,1.2937106918238994
2023,5,Lop Buri,0.6704402515723271
2023,6,Lop Buri,1.0754716981132075
2023,7,Lop Buri,0.990880503144654
2023,8,Lop Buri,1.4364779874213838
2023,9,Lop Buri,1.158490566037736
2023,10,Lop Buri,0.8808176100628932
2023,11,Lop Buri,1.041509433962264
2023,12,Lop Buri,1.2525157232704405
2023,1,Mae Hong Son,0.9763866877971474
2023,2,Mae Hong Son,1.0806656101426306
2023,3,Mae Hong Son,1.012678288431062
2023,4,Mae Hong Son,1.2229793977812995
2023,5,Mae Hong Son,1.4256735340729
2023,6,Mae Hong Son,1.336608557844691
2023,7,Mae Hong Son,1.3038034865293189
2023,8,Mae Hong Son,1.5175911251980982
2023,9,Mae Hong Son,1.0806656101426306
2023,10,Mae Hong Son,0.8968304278922345
2023,11,Mae Hong Son,1.007448494453249
2023,12,Mae Hong Son,0.8599049128367671
2023,1,Maha Sarakham,2.207720588235294
2023,2,Maha Sarakham,1.903308823529412
2023,3,Maha Sarakham,1.9867647058823528
2023,4,Maha Sarakham,1.7889705882352942
2023,5,Maha Sarakham,1.352573529411765
2023,6,Maha Sarakham,1.4452205882352942
2023,7,Maha Sarakham,1.272426470588235
2023,8,Maha Sarakham,1.7386029411764707
2023,9,Maha Sarakham,1.4029411764705884
2023,10,Maha Sarakham,1.254044117647059
2023,11,Maha Sarakham,1.6599264705882353
2023,12,Maha Sarakham,1.9216911764705884
2023,1,Mukdahan,2.3517412935323385
2023,2,Mukdahan,2.0432835820895523
2023,3,Mukdahan,1.980597014925373
2023,4,Mukdahan,1.9169154228855725
2023,5,Mukdahan,1.6577114427860695
2023,6,Mukdahan,1.6378109452736318
2023,7,Mukdahan,1.2601990049751244
2023,8,Mukdahan,1.7597014925373131
2023,9,Mukdahan,1.2059701492537314
2023,10,Mukdahan,1.2880597014925377
2023,11,Mukdahan,1.5965174129353237
2023,12,Mukdahan,1.8611940298507463
2023,1,Nakhon Nayok,1.4650943396226417
2023,2,Nakhon Nayok,1.2867924528301888
2023,3,Nakhon Nayok,1.2764150943396229
2023,4,Nakhon Nayok,1.2018867924528305
2023,5,Nakhon Nayok,1.009433962264151
2023,6,Nakhon Nayok,1.2254716981132077
2023,7,Nakhon Nayok,1.6141509433962264
2023,8,Nakhon Nayok,1.340566037735849
2023,9,Nakhon Nayok,1.019811320754717
2023,10,Nakhon Nayok,0.8198113207547171
2023,11,Nakhon Nayok,0.9349056603773586
2023,12,Nakhon Nayok,1.191509433962264
2023,1,Nakhon Pathom,1.31078431372549
2023,2,Nakhon Pathom,0.8470588235294119
2023,3,Nakhon Pathom,0.7843137254901961
2023,4,Nakhon Pathom,1.0558823529411765
2023,5,Nakhon Pathom,1.2137254901960783
2023,6,Nakhon Pathom,1.1392156862745098
2023,7,Nakhon Pathom,1.6019607843137256
2023,8,Nakhon Pathom,1.5343137254901962
2023,9,Nakhon Pathom,1.0352941176470587
2023,10,Nakhon Pathom,0.842156862745098
2023,11,Nakhon Pathom,0.8303921568627451
2023,12,Nakhon Pathom,0.9627450980392156
2023,1,Nakhon Phanom,1.6829710144927537
2023,2,Nakhon Phanom,1.6681159420289855
2023,3,Nakhon Phanom,1.8213768115942028
2023,4,Nakhon Phanom,1.8684782608695647
2023,5,Nakhon Phanom,1.7173913043478262
2023,6,Nakhon Phanom,1.5119565217391304
