year,month,province,tmax
2023,3,Maha Sarakham,35.055514705882345
2023,4,Maha Sarakham,38.159558823529416
2023,5,Maha Sarakham,36.03382352941177
2023,6,Maha Sarakham,33.8452205882353
2023,7,Maha Sarakham,33.295220588235296
2023,8,Maha Sarakham,33.04705882352942
2023,9,Maha Sarakham,31.64889705882352
2023,10,Maha Sarakham,32.424632352941174
2023,11,Maha Sarakham,32.17536764705882
2023,12,Maha Sarakham,31.519117647058827
2023,1,Mukdahan,28.274129353233832
2023,2,Mukdahan,32.79253731343284
2023,3,Mukdahan,34.91990049751244
2023,4,Mukdahan,37.245771144278606
2023,5,Mukdahan,35.51343283582089
2023,6,Mukdahan,32.47562189054726
2023,7,Mukdahan,32.17860696517413
2023,8,Mukdahan,31.694527363184083
2023,9,Mukdahan,31.123880597014924
2023,10,Mukdahan,32.189552238805966
2023,11,Mukdahan,31.66716417910448
2023,12,Mukdahan,30.67512437810945
2023,1,Nakhon Nayok,30.5
2023,2,Nakhon Nayok,32.94245283018868
2023,3,Nakhon Nayok,34.15188679245283
2023,4,Nakhon Nayok,35.64245283018868
2023,5,Nakhon Nayok,35.28867924528302
2023,6,Nakhon Nayok,33.85
2023,7,Nakhon Nayok,32.950943396226414
2023,8,Nakhon Nayok,32.300943396226415
2023,9,Nakhon Nayok,31.85377358490566
2023,10,Nakhon Nayok,31.81698113207548
2023,11,Nakhon Nayok,31.514150943396228
2023,12,Nakhon Nayok,31.7811320754717
2023,1,Nakhon Pathom,31.46274509803921
2023,2,Nakhon Pathom,32.97843137254902
2023,3,Nakhon Pathom,34.34803921568628
2023,4,Nakhon Pathom,36.54117647058824
2023,5,Nakhon Pathom,36.47058823529412
2023,6,Nakhon Pathom,34.64019607843137
2023,7,Nakhon Pathom,33.897058823529406
2023,8,Nakhon Pathom,34.24901960784314
2023,9,Nakhon Pathom,32.983333333333334
2023,10,Nakhon Pathom,32.59215686274509
2023,11,Nakhon Pathom,32.2686274509804
2023,12,Nakhon Pathom,32.81372549019608
2023,1,Nakhon Phanom,28.006884057971018
2023,2,Nakhon Phanom,31.636594202898547
2023,3,Nakhon Phanom,34.05760869565217
2023,4,Nakhon Phanom,36.572463768115945
2023,5,Nakhon Phanom,35.822463768115945
2023,6,Nakhon Phanom,32.83260869565217
2023,7,Nakhon Phanom,32.265942028985506
2023,8,Nakhon Phanom,31.617028985507243
2023,9,Nakhon Phanom,31.32427536231884
2023,10,Nakhon Phanom,32.29855072463768
2023,11,Nakhon Phanom,31.44202898550725
2023,12,Nakhon Phanom,30.04492753623188
2023,1,Nakhon Ratchasima,29.44428997020854
2023,2,Nakhon Ratchasima,33.156504468718964
2023,3,Nakhon Ratchasima,34.82333664349553
2023,4,Nakhon Ratchasima,36.96732869910626
2023,5,Nakhon Ratchasima,35.16941410129096
2023,6,Nakhon Ratchasima,33.99175769612711
2023,7,Nakhon Ratchasima,33.22095332671301
2023,8,Nakhon Ratchasima,32.94627606752731
2023,9,Nakhon Ratchasima,31.59523336643496
2023,10,Nakhon Ratchasima,31.58351539225422
2023,11,Nakhon Ratchasima,31.266732869910623
2023,12,Nakhon Ratchasima,31.18480635551142
2023,1,Nakhon Sawan,31.225324675324675
2023,2,Nakhon Sawan,33.52900432900433
2023,3,Nakhon Sawan,35.58961038961039
2023,4,Nakhon Sawan,38.29329004329005
2023,5,Nakhon Sawan,36.11948051948052
2023,6,Nakhon Sawan,34.91969696969697
2023,7,Nakhon Sawan,33.89848484848485
2023,8,Nakhon Sawan,33.57424242424243
2023,9,Nakhon Sawan,32.38181818181818
2023,10,Nakhon Sawan,32.70822510822511
2023,11,Nakhon Sawan,32.86774891774892
2023,12,Nakhon Sawan,33.0987012987013
2023,1,Nakhon Si Thammarat,31.128936170212768
2023,2,Nakhon Si Thammarat,32.3931914893617
2023,3,Nakhon Si Thammarat,33.41489361702128
2023,4,Nakhon Si Thammarat,35.03553191489362
2023,5,Nakhon Si Thammarat,34.32276595744681
2023,6,Nakhon Si Thammarat,33.3704255319149
2023,7,Nakhon Si Thammarat,33.07148936170213
2023,8,Nakhon Si Thammarat,33.21021276595744
2023,9,Nakhon Si Thammarat,32.16531914893617
2023,10,Nakhon Si Thammarat,32.09170212765957
2023,11,Nakhon Si Thammarat,30.809787234042552
2023,12,Nakhon Si Thammarat,31.32468085106383
2023,1,Nan,28.78140703517588
2023,2,Nan,31.946901172529312
2023,3,Nan,33.425795644891124
2023,4,Nan,36.31909547738694
2023,5,Nan,34.50837520938023
2023,6,Nan,32.38844221105528
2023,7,Nan,31.749413735343385
2023,8,Nan,30.81105527638191
2023,9,Nan,31.08458961474037
2023,10,Nan,31.307035175879395
2023,11,Nan,30.659296482412056
2023,12,Nan,30.38425460636516
2023,1,Narathiwat,29.75358851674641
2023,2,Narathiwat,30.544497607655504
2023,3,Narathiwat,31.382775119617225
2023,4,Narathiwat,33.169377990430625
2023,5,Narathiwat,33.420095693779906
2023,6,Narathiwat,32.67799043062201
2023,7,Narathiwat,32.49186602870814
2023,8,Narathiwat,32.18755980861244
2023,9,Narathiwat,31.866985645933013
2023,10,Narathiwat,31.72918660287081
2023,11,Narathiwat,30.366985645933013
2023,12,Narathiwat,30.44688995215312
2023,1,Nong Bua Lam Phu,29.375252525252527
2023,2,Nong Bua Lam Phu,32.74040404040404
2023,3,Nong Bua Lam Phu,34.86010101010101
2023,4,Nong Bua Lam Phu,37.69747474747476
2023,5,Nong Bua Lam Phu,35.85151515151515
2023,6,Nong Bua Lam Phu,33.433838383838385
2023,7,Nong Bua Lam Phu,32.93585858585859
2023,8,Nong Bua Lam Phu,31.997474747474747
2023,9,Nong Bua Lam Phu,31.500505050505048
2023,10,Nong Bua Lam Phu,31.81717171717172
2023,11,Nong Bua Lam Phu,31.6469696969697
2023,12,Nong Bua Lam Phu,30.713636363636365
2023,1,Nong Khai,27.96981132075472
2023,2,Nong Khai,31.27861635220125
2023,3,Nong Khai,33.79308176100629
2023,4,Nong Khai,36.343396226415095
2023,5,Nong Khai,35.90251572327044
2023,6,Nong Khai,33.58490566037736
2023,7,Nong Khai,32.80440251572327
2023,8,Nong Khai,31.861635220125788
2023,9,Nong Khai,31.45849056603773
2023,10,Nong Khai,31.871698113207543
2023,11,Nong Khai,31.43333333333333
2023,12,Nong Khai,29.546540880503148
2023,1,Nonthaburi,31.125
2023,2,Nonthaburi,32.596875
2023,3,Nonthaburi,33.821875
2023,4,Nonthaburi,36.04375
2023,5,Nonthaburi,36.125
2023,6,Nonthaburi,34.475
2023,7,Nonthaburi,33.728125
2023,8,Nonthaburi,33.990625
2023,9,Nonthaburi,32.800000000000004
2023,10,Nonthaburi,32.54375
2023,11,Nonthaburi,32.25625
2023,12,Nonthaburi,32.821875
2023,1,Pathum Thani,31.13013698630137
2023,2,Pathum Thani,33.053424657534244
2023,3,Pathum Thani,34.24794520547945
2023,4,Pathum Thani,36.4013698630137
2023,5,Pathum Thani,36.38767123287671
2023,6,Pathum Thani,34.78356164383561
2023,7,Pathum Thani,33.87808219178083
2023,8,Pathum Thani,33.7013698630137
2023,9,Pathum Thani,32.599999999999994
2023,10,Pathum Thani,32.447945205479456
2023,11,Pathum Thani,32.201369863013696
2023,12,Pathum Thani,32.59452054794521
2023,1,Pattani,30.147252747252743
2023,2,Pattani,30.88571428571429
2023,3,Pattani,31.986813186813183
2023,4,Pattani,33.90879120879121
2023,5,Pattani,34.1010989010989
2023,6,Pattani,33.29450549450549
2023,7,Pattani,33.372527472527466
2023,8,Pattani,32.800000000000004
2023,9,Pattani,32.27472527472528
2023,10,Pattani,32.16153846153846
2023,11,Pattani,30.497802197802194
2023,12,Pattani,30.75384615384616
2023,1,Phangnga,31.5522842639594
2023,2,Phangnga,32.97969543147208
2023,3,Phangnga,33.95177664974619
2023,4,Phangnga,34.49796954314721
2023,5,Phangnga,32.93299492385787
2023,6,Phangnga,31.458883248730967
2023,7,Phangnga,31.25177664974619
2023,8,Phangnga,31.27715736040609
2023,9,Phangnga,30.73248730964467
2023,10,Phangnga,30.94060913705584
2023,11,Phangnga,31.125380710659897
2023,12,Phangnga,31.933502538071064
2023,1,Phatthalung,31.10111111111111
2023,2,Phatthalung,32.43555555555555
2023,3,Phatthalung,33.235
