year,month,province,tmin
2023,1,Amnat Charoen,15.425157232704406
2023,2,Amnat Charoen,19.636477987421387
2023,3,Amnat Charoen,22.46477987421384
2023,4,Amnat Charoen,26.06477987421384
2023,5,Amnat Charoen,25.937106918238992
2023,6,Amnat Charoen,24.633333333333336
2023,7,Amnat Charoen,25.0245283018868
2023,8,Amnat Charoen,24.5874213836478
2023,9,Amnat Charoen,24.043396226415098
2023,10,Amnat Charoen,23.10943396226416
2023,11,Amnat Charoen,20.97232704402516
2023,12,Amnat Charoen,19.11132075471698
2023,1,Ang Thong,19.23636363636364
2023,2,Ang Thong,21.463636363636365
2023,3,Ang Thong,23.454545454545453
2023,4,Ang Thong,25.99545454545455
2023,5,Ang Thong,26.345454545454547
2023,6,Ang Thong,25.78409090909091
2023,7,Ang Thong,25.6
2023,8,Ang Thong,25.875000000000004
2023,9,Ang Thong,24.65909090909092
2023,10,Ang Thong,24.87045454545455
2023,11,Ang Thong,23.420454545454547
2023,12,Ang Thong,22.345454545454547
2023,1,Bangkok,21.222368421052632
2023,2,Bangkok,22.76578947368421
2023,3,Bangkok,24.56052631578948
2023,4,Bangkok,26.484210526315792
2023,5,Bangkok,27.07894736842105
2023,6,Bangkok,26.294736842105262
2023,7,Bangkok,26.1342105263158
2023,8,Bangkok,26.25526315789474
2023,9,Bangkok,25.39210526315789
2023,10,Bangkok,25.32631578947369
2023,11,Bangkok,24.419736842105262
2023,12,Bangkok,23.7592105263158
2023,1,Bueng Kan,13.502051282051283
2023,2,Bueng Kan,17.166666666666668
2023,3,Bueng Kan,20.573333333333338
2023,4,Bueng Kan,24.022564102564104
2023,5,Bueng Kan,26.70871794871796
2023,6,Bueng Kan,25.699487179487186
2023,7,Bueng Kan,26.282051282051288
2023,8,Bueng Kan,24.98564102564103
2023,9,Bueng Kan,23.92564102564103
2023,10,Bueng Kan,21.6497435897436
2023,11,Bueng Kan,18.979487179487183
2023,12,Bueng Kan,16.08461538461539
2023,1,Buri Ram,16.40640495867769
2023,2,Buri Ram,20.20495867768595
2023,3,Buri Ram,22.33925619834711
2023,4,Buri Ram,25.38842975206612
2023,5,Buri Ram,25.211983471074383
2023,6,Buri Ram,24.577685950413223
2023,7,Buri Ram,24.69421487603306
2023,8,Buri Ram,24.86735537190083
2023,9,Buri Ram,23.86921487603306
2023,10,Buri Ram,23.505785123966945
2023,11,Buri Ram,21.16012396694215
2023,12,Buri Ram,19.67169421487604
2023,1,Chachoengsao,20.570400000000003
2023,2,Chachoengsao,22.8544
2023,3,Chachoengsao,24.7276
2023,4,Chachoengsao,26.1692
2023,5,Chachoengsao,26.686000000000003
2023,6,Chachoengsao,25.9784
2023,7,Chachoengsao,25.794400000000003
2023,8,Chachoengsao,25.959200000000003
2023,9,Chachoengsao,25.058000000000003
2023,10,Chachoengsao,24.637600000000003
2023,11,Chachoengsao,22.919600000000003
2023,12,Chachoengsao,22.460000000000004
2023,1,Chai Nat,18.803389830508475
2023,2,Chai Nat,20.661864406779664
2023,3,Chai Nat,23.503389830508475
2023,4,Chai Nat,26.43898305084746
2023,5,Chai Nat,26.03898305084746
2023,6,Chai Nat,25.798305084745763
2023,7,Chai Nat,25.30084745762712
2023,8,Chai Nat,25.634745762711862
2023,9,Chai Nat,24.287288135593226
2023,10,Chai Nat,24.60847457627119
2023,11,Chai Nat,23.085593220338986
2023,12,Chai Nat,22.20762711864408
2023,1,Chaiyaphum,15.28439024390244
2023,2,Chaiyaphum,18.23414634146342
2023,3,Chaiyaphum,21.06487804878049
2023,4,Chaiyaphum,24.540000000000003
2023,5,Chaiyaphum,24.540650406504067
2023,6,Chaiyaphum,23.90617886178861
2023,7,Chaiyaphum,24.23219512195122
2023,8,Chaiyaphum,23.832195121951223
2023,9,Chaiyaphum,23.10552845528456
2023,10,Chaiyaphum,22.45495934959349
2023,11,Chaiyaphum,20.03284552845529
2023,12,Chaiyaphum,18.42617886178862
2023,1,Chanthaburi,19.90498338870432
2023,2,Chanthaburi,21.978737541528243
2023,3,Chanthaburi,23.888372093023257
2023,4,Chanthaburi,25.265780730897013
2023,5,Chanthaburi,25.594684385382063
2023,6,Chanthaburi,24.84916943521595
2023,7,Chanthaburi,24.84451827242525
2023,8,Chanthaburi,24.91495016611296
2023,9,Chanthaburi,24.284717607973423
2023,10,Chanthaburi,23.690365448504988
2023,11,Chanthaburi,22.2046511627907
2023,12,Chanthaburi,21.838205980066448
2023,1,Chiang Mai,11.950504124656282
2023,2,Chiang Mai,13.72126489459212
2023,3,Chiang Mai,16.73519706691109
2023,4,Chiang Mai,21.71558203483044
2023,5,Chiang Mai,22.580934922089828
2023,6,Chiang Mai,21.705224564619616
2023,7,Chiang Mai,22.226947754353805
2023,8,Chiang Mai,21.622639780018336
2023,9,Chiang Mai,21.293492208982588
2023,10,Chiang Mai,20.469752520623285
2023,11,Chiang Mai,18.05132905591201
2023,12,Chiang Mai,16.238863428047665
2023,1,Chiang Rai,12.829553264604815
2023,2,Chiang Rai,14.789690721649489
2023,3,Chiang Rai,17.638487972508596
2023,4,Chiang Rai,22.82199312714777
2023,5,Chiang Rai,24.005841924398627
2023,6,Chiang Rai,23.665292096219936
2023,7,Chiang Rai,24.18556701030928
2023,8,Chiang Rai,22.98883161512028
2023,9,Chiang Rai,22.49295532646048
2023,10,Chiang Rai,21.591237113402062
2023,11,Chiang Rai,18.45137457044674
2023,12,Chiang Rai,16.830584192439865
2023,1,Chon Buri,21.79952380952381
2023,2,Chon Buri,23.47571428571429
2023,3,Chon Buri,25.29857142857143
2023,4,Chon Buri,26.64095238095238
2023,5,Chon Buri,27.25857142857143
2023,6,Chon Buri,26.619047619047624
2023,7,Chon Buri,26.182857142857145
2023,8,Chon Buri,26.3304761904762
2023,9,Chon Buri,25.28714285714286
2023,10,Chon Buri,24.67904761904762
2023,11,Chon Buri,23.20952380952381
2023,12,Chon Buri,23.270000000000003
2023,1,Chumphon,22.00419580419581
2023,2,Chumphon,22.22657342657343
2023,3,Chumphon,23.129020979020986
2023,4,Chumphon,24.793706293706297
2023,5,Chumphon,25.304895104895103
2023,6,Chumphon,23.830769230769235
2023,7,Chumphon,24.03391608391609
2023,8,Chumphon,24.02797202797203
2023,9,Chumphon,23.354895104895107
2023,10,Chumphon,23.76433566433567
2023,11,Chumphon,23.33671328671329
2023,12,Chumphon,23.22727272727273
2023,1,Kalasin,15.46666666666667
2023,2,Kalasin,19.20029761904762
2023,3,Kalasin,21.982738095238098
2023,4,Kalasin,25.9217261904762
2023,5,Kalasin,26.16607142857143
2023,6,Kalasin,25.29494047619048
2023,7,Kalasin,25.51488095238096
2023,8,Kalasin,24.94732142857143
2023,9,Kalasin,23.91071428571429
2023,10,Kalasin,23.339583333333337
2023,11,Kalasin,20.455654761904764
2023,12,Kalasin,18.6279761904762
2023,1,Kamphaeng Phet,17.083532219570408
2023,2,Kamphaeng Phet,19.351073985680195
2023,3,Kamphaeng Phet,22.454892601431983
2023,4,Kamphaeng Phet,25.77446300715991
2023,5,Kamphaeng Phet,25.65584725536993
2023,6,Kamphaeng Phet,25.11551312649165
2023,7,Kamphaeng Phet,25.013365155131265
2023,8,Kamphaeng Phet,24.49904534606205
2023,9,Kamphaeng Phet,23.8054892601432
2023,10,Kamphaeng Phet,23.414319809069216
2023,11,Kamphaeng Phet,21.72267303102625
2023,12,Kamphaeng Phet,20.10453460620525
2023,1,Kanchanaburi,17.55389541088581
2023,2,Kanchanaburi,19.06979722518677
2023,3,Kanchanaburi,21.61141942369264
2023,4,Kanchanaburi,24.702561366061904
2023,5,Kanchanaburi,25.04834578441836
2023,6,Kanchanaburi,23.702241195304165
2023,7,Kanchanaburi,23.717609391675563
2023,8,Kanchanaburi,23.39530416221985
2023,9,Kanchanaburi,23.098719316969053
2023,10,Kanchanaburi,22.94535752401281
2023,11,Kanchanaburi,21.132550693703312
2023,12,Kanchanaburi,20.08452508004269
2023,1,Khon Kaen,15.69865384615385
2023,2,Khon Kaen,19.067692307692308
2023,3,Khon Kaen,21.9975
2023,4,Khon Kaen,25.927307692307693
2023,5,Khon Kaen,25.68596153846154
2023,6,Khon Kaen,24.80346153846154
2023,7,Khon Kaen,25.16019230769231
2023,8,Khon Kaen,24.934615384615388
2023,9,Khon Kaen,23.825576923076927
2023,10,Khon Kaen,23.17326923076924
2023,11,Khon Kaen,20.66692307692308
2023,12,Khon Kaen,18.859615384615388
2023,1,Krabi,22.742553191489364
2023,2,Krabi,22.609361702127664
2023,3,Krabi,23.399148936170214
2023,4,Krabi,25.20808510638298
2023,5,Krabi,25.403829787234045
2023,6,Krabi,24.79957446808511
2023,7,Krabi,24.64765957446809
2023,8,Krabi,24.579148936170217
2023,9,Krabi,23.911063829787235
2023,10,Krabi,24.270638297872345
2023,11,Krabi,23.737872340425533
2023,12,Krabi,24.36042553191489
2023,1,Lampang,13.641272430668844
2023,2,Lampang,15.547960848287117
2023,3,Lampang,18.903588907014683
2023,4,Lampang,23.683686786296903
2023,5,Lampang,24.077324632952696
2023,6,Lampang,24.105057096247965
2023,7,Lampang,24.13099510603589
2023,8,Lampang,23.414029363784667
2023,9,Lampang,22.66247960848288
2023,10,Lampang,21.764926590538337
2023,11,Lampang,19.200000000000003
2023,12,Lampang,17.154812398042417
2023,1,Lamphun,12.981900452488691
2023,2,Lamphun,14.581447963800908
2023,3,Lamphun,17.715384615384618
2023,4,Lamphun,22.637556561085976
2023,5,Lamphun,23.60407239819005
2023,6,Lamphun,22.90633484162896
2023,7,Lamphun,23.20180995475113
2023,8,Lamphun,22.5606334841629
2023,9,Lamphun,22.188687782805435
2023,10,Lamphun,21.40904977375565
2023,11,Lamphun,19.219457013574665
2023,12,Lamphun,17.130769230769232
2023,1,Loei,13.083109404990406
2023,2,Loei,15.970441458733209
2023,3,Loei,19.22456813819578
2023,4,Loei,23.291170825335893
2023,5,Loei,24.15930902111325
2023,6,Loei,23.71804222648753
2023,7,Loei,23.98637236084453
2023,8,Loei,23.10595009596929
2023,9,Loei,22.46449136276392
2023,10,Loei,21.32629558541268
2023,11,Loei,18.16545105566219
2023,12,Loei,16.05047984644914
